"Country" "Voter" "Points"
"Sweden" "be" ""
"Italy" "be" "1"
"Netherlands" "be" "1"
"United Kingdom" "be" "1"
"Luxembourg" "be" "1"
"Monaco" "be" "2"
"Israel" "be" ""
"Ireland" "be" ""
"Spain" "be" ""
"Belgium" "be" ""
"Greece" "be" ""
"Yugoslavia" "be" "1"
"Finland" "be" ""
"Norway" "be" "1"
"Germany" "be" "1"
"Switzerland" "be" "1"
"Portugal" "be" ""
"Sweden" "fi" "5"
"Italy" "fi" "2"
"Netherlands" "fi" "1"
"United Kingdom" "fi" "1"
"Luxembourg" "fi" ""
"Monaco" "fi" ""
"Israel" "fi" ""
"Ireland" "fi" ""
"Spain" "fi" ""
"Belgium" "fi" ""
"Greece" "fi" ""
"Yugoslavia" "fi" "1"
"Finland" "fi" ""
"Norway" "fi" ""
"Germany" "fi" ""
"Switzerland" "fi" ""
"Portugal" "fi" ""
"Sweden" "de" "2"
"Italy" "de" ""
"Netherlands" "de" "1"
"United Kingdom" "de" "2"
"Luxembourg" "de" "1"
"Monaco" "de" "2"
"Israel" "de" ""
"Ireland" "de" ""
"Spain" "de" "1"
"Belgium" "de" ""
"Greece" "de" ""
"Yugoslavia" "de" ""
"Finland" "de" ""
"Norway" "de" ""
"Germany" "de" ""
"Switzerland" "de" "1"
"Portugal" "de" ""
"Sweden" "gr" ""
"Italy" "gr" ""
"Netherlands" "gr" "2"
"United Kingdom" "gr" "1"
"Luxembourg" "gr" "1"
"Monaco" "gr" ""
"Israel" "gr" ""
"Ireland" "gr" ""
"Spain" "gr" ""
"Belgium" "gr" "5"
"Greece" "gr" ""
"Yugoslavia" "gr" ""
"Finland" "gr" ""
"Norway" "gr" ""
"Germany" "gr" "1"
"Switzerland" "gr" ""
"Portugal" "gr" ""
"Sweden" "ie" "1"
"Italy" "ie" "1"
"Netherlands" "ie" "1"
"United Kingdom" "ie" "1"
"Luxembourg" "ie" "3"
"Monaco" "ie" "1"
"Israel" "ie" "1"
"Ireland" "ie" ""
"Spain" "ie" ""
"Belgium" "ie" ""
"Greece" "ie" ""
"Yugoslavia" "ie" ""
"Finland" "ie" "1"
"Norway" "ie" ""
"Germany" "ie" ""
"Switzerland" "ie" ""
"Portugal" "ie" ""
"Sweden" "il" "2"
"Italy" "il" "1"
"Netherlands" "il" "1"
"United Kingdom" "il" ""
"Luxembourg" "il" "2"
"Monaco" "il" "1"
"Israel" "il" ""
"Ireland" "il" "1"
"Spain" "il" ""
"Belgium" "il" ""
"Greece" "il" ""
"Yugoslavia" "il" ""
"Finland" "il" "2"
"Norway" "il" ""
"Germany" "il" ""
"Switzerland" "il" ""
"Portugal" "il" ""
"Sweden" "it" ""
"Italy" "it" ""
"Netherlands" "it" ""
"United Kingdom" "it" "3"
"Luxembourg" "it" "2"
"Monaco" "it" ""
"Israel" "it" "3"
"Ireland" "it" ""
"Spain" "it" ""
"Belgium" "it" ""
"Greece" "it" ""
"Yugoslavia" "it" "2"
"Finland" "it" ""
"Norway" "it" ""
"Germany" "it" ""
"Switzerland" "it" ""
"Portugal" "it" ""
"Sweden" "lu" "1"
"Italy" "lu" "1"
"Netherlands" "lu" ""
"United Kingdom" "lu" ""
"Luxembourg" "lu" ""
"Monaco" "lu" "2"
