"Country" "Voter" "Points"
"Greece" "al" "10"
"Azerbaijan" "al" "5"
"Finland" "al" ""
"Iceland" "al" ""
"Lithuania" "al" ""
"Georgia" "al" ""
"Hungary" "al" ""
"Serbia" "al" "2"
"Russia" "al" "3"
"Switzerland" "al" ""
"Malta" "al" "6"
"Armenia" "al" ""
"Turkey" "al" "12"
"Albania" "al" ""
"Croatia" "al" "7"
"San Marino" "al" "8"
"Norway" "al" "1"
"Portugal" "al" "4"
"Poland" "al" ""
"Greece" "am" "10"
"Azerbaijan" "am" ""
"Finland" "am" "6"
"Iceland" "am" "2"
"Lithuania" "am" "4"
"Georgia" "am" "8"
"Hungary" "am" ""
"Serbia" "am" ""
"Russia" "am" "12"
"Switzerland" "am" "3"
"Malta" "am" "7"
"Armenia" "am" ""
"Turkey" "am" ""
"Albania" "am" ""
"Croatia" "am" ""
"San Marino" "am" "5"
"Norway" "am" "1"
"Portugal" "am" ""
"Poland" "am" ""
"Greece" "az" "10"
"Azerbaijan" "az" ""
"Finland" "az" "3"
"Iceland" "az" ""
"Lithuania" "az" ""
"Georgia" "az" "8"
"Hungary" "az" ""
"Serbia" "az" ""
"Russia" "az" "5"
"Switzerland" "az" ""
"Malta" "az" "7"
"Armenia" "az" ""
"Turkey" "az" "12"
"Albania" "az" "2"
"Croatia" "az" "4"
"San Marino" "az" "6"
"Norway" "az" "1"
"Portugal" "az" ""
"Poland" "az" ""
"Greece" "hr" "8"
"Azerbaijan" "hr" "10"
"Finland" "hr" "3"
"Iceland" "hr" ""
"Lithuania" "hr" ""
"Georgia" "hr" ""
"Hungary" "hr" "6"
"Serbia" "hr" "12"
"Russia" "hr" "5"
"Switzerland" "hr" "2"
"Malta" "hr" "4"
"Armenia" "hr" ""
"Turkey" "hr" ""
"Albania" "hr" "7"
"Croatia" "hr" ""
"San Marino" "hr" "1"
"Norway" "hr" ""
"Portugal" "hr" ""
"Poland" "hr" ""
"Greece" "fi" "4"
"Azerbaijan" "fi" "5"
"Finland" "fi" ""
"Iceland" "fi" "10"
"Lithuania" "fi" "2"
"Georgia" "fi" "1"
"Hungary" "fi" "12"
"Serbia" "fi" "7"
"Russia" "fi" "3"
"Switzerland" "fi" "6"
"Malta" "fi" ""
"Armenia" "fi" ""
"Turkey" "fi" ""
"Albania" "fi" ""
"Croatia" "fi" ""
"San Marino" "fi" ""
"Norway" "fi" "8"
"Portugal" "fi" ""
"Poland" "fi" ""
"Greece" "ge" "7"
"Azerbaijan" "ge" "12"
"Finland" "ge" ""
"Iceland" "ge" ""
"Lithuania" "ge" "10"
"Georgia" "ge" ""
"Hungary" "ge" ""
"Serbia" "ge" ""
"Russia" "ge" "5"
"Switzerland" "ge" ""
"Malta" "ge" "6"
"Armenia" "ge" "8"
"Turkey" "ge" "3"
"Albania" "ge" ""
"Croatia" "ge" ""
"San Marino" "ge" "1"
"Norway" "ge" ""
"Portugal" "ge" "2"
"Poland" "ge" "4"
"Greece" "gr" ""
"Azerbaijan" "gr" "7"
"Finland" "gr" ""
"Iceland" "gr" "6"
"Lithuania" "gr" "4"
"Georgia" "gr" "10"
"Hungary" "gr" "5"
"Serbia" "gr" ""
"Russia" "gr" "3"
"Switzerland" "gr" ""
"Malta" "gr" ""
"Armenia" "gr" "8"
"Turkey" "gr" ""
"Albania" "gr" "12"
"Croatia" "gr" ""
"San Marino" "gr" "2"
"Norway" "gr" ""
"Portugal" "gr" "1"
"Poland" "gr" ""
"Greece" "hu" "10"
"Azerbaijan" "hu" "7"
"Finland" "hu" "6"
"Iceland" "hu" "12"
"Lithuania" "hu" "5"
"Georgia" "hu" "1"
"Hungary" "hu" ""
"Serbia" "hu" ""
"Russia" "hu" "3"
"Switzerland" "hu" "8"
"Malta" "hu" "2"
"Armenia" "hu" ""
"Turkey" "hu" ""
"Albania" "hu" ""
"Croatia" "hu" ""
"San Marino" "hu" ""
"Norway" "hu" ""
"Portugal" "hu" ""
"Poland" "hu" "4"
"Greece" "is" ""
"Azerbaijan" "is" "8"
"Finland" "is" "12"
"Iceland" "is" ""
"Lithuania" "is" "2"
"Georgia" "is" ""
"Hungary" "is" "7"
"Serbia" "is" "5"
"Russia" "is" "3"
"Switzerland" "is" "6"
"Malta" "is" ""
"Armenia" "is" "4"
"Turkey" "is" ""
"Albania" "is" ""
"Croatia" "is" "1"
"San Marino" "is" ""
"Norway" "is" "10"
"Portugal" "is" ""
"Poland" "is" ""
"Greece" "lt" "4"
"Azerbaijan" "lt" "10"
"Finland" "lt" "7"
"Iceland" "lt" "8"
"Lithuania" "lt" ""
"Georgia" "lt" "12"
"Hungary" "lt" ""
"Serbia" "lt" "3"
"Russia" "lt" "5"
"Switzerland" "lt" "6"
"Malta" "lt" "1"
"Armenia" "lt" ""
"Turkey" "lt" ""
"Albania" "lt" ""
"Croatia" "lt" ""
"San Marino" "lt" ""
"Norway" "lt" ""
"Portugal" "lt" ""
"Poland" "lt" "2"
"Greece" "mt" "5"
"Azerbaijan" "mt" "10"
"Finland" "mt" ""
"Iceland" "mt" ""
"Lithuania" "mt" ""
"Georgia" "mt" "8"
"Hungary" "mt" "1"
"Serbia" "mt" "3"
"Russia" "mt" ""
"Switzerland" "mt" ""
"Malta" "mt" ""
"Armenia" "mt" "7"
"Turkey" "mt" "2"
"Albania" "mt" ""
"Croatia" "mt" "12"
"San Marino" "mt" "6"
"Norway" "mt" "4"
"Portugal" "mt" ""
"Poland" "mt" ""
"Greece" "no" "1"
"Azerbaijan" "no" ""
"Finland" "no" "12"
"Iceland" "no" "10"
"Lithuania" "no" "8"
"Georgia" "no" ""
"Hungary" "no" "5"
"Serbia" "no" "7"
"Russia" "no" "4"
"Switzerland" "no" "6"
"Malta" "no" "2"
"Armenia" "no" ""
"Turkey" "no" ""
"Albania" "no" ""
"Croatia" "no" ""
"San Marino" "no" ""
"Norway" "no" ""
"Portugal" "no" ""
"Poland" "no" "3"
"Greece" "pl" "7"
"Azerbaijan" "pl" "8"
"Finland" "pl" "10"
"Iceland" "pl" "4"
"Lithuania" "pl" "12"
"Georgia" "pl" "5"
"Hungary" "pl" ""
"Serbia" "pl" "6"
"Russia" "pl" ""
"Switzerland" "pl" "3"
"Malta" "pl" ""
"Armenia" "pl" "2"
"Turkey" "pl" ""
"Albania" "pl" ""
"Croatia" "pl" ""
"San Marino" "pl" ""
"Norway" "pl" "1"
"Portugal" "pl" ""
"Poland" "pl" ""
"Greece" "pt" "12"
"Azerbaijan" "pt" "7"
"Finland" "pt" "8"
"Iceland" "pt" "10"
"Lithuania" "pt" "6"
"Georgia" "pt" ""
"Hungary" "pt" ""
"Serbia" "pt" "1"
"Russia" "pt" "3"
"Switzerland" "pt" "5"
"Malta" "pt" ""
"Armenia" "pt" ""
"Turkey" "pt" ""
"Albania" "pt" "4"
"Croatia" "pt" ""
"San Marino" "pt" ""
"Norway" "pt" "2"
"Portugal" "pt" ""
"Poland" "pt" ""
"Greece" "ru" "6"
"Azerbaijan" "ru" "10"
"Finland" "ru" "12"
"Iceland" "ru" "3"
"Lithuania" "ru" "7"
"Georgia" "ru" "5"
"Hungary" "ru" ""
"Serbia" "ru" "4"
"Russia" "ru" ""
"Switzerland" "ru" ""
"Malta" "ru" ""
"Armenia" "ru" "8"
"Turkey" "ru" "2"
"Albania" "ru" ""
"Croatia" "ru" "1"
"San Marino" "ru" ""
"Norway" "ru" ""
"Portugal" "ru" ""
"Poland" "ru" ""
"Greece" "sm" "6"
"Azerbaijan" "sm" "5"
"Finland" "sm" ""
"Iceland" "sm" ""
"Lithuania" "sm" ""
"Georgia" "sm" "2"
"Hungary" "sm" ""
"Serbia" "sm" "3"
"Russia" "sm" "1"
"Switzerland" "sm" ""
"Malta" "sm" "12"
"Armenia" "sm" "7"
"Turkey" "sm" "10"
"Albania" "sm" "8"
"Croatia" "sm" "4"
"San Marino" "sm" ""
"Norway" "sm" ""
"Portugal" "sm" ""
"Poland" "sm" ""
"Greece" "rs" "7"
"Azerbaijan" "rs" ""
"Finland" "rs" "3"
"Iceland" "rs" "8"
"Lithuania" "rs" "1"
"Georgia" "rs" "4"
"Hungary" "rs" "10"
"Serbia" "rs" ""
"Russia" "rs" "6"
"Switzerland" "rs" "2"
"Malta" "rs" "5"
"Armenia" "rs" ""
"Turkey" "rs" ""
"Albania" "rs" ""
"Croatia" "rs" "12"
"San Marino" "rs" ""
"Norway" "rs" ""
"Portugal" "rs" ""
"Poland" "rs" ""
"Greece" "es" "7"
"Azerbaijan" "es" "1"
"Finland" "es" "4"
"Iceland" "es" "12"
"Lithuania" "es" "5"
"Georgia" "es" ""
"Hungary" "es" "10"
"Serbia" "es" "2"
"Russia" "es" ""
"Switzerland" "es" "6"
"Malta" "es" ""
"Armenia" "es" "3"
"Turkey" "es" ""
"Albania" "es" ""
"Croatia" "es" ""
"San Marino" "es" ""
