"Country" "Voter" "Points"
"Israel" "al" "6"
"Cyprus" "al" "20"
"Austria" "al" "2"
"Germany" "al" "14"
"Italy" "al" "24"
"Czech Republic" "al" "1"
"Sweden" "al" "4"
"Estonia" "al" "4"
"Denmark" "al" ""
"Moldova" "al" "2"
"Albania" "al" ""
"Lithuania" "al" ""
"France" "al" "12"
"Bulgaria" "al" "14"
"Norway" "al" ""
"Ireland" "al" "7"
"Ukraine" "al" ""
"Netherlands" "al" ""
"Serbia" "al" "3"
"Australia" "al" ""
"Hungary" "al" ""
"Slovenia" "al" ""
"Spain" "al" ""
"United Kingdom" "al" "3"
"Finland" "al" ""
"Portugal" "al" ""
"Israel" "am" "18"
"Cyprus" "am" "19"
"Austria" "am" "7"
"Germany" "am" "5"
"Italy" "am" "3"
"Czech Republic" "am" "14"
"Sweden" "am" "12"
"Estonia" "am" "2"
"Denmark" "am" ""
"Moldova" "am" "11"
"Albania" "am" ""
"Lithuania" "am" ""
"France" "am" "9"
"Bulgaria" "am" ""
"Norway" "am" "7"
"Ireland" "am" ""
"Ukraine" "am" "4"
"Netherlands" "am" "3"
"Serbia" "am" ""
"Australia" "am" "2"
"Hungary" "am" ""
"Slovenia" "am" ""
"Spain" "am" ""
"United Kingdom" "am" ""
"Finland" "am" ""
"Portugal" "am" ""
"Israel" "au" "18"
"Cyprus" "au" "7"
"Austria" "au" "5"
"Germany" "au" "12"
"Italy" "au" ""
"Czech Republic" "au" "4"
"Sweden" "au" "12"
"Estonia" "au" "8"
"Denmark" "au" "10"
"Moldova" "au" "7"
"Albania" "au" ""
"Lithuania" "au" "3"
"France" "au" ""
"Bulgaria" "au" ""
"Norway" "au" "1"
"Ireland" "au" "12"
"Ukraine" "au" ""
"Netherlands" "au" ""
"Serbia" "au" ""
"Australia" "au" ""
"Hungary" "au" ""
"Slovenia" "au" ""
"Spain" "au" "7"
"United Kingdom" "au" "6"
"Finland" "au" "4"
"Portugal" "au" ""
"Israel" "at" "19"
"Cyprus" "at" "1"
"Austria" "at" ""
"Germany" "at" "16"
"Italy" "at" "10"
"Czech Republic" "at" "15"
"Sweden" "at" "8"
"Estonia" "at" "2"
"Denmark" "at" "5"
"Moldova" "at" ""
"Albania" "at" "9"
"Lithuania" "at" ""
"France" "at" ""
"Bulgaria" "at" "6"
"Norway" "at" ""
"Ireland" "at" "8"
"Ukraine" "at" ""
"Netherlands" "at" "1"
"Serbia" "at" "8"
"Australia" "at" ""
"Hungary" "at" "3"
"Slovenia" "at" "5"
"Spain" "at" ""
"United Kingdom" "at" ""
"Finland" "at" ""
"Portugal" "at" ""
