"Country" "Voter" "Points"
"Sweden" "au" "12"
"Latvia" "au" "10"
"Israel" "au" "7"
"Norway" "au" "8"
"Slovenia" "au" "5"
"Cyprus" "au" "6"
"Lithuania" "au" "4"
"Poland" "au" "1"
"Montenegro" "au" ""
"Azerbaijan" "au" "2"
"Malta" "au" "3"
"Ireland" "au" ""
"Czech Republic" "au" ""
"Portugal" "au" ""
"Iceland" "au" ""
"San Marino" "au" ""
"Switzerland" "au" ""
"Sweden" "az" "4"
"Latvia" "az" "6"
"Israel" "az" "8"
"Norway" "az" ""
"Slovenia" "az" "12"
"Cyprus" "az" ""
"Lithuania" "az" "7"
"Poland" "az" ""
"Montenegro" "az" "10"
"Azerbaijan" "az" ""
"Malta" "az" ""
"Ireland" "az" "2"
"Czech Republic" "az" ""
"Portugal" "az" "3"
"Iceland" "az" "5"
"San Marino" "az" ""
"Switzerland" "az" "1"
"Sweden" "cy" "12"
"Latvia" "cy" "8"
"Israel" "cy" "10"
"Norway" "cy" "6"
"Slovenia" "cy" "3"
"Cyprus" "cy" ""
"Lithuania" "cy" "7"
"Poland" "cy" "4"
"Montenegro" "cy" "2"
"Azerbaijan" "cy" "5"
"Malta" "cy" ""
"Ireland" "cy" "1"
"Czech Republic" "cy" ""
"Portugal" "cy" ""
"Iceland" "cy" ""
"San Marino" "cy" ""
"Switzerland" "cy" ""
"Sweden" "cz" "12"
"Latvia" "cz" "8"
"Israel" "cz" "2"
"Norway" "cz" "7"
"Slovenia" "cz" "3"
"Cyprus" "cz" ""
"Lithuania" "cz" "1"
"Poland" "cz" ""
"Montenegro" "cz" "6"
"Azerbaijan" "cz" "10"
"Malta" "cz" "4"
"Ireland" "cz" "5"
"Czech Republic" "cz" ""
"Portugal" "cz" ""
"Iceland" "cz" ""
"San Marino" "cz" ""
"Switzerland" "cz" ""
"Sweden" "de" "12"
"Latvia" "de" "10"
"Israel" "de" "8"
"Norway" "de" "7"
"Slovenia" "de" "6"
"Cyprus" "de" "5"
"Lithuania" "de" ""
"Poland" "de" "3"
"Montenegro" "de" ""
"Azerbaijan" "de" ""
"Malta" "de" ""
"Ireland" "de" "2"
"Czech Republic" "de" "4"
"Portugal" "de" "1"
"Iceland" "de" ""
"San Marino" "de" ""
"Switzerland" "de" ""
"Sweden" "is" "12"
"Latvia" "is" "7"
"Israel" "is" "8"
"Norway" "is" "10"
"Slovenia" "is" "6"
"Cyprus" "is" "5"
"Lithuania" "is" "4"
"Poland" "is" "3"
"Montenegro" "is" ""
"Azerbaijan" "is" "2"
"Malta" "is" ""
"Ireland" "is" ""
"Czech Republic" "is" ""
"Portugal" "is" ""
"Iceland" "is" ""
"San Marino" "is" ""
"Switzerland" "is" "1"
"Sweden" "ie" "10"
"Latvia" "ie" "12"
"Israel" "ie" "8"
"Norway" "ie" "4"
"Slovenia" "ie" ""
"Cyprus" "ie" "6"
"Lithuania" "ie" "7"
"Poland" "ie" "5"
"Montenegro" "ie" ""
"Azerbaijan" "ie" ""
"Malta" "ie" "3"
"Ireland" "ie" ""
"Czech Republic" "ie" "1"
"Portugal" "ie" ""
"Iceland" "ie" "2"
"San Marino" "ie" ""
"Switzerland" "ie" ""
"Sweden" "il" "12"
"Latvia" "il" "2"
"Israel" "il" ""
"Norway" "il" "1"
"Slovenia" "il" "6"
"Cyprus" "il" "5"
"Lithuania" "il" "4"
"Poland" "il" ""
"Montenegro" "il" "7"
"Azerbaijan" "il" "3"
"Malta" "il" "10"
"Ireland" "il" ""
"Czech Republic" "il" "8"
"Portugal" "il" ""
"Iceland" "il" ""
"San Marino" "il" ""
"Switzerland" "il" ""
"Sweden" "it" "10"
"Latvia" "it" "8"
"Israel" "it" "12"
"Norway" "it" "2"
"Slovenia" "it" "3"
"Cyprus" "it" "7"
"Lithuania" "it" ""
"Poland" "it" "5"
"Montenegro" "it" "4"
"Azerbaijan" "it" ""
"Malta" "it" "1"
"Ireland" "it" ""
"Czech Republic" "it" ""
"Portugal" "it" ""
"Iceland" "it" ""
"San Marino" "it" "6"
"Switzerland" "it" ""
"Sweden" "lv" "12"
"Latvia" "lv" ""
"Israel" "lv" "3"
"Norway" "lv" "7"
"Slovenia" "lv" "8"
"Cyprus" "lv" "6"
"Lithuania" "lv" "10"
"Poland" "lv" "5"
"Montenegro" "lv" "2"
"Azerbaijan" "lv" ""
"Malta" "lv" ""
"Ireland" "lv" "4"
"Czech Republic" "lv" "1"
"Portugal" "lv" ""
"Iceland" "lv" ""
"San Marino" "lv" ""
"Switzerland" "lv" ""
"Sweden" "lt" "10"
"Latvia" "lt" "12"
"Israel" "lt" "4"
"Norway" "lt" "8"
"Slovenia" "lt" "7"
"Cyprus" "lt" "3"
"Lithuania" "lt" ""
"Poland" "lt" "5"
"Montenegro" "lt" ""
"Azerbaijan" "lt" "6"
"Malta" "lt" ""
"Ireland" "lt" "2"
"Czech Republic" "lt" ""
"Portugal" "lt" ""
"Iceland" "lt" "1"
"San Marino" "lt" ""
"Switzerland" "lt" ""
"Sweden" "mt" "12"
"Latvia" "mt" "7"
"Israel" "mt" "10"
"Norway" "mt" "5"
"Slovenia" "mt" "3"
"Cyprus" "mt" "2"
"Lithuania" "mt" "4"
"Poland" "mt" "6"
"Montenegro" "mt" ""
"Azerbaijan" "mt" "8"
"Malta" "mt" ""
"Ireland" "mt" ""
"Czech Republic" "mt" "1"
"Portugal" "mt" ""
"Iceland" "mt" ""
"San Marino" "mt" ""
"Switzerland" "mt" ""
"Sweden" "me" "8"
"Latvia" "me" ""
"Israel" "me" "3"
"Norway" "me" "6"
"Slovenia" "me" "12"
"Cyprus" "me" ""
"Lithuania" "me" ""
"Poland" "me" ""
"Montenegro" "me" ""
"Azerbaijan" "me" "7"
"Malta" "me" "10"
"Ireland" "me" "2"
"Czech Republic" "me" "1"
"Portugal" "me" "4"
"Iceland" "me" ""
"San Marino" "me" "5"
"Switzerland" "me" ""
"Sweden" "no" "12"
"Latvia" "no" "7"
"Israel" "no" "8"
"Norway" "no" ""
"Slovenia" "no" "4"
"Cyprus" "no" "6"
"Lithuania" "no" "10"
"Poland" "no" "5"
"Montenegro" "no" "3"
"Azerbaijan" "no" ""
"Malta" "no" ""
"Ireland" "no" ""
"Czech Republic" "no" ""
"Portugal" "no" ""
"Iceland" "no" "2"
"San Marino" "no" ""
"Switzerland" "no" "1"
"Sweden" "pl" "12"
"Latvia" "pl" "7"
"Israel" "pl" "10"
"Norway" "pl" "6"
"Slovenia" "pl" "5"
"Cyprus" "pl" "4"
"Lithuania" "pl" ""
"Poland" "pl" ""
"Montenegro" "pl" ""
"Azerbaijan" "pl" "3"
"Malta" "pl" ""
"Ireland" "pl" ""
"Czech Republic" "pl" "8"
"Portugal" "pl" ""
"Iceland" "pl" "2"
"San Marino" "pl" ""
"Switzerland" "pl" "1"
"Sweden" "pt" "12"
"Latvia" "pt" "7"
"Israel" "pt" "10"
"Norway" "pt" "8"
"Slovenia" "pt" "4"
"Cyprus" "pt" "6"
"Lithuania" "pt" ""
"Poland" "pt" "2"
"Montenegro" "pt" "5"
"Azerbaijan" "pt" "3"
"Malta" "pt" ""
"Ireland" "pt" ""
"Czech Republic" "pt" "1"
"Portugal" "pt" ""
"Iceland" "pt" ""
"San Marino" "pt" ""
"Switzerland" "pt" ""
"Sweden" "sm" "12"
"Latvia" "sm" "10"
"Israel" "sm" "6"
"Norway" "sm" "8"
"Slovenia" "sm" "1"
"Cyprus" "sm" "2"
"Lithuania" "sm" "3"
"Poland" "sm" ""
"Montenegro" "sm" ""
"Azerbaijan" "sm" ""
"Malta" "sm" "7"
"Ireland" "sm" "5"
"Czech Republic" "sm" "4"
"Portugal" "sm" ""
"Iceland" "sm" ""
"San Marino" "sm" ""
"Switzerland" "sm" ""
"Sweden" "si" "12"
"Latvia" "si" "8"
"Israel" "si" "5"
"Norway" "si" "6"
"Slovenia" "si" ""
"Cyprus" "si" "7"
"Lithuania" "si" ""
"Poland" "si" "2"
"Montenegro" "si" "10"
"Azerbaijan" "si" ""
"Malta" "si" ""
"Ireland" "si" "1"
"Czech Republic" "si" "3"
"Portugal" "si" "4"
"Iceland" "si" ""
"San Marino" "si" ""
"Switzerland" "si" ""
"Sweden" "se" ""
"Latvia" "se" "8"
"Israel" "se" "10"
"Norway" "se" "12"
