"Country" "Voter" "Points"
"Netherlands" "al" "7"
"Italy" "al" "13"
"Russia" "al" "13"
"Switzerland" "al" "14"
"Sweden" "al" "6"
"Norway" "al" "5"
"North Macedonia" "al" "18"
"Azerbaijan" "al" "11"
"Australia" "al" "3"
"Iceland" "al" ""
"Czech Republic" "al" ""
"Denmark" "al" ""
"Cyprus" "al" "7"
"Malta" "al" ""
"Slovenia" "al" ""
"France" "al" "3"
"Albania" "al" ""
"Serbia" "al" ""
"San Marino" "al" "10"
"Estonia" "al" ""
"Greece" "al" "6"
"Spain" "al" ""
"Israel" "al" ""
"Belarus" "al" ""
"Germany" "al" ""
"United Kingdom" "al" ""
"Netherlands" "am" "16"
"Italy" "am" "15"
"Russia" "am" "17"
"Switzerland" "am" "15"
"Sweden" "am" "14"
"Norway" "am" "5"
"North Macedonia" "am" "10"
"Azerbaijan" "am" ""
"Australia" "am" "1"
"Iceland" "am" "3"
"Czech Republic" "am" "3"
"Denmark" "am" ""
"Cyprus" "am" ""
"Malta" "am" "10"
"Slovenia" "am" ""
"France" "am" "4"
"Albania" "am" ""
"Serbia" "am" ""
"San Marino" "am" ""
"Estonia" "am" ""
"Greece" "am" ""
"Spain" "am" ""
"Israel" "am" ""
"Belarus" "am" "1"
"Germany" "am" ""
"United Kingdom" "am" "2"
"Netherlands" "au" "12"
"Italy" "au" "5"
"Russia" "au" "4"
"Switzerland" "au" "7"
"Sweden" "au" "20"
"Norway" "au" "12"
"North Macedonia" "au" "7"
"Azerbaijan" "au" "3"
"Australia" "au" ""
"Iceland" "au" "18"
"Czech Republic" "au" "7"
"Denmark" "au" ""
"Cyprus" "au" ""
"Malta" "au" "4"
"Slovenia" "au" ""
"France" "au" "13"
"Albania" "au" ""
"Serbia" "au" "1"
"San Marino" "au" ""
"Estonia" "au" ""
"Greece" "au" ""
"Spain" "au" ""
"Israel" "au" ""
"Belarus" "au" ""
"Germany" "au" "3"
"United Kingdom" "au" ""
"Netherlands" "at" "15"
"Italy" "at" "17"
"Russia" "at" "5"
"Switzerland" "at" "22"
"Sweden" "at" "6"
"Norway" "at" "9"
"North Macedonia" "at" "12"
"Azerbaijan" "at" "5"
"Australia" "at" "3"
"Iceland" "at" "6"
"Czech Republic" "at" "3"
"Denmark" "at" ""
"Cyprus" "at" ""
"Malta" "at" ""
"Slovenia" "at" "2"
"France" "at" "5"
"Albania" "at" ""
"Serbia" "at" "6"
"San Marino" "at" ""
"Estonia" "at" ""
"Greece" "at" ""
"Spain" "at" ""
"Israel" "at" ""
"Belarus" "at" ""
"Germany" "at" ""
"United Kingdom" "at" ""
"Netherlands" "az" "7"
"Italy" "az" "11"
"Russia" "az" "24"
"Switzerland" "az" "8"
"Sweden" "az" ""
"Norway" "az" "1"
"North Macedonia" "az" "11"
"Azerbaijan" "az" ""
"Australia" "az" "2"
"Iceland" "az" ""
"Czech Republic" "az" ""
"Denmark" "az" ""
"Cyprus" "az" "3"
"Malta" "az" "14"
"Slovenia" "az" "4"
"France" "az" ""
"Albania" "az" "7"
"Serbia" "az" ""
"San Marino" "az" "10"
"Estonia" "az" ""
"Greece" "az" "6"
"Spain" "az" "2"
"Israel" "az" ""
"Belarus" "az" "6"
"Germany" "az" ""
"United Kingdom" "az" ""
"Netherlands" "by" "16"
"Italy" "by" "10"
"Russia" "by" "13"
"Switzerland" "by" "8"
"Sweden" "by" "2"
"Norway" "by" "8"
"North Macedonia" "by" "10"
"Azerbaijan" "by" "11"
"Australia" "by" "2"
"Iceland" "by" "7"
"Czech Republic" "by" ""
"Denmark" "by" ""
"Cyprus" "by" "8"
"Malta" "by" "12"
"Slovenia" "by" "5"
"France" "by" ""
"Albania" "by" ""
"Serbia" "by" ""
"San Marino" "by" "1"
"Estonia" "by" ""
"Greece" "by" "3"
"Spain" "by" ""
"Israel" "by" ""
"Belarus" "by" ""
"Germany" "by" ""
"United Kingdom" "by" ""
"Netherlands" "be" "18"
"Italy" "be" "20"
"Russia" "be" "1"
"Switzerland" "be" "12"
"Sweden" "be" "2"
"Norway" "be" "7"
"North Macedonia" "be" ""
"Azerbaijan" "be" ""
"Australia" "be" "8"
"Iceland" "be" "13"
"Czech Republic" "be" "5"
"Denmark" "be" "1"
"Cyprus" "be" "2"
"Malta" "be" ""
"Slovenia" "be" ""
"France" "be" "18"
"Albania" "be" ""
"Serbia" "be" ""
"San Marino" "be" ""
"Estonia" "be" ""
"Greece" "be" "3"
"Spain" "be" "6"
"Israel" "be" ""
"Belarus" "be" ""
"Germany" "be" ""
"United Kingdom" "be" ""
"Netherlands" "hr" "10"
"Italy" "hr" "24"
"Russia" "hr" "2"
"Switzerland" "hr" "14"
"Sweden" "hr" "5"
"Norway" "hr" "5"
"North Macedonia" "hr" "17"
"Azerbaijan" "hr" ""
"Australia" "hr" ""
"Iceland" "hr" "3"
"Czech Republic" "hr" "7"
"Denmark" "hr" ""
"Cyprus" "hr" ""
"Malta" "hr" ""
"Slovenia" "hr" "10"
"France" "hr" "3"
"Albania" "hr" "1"
"Serbia" "hr" "12"
"San Marino" "hr" "2"
"Estonia" "hr" "1"
"Greece" "hr" ""
"Spain" "hr" ""
"Israel" "hr" ""
"Belarus" "hr" ""
"Germany" "hr" ""
"United Kingdom" "hr" ""
"Netherlands" "cy" "11"
"Italy" "cy" "16"
"Russia" "cy" "20"
"Switzerland" "cy" "8"
"Sweden" "cy" "7"
"Norway" "cy" "1"
"North Macedonia" "cy" ""
"Azerbaijan" "cy" "6"
"Australia" "cy" "2"
"Iceland" "cy" ""
"Czech Republic" "cy" ""
"Denmark" "cy" ""
"Cyprus" "cy" ""
"Malta" "cy" "3"
"Slovenia" "cy" ""
"France" "cy" "7"
"Albania" "cy" "2"
"Serbia" "cy" ""
"San Marino" "cy" ""
"Estonia" "cy" ""
"Greece" "cy" "24"
"Spain" "cy" "4"
"Israel" "cy" "5"
"Belarus" "cy" ""
"Germany" "cy" ""
"United Kingdom" "cy" ""
"Netherlands" "cz" "10"
"Italy" "cz" "10"
"Russia" "cz" "12"
"Switzerland" "cz" "5"
"Sweden" "cz" "12"
"Norway" "cz" "10"
"North Macedonia" "cz" "7"
"Azerbaijan" "cz" "12"
"Australia" "cz" "8"
"Iceland" "cz" "10"
"Czech Republic" "cz" ""
"Denmark" "cz" ""
"Cyprus" "cz" ""
"Malta" "cz" "3"
"Slovenia" "cz" "10"
"France" "cz" "2"
"Albania" "cz" ""
"Serbia" "cz" ""
"San Marino" "cz" ""
"Estonia" "cz" "2"
"Greece" "cz" ""
"Spain" "cz" ""
"Israel" "cz" "3"
"Belarus" "cz" ""
"Germany" "cz" ""
"United Kingdom" "cz" ""
"Netherlands" "dk" "14"
"Italy" "dk" "4"
"Russia" "dk" "3"
"Switzerland" "dk" "12"
"Sweden" "dk" "22"
"Norway" "dk" "17"
"North Macedonia" "dk" "10"
"Azerbaijan" "dk" "9"
"Australia" "dk" "2"
"Iceland" "dk" "4"
"Czech Republic" "dk" ""
"Denmark" "dk" ""
"Cyprus" "dk" ""
"Malta" "dk" ""
"Slovenia" "dk" ""
"France" "dk" ""
"Albania" "dk" ""
"Serbia" "dk" ""
"San Marino" "dk" ""
"Estonia" "dk" "10"
"Greece" "dk" ""
"Spain" "dk" "1"
"Israel" "dk" ""
"Belarus" "dk" ""
"Germany" "dk" "8"
"United Kingdom" "dk" ""
"Netherlands" "ee" "15"
"Italy" "ee" ""
"Russia" "ee" "18"
"Switzerland" "ee" "14"
"Sweden" "ee" "15"
"Norway" "ee" "10"
"North Macedonia" "ee" ""
"Azerbaijan" "ee" "6"
"Australia" "ee" "2"
"Iceland" "ee" "5"
"Czech Republic" "ee" "8"
"Denmark" "ee" "8"
"Cyprus" "ee" ""
"Malta" "ee" ""
"Slovenia" "ee" "7"
"France" "ee" "3"
"Albania" "ee" ""
"Serbia" "ee" "4"
"San Marino" "ee" ""
"Estonia" "ee" ""
"Greece" "ee" ""
"Spain" "ee" ""
"Israel" "ee" ""
"Belarus" "ee" "1"
"Germany" "ee" ""
"United Kingdom" "ee" ""
"Netherlands" "fi" "13"
"Italy" "fi" "8"
"Russia" "fi" "4"
"Switzerland" "fi" "5"
"Sweden" "fi" "19"
"Norway" "fi" "10"
"North Macedonia" "fi" "7"
"Azerbaijan" "fi" "2"
"Australia" "fi" "16"
"Iceland" "fi" "12"
"Czech Republic" "fi" "4"
"Denmark" "fi" ""
"Cyprus" "fi" ""
"Malta" "fi" "1"
"Slovenia" "fi" "7"
"France" "fi" ""
"Albania" "fi" ""
"Serbia" "fi" ""
"San Marino" "fi" ""
"Estonia" "fi" "8"
"Greece" "fi" ""
"Spain" "fi" ""
"Israel" "fi" ""
"Belarus" "fi" ""
"Germany" "fi" ""
"United Kingdom" "fi" ""
"Netherlands" "fr" "17"
"Italy" "fr" "18"
"Russia" "fr" "3"
"Switzerland" "fr" "4"
"Sweden" "fr" "10"
"Norway" "fr" "8"
"North Macedonia" "fr" "7"
"Azerbaijan" "fr" "6"
"Australia" "fr" "10"
"Iceland" "fr" "6"
"Czech Republic" "fr" "3"
"Denmark" "fr" "5"
"Cyprus" "fr" ""
"Malta" "fr" ""
"Slovenia" "fr" ""
"France" "fr" ""
"Albania" "fr" ""
"Serbia" "fr" ""
"San Marino" "fr" ""
"Estonia" "fr" ""
"Greece" "fr" ""
"Spain" "fr" "7"
"Israel" "fr" "12"
"Belarus" "fr" ""
"Germany" "fr" ""
"United Kingdom" "fr" ""
"Netherlands" "ge" "13"
"Italy" "ge" "1"
"Russia" "ge" "8"
"Switzerland" "ge" "3"
"Sweden" "ge" "8"
"Norway" "ge" ""
"North Macedonia" "ge" "2"
"Azerbaijan" "ge" "17"
"Australia" "ge" ""
"Iceland" "ge" "3"
"Czech Republic" "ge" "12"
"Denmark" "ge" "7"
"Cyprus" "ge" "18"
"Malta" "ge" ""
"Slovenia" "ge" "4"
"France" "ge" "5"
"Albania" "ge" ""
"Serbia" "ge" ""
"San Marino" "ge" "10"
"Estonia" "ge" ""
"Greece" "ge" ""
"Spain" "ge" ""
"Israel" "ge" "4"
"Belarus" "ge" ""
"Germany" "ge" ""
"United Kingdom" "ge" "1"
"Netherlands" "de" "15"
"Italy" "de" "18"
"Russia" "de" "8"
"Switzerland" "de" "16"
"Sweden" "de" "3"
"Norway" "de" "17"
"North Macedonia" "de" "7"
"Azerbaijan" "de" ""
"Australia" "de" "15"
"Iceland" "de" "2"
"Czech Republic" "de" ""
"Denmark" "de" "5"
"Cyprus" "de" ""
"Malta" "de" "3"
"Slovenia" "de" "3"
"France" "de" "4"
"Albania" "de" ""
"Serbia" "de" ""
"San Marino" "de" ""
"Estonia" "de" ""
"Greece" "de" ""
"Spain" "de" ""
"Israel" "de" ""
"Belarus" "de" ""
"Germany" "de" ""
"United Kingdom" "de" ""
"Netherlands" "gr" "6"
"Italy" "gr" "17"
"Russia" "gr" "18"
"Switzerland" "gr" "7"
"Sweden" "gr" ""
"Norway" "gr" ""
"North Macedonia" "gr" "1"
"Azerbaijan" "gr" "8"
"Australia" "gr" "5"
"Iceland" "gr" "2"
"Czech Republic" "gr" ""
"Denmark" "gr" ""
"Cyprus" "gr" "24"
"Malta" "gr" "5"
"Slovenia" "gr" "4"
"France" "gr" "1"
"Albania" "gr" "8"
"Serbia" "gr" ""
"San Marino" "gr" "6"
"Estonia" "gr" ""
"Greece" "gr" ""
"Spain" "gr" "4"
"Israel" "gr" ""
"Belarus" "gr" ""
"Germany" "gr" ""
"United Kingdom" "gr" ""
"Netherlands" "hu" "9"
"Italy" "hu" "11"
"Russia" "hu" "7"
"Switzerland" "hu" "8"
"Sweden" "hu" "4"
"Norway" "hu" "10"
"North Macedonia" "hu" "10"
"Azerbaijan" "hu" "7"
"Australia" "hu" ""
"Iceland" "hu" "12"
"Czech Republic" "hu" "12"
"Denmark" "hu" "6"
"Cyprus" "hu" ""
"Malta" "hu" ""
"Slovenia" "hu" "3"
"France" "hu" "1"
"Albania" "hu" ""
"Serbia" "hu" ""
"San Marino" "hu" "6"
"Estonia" "hu" ""
"Greece" "hu" ""
"Spain" "hu" ""
"Israel" "hu" ""
"Belarus" "hu" "8"
"Germany" "hu" ""
"United Kingdom" "hu" "2"
"Netherlands" "is" "12"
"Italy" "is" "9"
"Russia" "is" ""
