"Country" "Voter" "Points"
"Luxembourg" "at" "5"
"Israel" "at" "12"
"Sweden" "at" "8"
"Yugoslavia" "at" "1"
"Germany" "at" "7"
"United Kingdom" "at" "10"
"Netherlands" "at" "4"
"France" "at" ""
"Norway" "at" "3"
"Austria" "at" ""
"Italy" "at" ""
"Finland" "at" "2"
"Portugal" "at" ""
"Greece" "at" ""
"Switzerland" "at" "6"
"Cyprus" "at" ""
"Denmark" "at" ""
"Belgium" "at" ""
"Turkey" "at" ""
"Spain" "at" ""
"Luxembourg" "be" "8"
"Israel" "be" "10"
"Sweden" "be" "5"
"Yugoslavia" "be" "12"
"Germany" "be" "6"
"United Kingdom" "be" ""
"Netherlands" "be" "2"
"France" "be" ""
"Norway" "be" "7"
"Austria" "be" "3"
"Italy" "be" ""
"Finland" "be" ""
"Portugal" "be" ""
"Greece" "be" ""
"Switzerland" "be" "1"
"Cyprus" "be" "4"
"Denmark" "be" ""
"Belgium" "be" ""
"Turkey" "be" ""
"Spain" "be" ""
"Luxembourg" "cy" "10"
"Israel" "cy" ""
"Sweden" "cy" "7"
"Yugoslavia" "cy" "8"
"Germany" "cy" ""
"United Kingdom" "cy" "6"
"Netherlands" "cy" "5"
"France" "cy" "4"
"Norway" "cy" ""
"Austria" "cy" "3"
"Italy" "cy" "1"
"Finland" "cy" ""
"Portugal" "cy" ""
"Greece" "cy" "12"
"Switzerland" "cy" ""
"Cyprus" "cy" ""
"Denmark" "cy" "2"
"Belgium" "cy" ""
"Turkey" "cy" ""
"Spain" "cy" ""
"Luxembourg" "dk" "2"
"Israel" "dk" "7"
"Sweden" "dk" "10"
"Yugoslavia" "dk" "12"
"Germany" "dk" "3"
"United Kingdom" "dk" "5"
"Netherlands" "dk" "4"
"France" "dk" ""
"Norway" "dk" "8"
"Austria" "dk" "6"
"Italy" "dk" ""
"Finland" "dk" ""
"Portugal" "dk" ""
"Greece" "dk" ""
"Switzerland" "dk" ""
"Cyprus" "dk" "1"
"Denmark" "dk" ""
"Belgium" "dk" ""
"Turkey" "dk" ""
"Spain" "dk" ""
"Luxembourg" "fi" "8"
"Israel" "fi" "7"
"Sweden" "fi" "10"
