"Country" "Voter" "Points"
"Spain" "be" "3"
"United Kingdom" "be" ""
"Netherlands" "be" "1"
"France" "be" ""
"Switzerland" "be" "1"
"Monaco" "be" "1"
"Ireland" "be" ""
"Belgium" "be" ""
"Sweden" "be" ""
"Germany" "be" "1"
"Luxembourg" "be" "1"
"Finland" "be" ""
"Yugoslavia" "be" "1"
"Italy" "be" ""
"Portugal" "be" "1"
"Norway" "be" ""
"Spain" "fi" ""
"United Kingdom" "fi" "1"
"Netherlands" "fi" ""
"France" "fi" ""
"Switzerland" "fi" "2"
"Monaco" "fi" ""
"Ireland" "fi" "3"
"Belgium" "fi" ""
"Sweden" "fi" "3"
"Germany" "fi" ""
"Luxembourg" "fi" ""
"Finland" "fi" ""
"Yugoslavia" "fi" ""
"Italy" "fi" "1"
"Portugal" "fi" ""
"Norway" "fi" ""
"Spain" "fr" "2"
"United Kingdom" "fr" ""
"Netherlands" "fr" "6"
"France" "fr" ""
"Switzerland" "fr" ""
"Monaco" "fr" ""
"Ireland" "fr" ""
"Belgium" "fr" ""
"Sweden" "fr" ""
"Germany" "fr" "1"
"Luxembourg" "fr" ""
"Finland" "fr" ""
"Yugoslavia" "fr" ""
"Italy" "fr" ""
"Portugal" "fr" "1"
"Norway" "fr" ""
"Spain" "de" "3"
"United Kingdom" "de" "1"
"Netherlands" "de" ""
"France" "de" "1"
"Switzerland" "de" "2"
"Monaco" "de" ""
"Ireland" "de" "1"
"Belgium" "de" ""
"Sweden" "de" ""
"Germany" "de" ""
"Luxembourg" "de" "1"
"Finland" "de" "1"
"Yugoslavia" "de" ""
"Italy" "de" ""
"Portugal" "de" ""
"Norway" "de" ""
"Spain" "ie" "1"
"United Kingdom" "ie" ""
"Netherlands" "ie" ""
"France" "ie" "4"
"Switzerland" "ie" "3"
"Monaco" "ie" ""
"Ireland" "ie" ""
"Belgium" "ie" ""
"Sweden" "ie" ""
"Germany" "ie" ""
"Luxembourg" "ie" ""
"Finland" "ie" "1"
"Yugoslavia" "ie" ""
"Italy" "ie" "1"
"Portugal" "ie" ""
"Norway" "ie" ""
"Spain" "it" ""
"United Kingdom" "it" "3"
"Netherlands" "it" "3"
"France" "it" ""
"Switzerland" "it" ""
"Monaco" "it" "4"
"Ireland" "it" ""
"Belgium" "it" ""
"Sweden" "it" ""
"Germany" "it" ""
"Luxembourg" "it" ""
"Finland" "it" ""
"Yugoslavia" "it" ""
"Italy" "it" ""
"Portugal" "it" ""
"Norway" "it" ""
"Spain" "lu" "2"
"United Kingdom" "lu" "4"
"Netherlands" "lu" "2"
"France" "lu" "1"
"Switzerland" "lu" ""
"Monaco" "lu" ""
"Ireland" "lu" ""
"Belgium" "lu" ""
"Sweden" "lu" ""
"Germany" "lu" ""
"Luxembourg" "lu" ""
"Finland" "lu" "1"
"Yugoslavia" "lu" ""
"Italy" "lu" ""
"Portugal" "lu" ""
"Norway" "lu" ""
"Spain" "mc" "3"
"United Kingdom" "mc" ""
"Netherlands" "mc" "1"
"France" "mc" "2"
"Switzerland" "mc" ""
"Monaco" "mc" ""
"Ireland" "mc" ""
"Belgium" "mc" ""
"Sweden" "mc" ""
"Germany" "mc" ""
"Luxembourg" "mc" "3"
"Finland" "mc" ""
"Yugoslavia" "mc" ""
"Italy" "mc" "1"
"Portugal" "mc" ""
"Norway" "mc" ""
"Spain" "nl" ""
"United Kingdom" "nl" "1"
"Netherlands" "nl" ""
"France" "nl" "2"
"Switzerland" "nl" ""
"Monaco" "nl" "2"
"Ireland" "nl" "1"
"Belgium" "nl" "1"
"Sweden" "nl" "1"
"Germany" "nl" ""
"Luxembourg" "nl" "1"
"Finland" "nl" "1"
"Yugoslavia" "nl" ""
"Italy" "nl" ""
"Portugal" "nl" ""
"Norway" "nl" ""
"Spain" "no" "1"
"United Kingdom" "no" ""
"Netherlands" "no" "1"
"France" "no" ""
"Switzerland" "no" "1"
"Monaco" "no" ""
"Ireland" "no" ""
"Belgium" "no" "2"
"Sweden" "no" "3"
"Germany" "no" "1"
"Luxembourg" "no" ""
"Finland" "no" "1"
"Yugoslavia" "no" ""
"Italy" "no" ""
"Portugal" "no" ""
"Norway" "no" ""
"Spain" "pt" "2"
"United Kingdom" "pt" "1"
"Netherlands" "pt" ""
"France" "pt" "2"
"Switzerland" "pt" ""
"Monaco" "pt" ""
"Ireland" "pt" ""
"Belgium" "pt" ""
"Sweden" "pt" "1"
"Germany" "pt" ""
"Luxembourg" "pt" ""
"Finland" "pt" ""
"Yugoslavia" "pt" "3"
"Italy" "pt" "1"
"Portugal" "pt" ""
"Norway" "pt" ""
"Spain" "es" ""
"United Kingdom" "es" ""
"Netherlands" "es" ""
"France" "es" ""
"Switzerland" "es" ""
"Monaco" "es" "2"
"Ireland" "es" ""
"Belgium" "es" "2"
"Sweden" "es" ""
"Germany" "es" "2"
"Luxembourg" "es" ""
"Finland" "es" "1"
"Yugoslavia" "es" "1"
"Italy" "es" ""
"Portugal" "es" "2"
"Norway" "es" ""
"Spain" "se" ""
"United Kingdom" "se" "5"
"Netherlands" "se" ""
"France" "se" "1"
"Switzerland" "se" ""
"Monaco" "se" "2"
"Ireland" "se" "1"
"Belgium" "se" ""
"Sweden" "se" ""
"Germany" "se" ""
"Luxembourg" "se" ""
"Finland" "se" ""
"Yugoslavia" "se" ""
