"Country" "Voter" "Points"
"United Kingdom" "at" "12"
"Ireland" "at" "10"
"Turkey" "at" "7"
"Italy" "at" "1"
"Cyprus" "at" ""
"Spain" "at" ""
"France" "at" ""
"Estonia" "at" "6"
"Malta" "at" ""
"Slovenia" "at" ""
"Poland" "at" "8"
"Greece" "at" ""
"Hungary" "at" ""
"Sweden" "at" ""
"Russia" "at" "5"
"Denmark" "at" ""
"Croatia" "at" ""
"Germany" "at" "3"
"Bosnia & Herzegovina" "at" "4"
"Iceland" "at" "2"
"Austria" "at" ""
"Switzerland" "at" ""
"Netherlands" "at" ""
"Norway" "at" ""
"Portugal" "at" ""
"United Kingdom" "ba" "10"
"Ireland" "ba" "8"
"Turkey" "ba" "12"
"Italy" "ba" "6"
"Cyprus" "ba" ""
"Spain" "ba" ""
"France" "ba" "3"
"Estonia" "ba" "1"
"Malta" "ba" "5"
"Slovenia" "ba" "7"
"Poland" "ba" "4"
"Greece" "ba" ""
"Hungary" "ba" ""
"Sweden" "ba" ""
"Russia" "ba" ""
"Denmark" "ba" ""
"Croatia" "ba" "2"
"Germany" "ba" ""
"Bosnia & Herzegovina" "ba" ""
"Iceland" "ba" ""
"Austria" "ba" ""
"Switzerland" "ba" ""
"Netherlands" "ba" ""
"Norway" "ba" ""
"Portugal" "ba" ""
"United Kingdom" "hr" "12"
"Ireland" "hr" "6"
"Turkey" "hr" ""
"Italy" "hr" "10"
"Cyprus" "hr" "4"
"Spain" "hr" ""
"France" "hr" ""
"Estonia" "hr" ""
"Malta" "hr" "8"
"Slovenia" "hr" "3"
"Poland" "hr" ""
"Greece" "hr" "7"
"Hungary" "hr" "2"
"Sweden" "hr" ""
"Russia" "hr" ""
"Denmark" "hr" ""
"Croatia" "hr" ""
"Germany" "hr" "5"
"Bosnia & Herzegovina" "hr" "1"
"Iceland" "hr" ""
"Austria" "hr" ""
"Switzerland" "hr" ""
"Netherlands" "hr" ""
"Norway" "hr" ""
"Portugal" "hr" ""
"United Kingdom" "cy" "7"
"Ireland" "cy" "8"
"Turkey" "cy" ""
"Italy" "cy" "6"
"Cyprus" "cy" ""
"Spain" "cy" "10"
"France" "cy" "3"
"Estonia" "cy" "1"
"Malta" "cy" "5"
"Slovenia" "cy" "2"
"Poland" "cy" ""
"Greece" "cy" "12"
"Hungary" "cy" ""
"Sweden" "cy" ""
"Russia" "cy" ""
"Denmark" "cy" ""
"Croatia" "cy" "4"
"Germany" "cy" ""
"Bosnia & Herzegovina" "cy" ""
"Iceland" "cy" ""
"Austria" "cy" ""
"Switzerland" "cy" ""
"Netherlands" "cy" ""
"Norway" "cy" ""
"Portugal" "cy" ""
"United Kingdom" "dk" "12"
"Ireland" "dk" "10"
"Turkey" "dk" ""
"Italy" "dk" "4"
"Cyprus" "dk" "7"
"Spain" "dk" "2"
"France" "dk" "1"
"Estonia" "dk" "8"
"Malta" "dk" "3"
"Slovenia" "dk" ""
"Poland" "dk" "5"
"Greece" "dk" ""
"Hungary" "dk" ""
"Sweden" "dk" "6"
"Russia" "dk" ""
"Denmark" "dk" ""
"Croatia" "dk" ""
"Germany" "dk" ""
"Bosnia & Herzegovina" "dk" ""
"Iceland" "dk" ""
"Austria" "dk" ""
"Switzerland" "dk" ""
"Netherlands" "dk" ""
"Norway" "dk" ""
"Portugal" "dk" ""
"United Kingdom" "ee" "10"
"Ireland" "ee" "8"
"Turkey" "ee" "6"
"Italy" "ee" ""
"Cyprus" "ee" "1"
"Spain" "ee" ""
"France" "ee" "12"
"Estonia" "ee" ""
"Malta" "ee" ""
"Slovenia" "ee" "4"
"Poland" "ee" "3"
"Greece" "ee" ""
"Hungary" "ee" "5"
"Sweden" "ee" ""
"Russia" "ee" "7"
"Denmark" "ee" ""
"Croatia" "ee" ""
"Germany" "ee" ""
"Bosnia & Herzegovina" "ee" ""
"Iceland" "ee" "2"
"Austria" "ee" ""
"Switzerland" "ee" ""
"Netherlands" "ee" ""
"Norway" "ee" ""
"Portugal" "ee" ""
"United Kingdom" "fr" "12"
"Ireland" "fr" "10"
"Turkey" "fr" "6"
"Italy" "fr" ""
"Cyprus" "fr" "4"
"Spain" "fr" "2"
"France" "fr" ""
"Estonia" "fr" "8"
"Malta" "fr" "1"
"Slovenia" "fr" "7"
"Poland" "fr" "3"
"Greece" "fr" ""
"Hungary" "fr" "5"
"Sweden" "fr" ""
"Russia" "fr" ""
"Denmark" "fr" ""
"Croatia" "fr" ""
"Germany" "fr" ""
"Bosnia & Herzegovina" "fr" ""
"Iceland" "fr" ""
"Austria" "fr" ""
"Switzerland" "fr" ""
"Netherlands" "fr" ""
"Norway" "fr" ""
"Portugal" "fr" ""
"United Kingdom" "de" "10"
"Ireland" "de" "8"
"Turkey" "de" "12"
"Italy" "de" "4"
"Cyprus" "de" "5"
"Spain" "de" "2"
"France" "de" ""
"Estonia" "de" "7"
"Malta" "de" ""
"Slovenia" "de" ""
"Poland" "de" "6"
"Greece" "de" ""
"Hungary" "de" ""
"Sweden" "de" ""
"Russia" "de" ""
"Denmark" "de" ""
"Croatia" "de" "1"
"Germany" "de" ""
"Bosnia & Herzegovina" "de" "3"
"Iceland" "de" ""
"Austria" "de" ""
"Switzerland" "de" ""
"Netherlands" "de" ""
"Norway" "de" ""
"Portugal" "de" ""
"United Kingdom" "gr" "10"
"Ireland" "gr" ""
"Turkey" "gr" "7"
"Italy" "gr" "5"
"Cyprus" "gr" "12"
"Spain" "gr" "6"
"France" "gr" "4"
"Estonia" "gr" ""
"Malta" "gr" "8"
"Slovenia" "gr" "3"
"Poland" "gr" "1"
"Greece" "gr" ""
"Hungary" "gr" ""
"Sweden" "gr" ""
"Russia" "gr" ""
"Denmark" "gr" "2"
"Croatia" "gr" ""
"Germany" "gr" ""
"Bosnia & Herzegovina" "gr" ""
"Iceland" "gr" ""
"Austria" "gr" ""
"Switzerland" "gr" ""
"Netherlands" "gr" ""
"Norway" "gr" ""
"Portugal" "gr" ""
"United Kingdom" "hu" "12"
"Ireland" "hu" "8"
"Turkey" "hu" "6"
"Italy" "hu" "3"
"Cyprus" "hu" ""
"Spain" "hu" "10"
"France" "hu" "2"
"Estonia" "hu" "4"
"Malta" "hu" ""
"Slovenia" "hu" ""
"Poland" "hu" "7"
"Greece" "hu" ""
"Hungary" "hu" ""
"Sweden" "hu" ""
"Russia" "hu" ""
"Denmark" "hu" ""
"Croatia" "hu" ""
"Germany" "hu" "1"
"Bosnia & Herzegovina" "hu" ""
"Iceland" "hu" ""
"Austria" "hu" "5"
"Switzerland" "hu" ""
"Netherlands" "hu" ""
"Norway" "hu" ""
