"Country" "Voter" "Points"
"Iceland" "ad" "10"
"Turkey" "ad" "5"
"Bosnia & Herzegovina" "ad" ""
"Sweden" "ad" "7"
"Armenia" "ad" ""
"Malta" "ad" "6"
"Israel" "ad" "8"
"Portugal" "ad" "12"
"Romania" "ad" "4"
"North Macedonia" "ad" ""
"Montenegro" "ad" "1"
"Finland" "ad" "3"
"Belarus" "ad" ""
"Switzerland" "ad" "2"
"Andorra" "ad" ""
"Bulgaria" "ad" ""
"Belgium" "ad" ""
"Czech Republic" "ad" ""
"Iceland" "am" "12"
"Turkey" "am" "10"
"Bosnia & Herzegovina" "am" "6"
"Sweden" "am" "8"
"Armenia" "am" ""
"Malta" "am" "3"
"Israel" "am" "7"
"Portugal" "am" ""
"Romania" "am" "2"
"North Macedonia" "am" ""
"Montenegro" "am" "5"
"Finland" "am" ""
"Belarus" "am" "4"
"Switzerland" "am" ""
"Andorra" "am" ""
"Bulgaria" "am" ""
"Belgium" "am" "1"
"Czech Republic" "am" ""
"Iceland" "by" "12"
"Turkey" "by" "6"
"Bosnia & Herzegovina" "by" "5"
"Sweden" "by" "7"
"Armenia" "by" "10"
"Malta" "by" "8"
"Israel" "by" "4"
"Portugal" "by" ""
"Romania" "by" "1"
"North Macedonia" "by" ""
"Montenegro" "by" "3"
"Finland" "by" ""
"Belarus" "by" ""
"Switzerland" "by" "2"
"Andorra" "by" ""
"Bulgaria" "by" ""
"Belgium" "by" ""
"Czech Republic" "by" ""
"Iceland" "be" "7"
"Turkey" "be" "12"
"Bosnia & Herzegovina" "be" "5"
"Sweden" "be" "4"
"Armenia" "be" "10"
"Malta" "be" "8"
"Israel" "be" "3"
"Portugal" "be" "6"
"Romania" "be" "2"
"North Macedonia" "be" ""
"Montenegro" "be" ""
"Finland" "be" "1"
"Belarus" "be" ""
"Switzerland" "be" ""
"Andorra" "be" ""
"Bulgaria" "be" ""
"Belgium" "be" ""
"Czech Republic" "be" ""
"Iceland" "ba" "7"
"Turkey" "ba" "12"
"Bosnia & Herzegovina" "ba" ""
"Sweden" "ba" "4"
"Armenia" "ba" "1"
"Malta" "ba" "5"
"Israel" "ba" ""
"Portugal" "ba" "3"
"Romania" "ba" "6"
"North Macedonia" "ba" "8"
"Montenegro" "ba" "10"
"Finland" "ba" ""
"Belarus" "ba" ""
"Switzerland" "ba" "2"
"Andorra" "ba" ""
"Bulgaria" "ba" ""
"Belgium" "ba" ""
"Czech Republic" "ba" ""
"Iceland" "bg" "6"
"Turkey" "bg" "12"
"Bosnia & Herzegovina" "bg" "7"
"Sweden" "bg" ""
"Armenia" "bg" "8"
"Malta" "bg" "3"
"Israel" "bg" "4"
"Portugal" "bg" "2"
"Romania" "bg" "5"
"North Macedonia" "bg" "10"
"Montenegro" "bg" ""
"Finland" "bg" ""
"Belarus" "bg" "1"
"Switzerland" "bg" ""
"Andorra" "bg" ""
"Bulgaria" "bg" ""
"Belgium" "bg" ""
"Czech Republic" "bg" ""
"Iceland" "cz" "10"
"Turkey" "cz" "5"
"Bosnia & Herzegovina" "cz" "8"
"Sweden" "cz" "6"
"Armenia" "cz" "12"
"Malta" "cz" "7"
"Israel" "cz" "4"
"Portugal" "cz" "2"
"Romania" "cz" ""
"North Macedonia" "cz" "3"
"Montenegro" "cz" ""
"Finland" "cz" ""
"Belarus" "cz" "1"
"Switzerland" "cz" ""
