"Country" "Voter" "Points"
"Azerbaijan" "al" "8"
"Italy" "al" "12"
"Sweden" "al" ""
"Ukraine" "al" "3"
"Denmark" "al" ""
"Bosnia & Herzegovina" "al" "7"
"Greece" "al" "10"
"Ireland" "al" ""
"Georgia" "al" ""
"Germany" "al" ""
"United Kingdom" "al" "6"
"Moldova" "al" ""
"Slovenia" "al" ""
"Serbia" "al" "1"
"France" "al" "2"
"Russia" "al" "4"
"Romania" "al" ""
"Austria" "al" ""
"Lithuania" "al" ""
"Iceland" "al" ""
"Finland" "al" ""
"Hungary" "al" ""
"Spain" "al" "5"
"Estonia" "al" ""
"Switzerland" "al" ""
"Azerbaijan" "am" ""
"Italy" "am" "6"
"Sweden" "am" "4"
"Ukraine" "am" "12"
"Denmark" "am" ""
"Bosnia & Herzegovina" "am" ""
"Greece" "am" "7"
"Ireland" "am" ""
"Georgia" "am" "10"
"Germany" "am" ""
"United Kingdom" "am" "2"
"Moldova" "am" ""
"Slovenia" "am" ""
"Serbia" "am" "1"
"France" "am" "5"
"Russia" "am" "8"
"Romania" "am" ""
"Austria" "am" "3"
"Lithuania" "am" ""
"Iceland" "am" ""
"Finland" "am" ""
"Hungary" "am" ""
"Spain" "am" ""
"Estonia" "am" ""
"Switzerland" "am" ""
"Azerbaijan" "at" "8"
"Italy" "at" "6"
"Sweden" "at" ""
"Ukraine" "at" ""
"Denmark" "at" ""
"Bosnia & Herzegovina" "at" "12"
"Greece" "at" ""
"Ireland" "at" "4"
"Georgia" "at" ""
"Germany" "at" "10"
"United Kingdom" "at" ""
"Moldova" "at" "5"
"Slovenia" "at" "3"
"Serbia" "at" "7"
"France" "at" ""
"Russia" "at" ""
"Romania" "at" "1"
"Austria" "at" ""
"Lithuania" "at" ""
"Iceland" "at" ""
"Finland" "at" ""
"Hungary" "at" "2"
"Spain" "at" ""
"Estonia" "at" ""
"Switzerland" "at" ""
"Azerbaijan" "az" ""
"Italy" "az" "1"
"Sweden" "az" "3"
"Ukraine" "az" "12"
"Denmark" "az" ""
"Bosnia & Herzegovina" "az" ""
"Greece" "az" "8"
"Ireland" "az" ""
"Georgia" "az" "10"
"Germany" "az" ""
"United Kingdom" "az" "5"
"Moldova" "az" "7"
"Slovenia" "az" ""
"Serbia" "az" ""
"France" "az" ""
"Russia" "az" "4"
"Romania" "az" "6"
"Austria" "az" ""
"Lithuania" "az" ""
"Iceland" "az" ""
"Finland" "az" ""
"Hungary" "az" "2"
"Spain" "az" ""
"Estonia" "az" ""
"Switzerland" "az" ""
"Azerbaijan" "by" "6"
"Italy" "by" "3"
"Sweden" "by" "4"
"Ukraine" "by" "10"
"Denmark" "by" "1"
"Bosnia & Herzegovina" "by" ""
"Greece" "by" ""
"Ireland" "by" ""
"Georgia" "by" "12"
"Germany" "by" "8"
"United Kingdom" "by" "2"
"Moldova" "by" "7"
"Slovenia" "by" ""
"Serbia" "by" ""
"France" "by" ""
"Russia" "by" "5"
"Romania" "by" ""
"Austria" "by" ""
"Lithuania" "by" ""
"Iceland" "by" ""
"Finland" "by" ""
"Hungary" "by" ""
"Spain" "by" ""
"Estonia" "by" ""
"Switzerland" "by" ""
"Azerbaijan" "be" "3"
"Italy" "be" "6"
"Sweden" "be" "4"
"Ukraine" "be" ""
"Denmark" "be" ""
"Bosnia & Herzegovina" "be" ""
"Greece" "be" "8"
"Ireland" "be" "7"
"Georgia" "be" ""
"Germany" "be" "5"
"United Kingdom" "be" ""
"Moldova" "be" "1"
"Slovenia" "be" ""
"Serbia" "be" ""
"France" "be" "12"
"Russia" "be" ""
"Romania" "be" "10"
"Austria" "be" ""
"Lithuania" "be" ""
"Iceland" "be" ""
"Finland" "be" ""
"Hungary" "be" ""
"Spain" "be" ""
"Estonia" "be" "2"
"Switzerland" "be" ""
"Azerbaijan" "ba" "8"
"Italy" "ba" "6"
"Sweden" "ba" "5"
"Ukraine" "ba" ""
"Denmark" "ba" ""
"Bosnia & Herzegovina" "ba" ""
"Greece" "ba" ""
"Ireland" "ba" "2"
"Georgia" "ba" ""
"Germany" "ba" "3"
"United Kingdom" "ba" ""
"Moldova" "ba" ""
"Slovenia" "ba" "12"
"Serbia" "ba" "10"
"France" "ba" "4"
"Russia" "ba" ""
"Romania" "ba" ""
"Austria" "ba" "7"
"Lithuania" "ba" ""
"Iceland" "ba" "1"
"Finland" "ba" ""
"Hungary" "ba" ""
"Spain" "ba" ""
"Estonia" "ba" ""
"Switzerland" "ba" ""
"Azerbaijan" "bg" ""
"Italy" "bg" ""
"Sweden" "bg" ""
"Ukraine" "bg" "8"
"Denmark" "bg" "7"
"Bosnia & Herzegovina" "bg" "2"
"Greece" "bg" "10"
"Ireland" "bg" "3"
"Georgia" "bg" "1"
"Germany" "bg" ""
"United Kingdom" "bg" "12"
"Moldova" "bg" ""
"Slovenia" "bg" ""
"Serbia" "bg" ""
"France" "bg" ""
"Russia" "bg" "4"
"Romania" "bg" "6"
"Austria" "bg" "5"
"Lithuania" "bg" ""
"Iceland" "bg" ""
"Finland" "bg" ""
"Hungary" "bg" ""
"Spain" "bg" ""
"Estonia" "bg" ""
"Switzerland" "bg" ""
"Azerbaijan" "hr" "10"
"Italy" "hr" ""
"Sweden" "hr" "4"
"Ukraine" "hr" "5"
"Denmark" "hr" ""
"Bosnia & Herzegovina" "hr" "7"
"Greece" "hr" ""
"Ireland" "hr" ""
"Georgia" "hr" ""
"Germany" "hr" "1"
"United Kingdom" "hr" ""
"Moldova" "hr" ""
"Slovenia" "hr" "12"
"Serbia" "hr" "8"
"France" "hr" "6"
"Russia" "hr" ""
"Romania" "hr" ""
"Austria" "hr" "3"
"Lithuania" "hr" "2"
"Iceland" "hr" ""
"Finland" "hr" ""
"Hungary" "hr" ""
"Spain" "hr" ""
"Estonia" "hr" ""
"Switzerland" "hr" ""
"Azerbaijan" "cy" "8"
"Italy" "cy" "1"
"Sweden" "cy" "10"
"Ukraine" "cy" "5"
"Denmark" "cy" "3"
"Bosnia & Herzegovina" "cy" ""
"Greece" "cy" "12"
"Ireland" "cy" ""
"Georgia" "cy" ""
"Germany" "cy" ""
"United Kingdom" "cy" "4"
"Moldova" "cy" ""
"Slovenia" "cy" "6"
"Serbia" "cy" ""
"France" "cy" "7"
"Russia" "cy" "2"
"Romania" "cy" ""
"Austria" "cy" ""
"Lithuania" "cy" ""
"Iceland" "cy" ""
"Finland" "cy" ""
"Hungary" "cy" ""
"Spain" "cy" ""
"Estonia" "cy" ""
"Switzerland" "cy" ""
"Azerbaijan" "dk" ""
"Italy" "dk" ""
"Sweden" "dk" "10"
"Ukraine" "dk" ""
"Denmark" "dk" ""
"Bosnia & Herzegovina" "dk" ""
"Greece" "dk" ""
"Ireland" "dk" "12"
"Georgia" "dk" ""
"Germany" "dk" "8"
"United Kingdom" "dk" "3"
"Moldova" "dk" ""
"Slovenia" "dk" "7"
"Serbia" "dk" ""
"France" "dk" ""
"Russia" "dk" ""
"Romania" "dk" "4"
"Austria" "dk" "1"
"Lithuania" "dk" ""
"Iceland" "dk" "6"
"Finland" "dk" "5"
"Hungary" "dk" ""
"Spain" "dk" ""
"Estonia" "dk" "2"
"Switzerland" "dk" ""
"Azerbaijan" "ee" "8"
"Italy" "ee" "6"
"Sweden" "ee" "12"
"Ukraine" "ee" ""
"Denmark" "ee" "10"
"Bosnia & Herzegovina" "ee" ""
"Greece" "ee" ""
"Ireland" "ee" ""
"Georgia" "ee" "3"
"Germany" "ee" ""
"United Kingdom" "ee" ""
"Moldova" "ee" ""
"Slovenia" "ee" "2"
"Serbia" "ee" ""
"France" "ee" ""
"Russia" "ee" "5"
"Romania" "ee" "1"
"Austria" "ee" ""
"Lithuania" "ee" ""
"Iceland" "ee" ""
"Finland" "ee" "7"
"Hungary" "ee" ""
"Spain" "ee" "4"
"Estonia" "ee" ""
"Switzerland" "ee" ""
"Azerbaijan" "fi" "5"
"Italy" "fi" "3"
"Sweden" "fi" "6"
"Ukraine" "fi" ""
"Denmark" "fi" ""
"Bosnia & Herzegovina" "fi" ""
"Greece" "fi" ""
"Ireland" "fi" "10"
"Georgia" "fi" ""
"Germany" "fi" ""
"United Kingdom" "fi" ""
"Moldova" "fi" ""
"Slovenia" "fi" ""
"Serbia" "fi" "2"
"France" "fi" "4"
"Russia" "fi" ""
"Romania" "fi" ""
"Austria" "fi" "1"
"Lithuania" "fi" ""
"Iceland" "fi" "8"
"Finland" "fi" ""
"Hungary" "fi" "12"
"Spain" "fi" ""
