"Country" "Voter" "Points"
"Serbia" "al" "1"
"Ukraine" "al" ""
"Russia" "al" ""
"Turkey" "al" "10"
"Bulgaria" "al" ""
"Belarus" "al" "2"
"Greece" "al" "7"
"Armenia" "al" ""
"Hungary" "al" ""
"Moldova" "al" ""
"Bosnia & Herzegovina" "al" "8"
"Georgia" "al" ""
"Romania" "al" ""
"North Macedonia" "al" "3"
"Slovenia" "al" ""
"Latvia" "al" ""
"Finland" "al" ""
"Sweden" "al" ""
"Germany" "al" "6"
"Spain" "al" "12"
"Lithuania" "al" ""
"France" "al" "4"
"United Kingdom" "al" ""
"Ireland" "al" "5"
"Serbia" "ad" ""
"Ukraine" "ad" "12"
"Russia" "ad" "3"
"Turkey" "ad" ""
"Bulgaria" "ad" ""
"Belarus" "ad" ""
"Greece" "ad" ""
"Armenia" "ad" ""
"Hungary" "ad" "6"
"Moldova" "ad" "4"
"Bosnia & Herzegovina" "ad" ""
"Georgia" "ad" ""
"Romania" "ad" "10"
"North Macedonia" "ad" ""
"Slovenia" "ad" ""
"Latvia" "ad" ""
"Finland" "ad" "7"
"Sweden" "ad" "2"
"Germany" "ad" "5"
"Spain" "ad" ""
"Lithuania" "ad" "1"
"France" "ad" "8"
"United Kingdom" "ad" ""
"Ireland" "ad" ""
"Serbia" "am" "7"
"Ukraine" "am" "6"
"Russia" "am" "12"
"Turkey" "am" ""
"Bulgaria" "am" "4"
"Belarus" "am" "10"
"Greece" "am" "8"
"Armenia" "am" ""
"Hungary" "am" ""
"Moldova" "am" "3"
"Bosnia & Herzegovina" "am" "1"
"Georgia" "am" "5"
"Romania" "am" ""
"North Macedonia" "am" ""
"Slovenia" "am" ""
"Latvia" "am" ""
"Finland" "am" ""
"Sweden" "am" ""
"Germany" "am" ""
"Spain" "am" ""
"Lithuania" "am" ""
"France" "am" "2"
"United Kingdom" "am" ""
"Ireland" "am" ""
"Serbia" "at" "12"
"Ukraine" "at" "4"
"Russia" "at" ""
"Turkey" "at" "10"
"Bulgaria" "at" "6"
"Belarus" "at" ""
"Greece" "at" ""
"Armenia" "at" "5"
"Hungary" "at" "2"
"Moldova" "at" ""
"Bosnia & Herzegovina" "at" "8"
"Georgia" "at" ""
"Romania" "at" "3"
"North Macedonia" "at" "1"
"Slovenia" "at" ""
"Latvia" "at" ""
"Finland" "at" ""
"Sweden" "at" ""
"Germany" "at" "7"
"Spain" "at" ""
"Lithuania" "at" ""
"France" "at" ""
"United Kingdom" "at" ""
"Ireland" "at" ""
"Serbia" "by" "7"
"Ukraine" "by" "10"
"Russia" "by" "12"
"Turkey" "by" ""
"Bulgaria" "by" ""
"Belarus" "by" ""
"Greece" "by" "3"
"Armenia" "by" "5"
"Hungary" "by" ""
"Moldova" "by" "8"
"Bosnia & Herzegovina" "by" ""
"Georgia" "by" "6"
"Romania" "by" ""
"North Macedonia" "by" ""
"Slovenia" "by" "4"
"Latvia" "by" ""
"Finland" "by" "1"
"Sweden" "by" ""
"Germany" "by" ""
"Spain" "by" ""
"Lithuania" "by" "2"
"France" "by" ""
"United Kingdom" "by" ""
"Ireland" "by" ""
"Serbia" "be" "7"
"Ukraine" "be" "1"
"Russia" "be" ""
"Turkey" "be" "12"
"Bulgaria" "be" "4"
"Belarus" "be" ""
"Greece" "be" "8"
"Armenia" "be" "10"
"Hungary" "be" "5"
"Moldova" "be" ""
"Bosnia & Herzegovina" "be" ""
"Georgia" "be" "6"
"Romania" "be" ""
"North Macedonia" "be" ""
"Slovenia" "be" "2"
"Latvia" "be" ""
"Finland" "be" ""
"Sweden" "be" ""
"Germany" "be" ""
"Spain" "be" "3"
"Lithuania" "be" ""
"France" "be" ""
"United Kingdom" "be" ""
"Ireland" "be" ""
"Serbia" "ba" "12"
"Ukraine" "ba" "5"
"Russia" "ba" "2"
"Turkey" "ba" "10"
"Bulgaria" "ba" "6"
"Belarus" "ba" "4"
"Greece" "ba" "3"
"Armenia" "ba" ""
"Hungary" "ba" ""
"Moldova" "ba" ""
"Bosnia & Herzegovina" "ba" ""
"Georgia" "ba" "1"
"Romania" "ba" ""
"North Macedonia" "ba" "8"
"Slovenia" "ba" "7"
"Latvia" "ba" ""
"Finland" "ba" ""
