"Country" "Voter" "Points"
"Norway" "al" "8"
"Azerbaijan" "al" ""
"Estonia" "al" ""
"Greece" "al" "12"
"Moldova" "al" ""
"Ukraine" "al" ""
"Albania" "al" ""
"Denmark" "al" "5"
"Lithuania" "al" ""
"Serbia" "al" ""
"Ireland" "al" "7"
"Poland" "al" "6"
"Croatia" "al" "1"
"Cyprus" "al" ""
"Hungary" "al" "3"
"Slovenia" "al" "2"
"Netherlands" "al" "10"
"Slovakia" "al" "4"
"Latvia" "al" ""
"Norway" "az" "12"
"Azerbaijan" "az" ""
"Estonia" "az" "3"
"Greece" "az" "4"
"Moldova" "az" "7"
"Ukraine" "az" "10"
"Albania" "az" "5"
"Denmark" "az" "2"
"Lithuania" "az" "6"
"Serbia" "az" ""
"Ireland" "az" ""
"Poland" "az" "1"
"Croatia" "az" ""
"Cyprus" "az" ""
"Hungary" "az" "8"
"Slovenia" "az" ""
"Netherlands" "az" ""
"Slovakia" "az" ""
"Latvia" "az" ""
"Norway" "hr" "8"
"Azerbaijan" "hr" "6"
"Estonia" "hr" "4"
"Greece" "hr" "3"
"Moldova" "hr" "5"
"Ukraine" "hr" ""
"Albania" "hr" "10"
"Denmark" "hr" "2"
"Lithuania" "hr" ""
"Serbia" "hr" "12"
"Ireland" "hr" "1"
"Poland" "hr" ""
"Croatia" "hr" ""
"Cyprus" "hr" ""
"Hungary" "hr" ""
"Slovenia" "hr" "7"
"Netherlands" "hr" ""
"Slovakia" "hr" ""
"Latvia" "hr" ""
"Norway" "cy" "8"
"Azerbaijan" "cy" "10"
"Estonia" "cy" "5"
"Greece" "cy" "12"
"Moldova" "cy" "7"
"Ukraine" "cy" "6"
"Albania" "cy" ""
"Denmark" "cy" "3"
"Lithuania" "cy" "1"
"Serbia" "cy" "4"
"Ireland" "cy" ""
"Poland" "cy" ""
"Croatia" "cy" "2"
"Cyprus" "cy" ""
"Hungary" "cy" ""
"Slovenia" "cy" ""
"Netherlands" "cy" ""
"Slovakia" "cy" ""
"Latvia" "cy" ""
"Norway" "dk" "12"
"Azerbaijan" "dk" "8"
"Estonia" "dk" "4"
"Greece" "dk" "2"
"Moldova" "dk" ""
"Ukraine" "dk" ""
"Albania" "dk" "6"
"Denmark" "dk" ""
"Lithuania" "dk" "5"
"Serbia" "dk" ""
"Ireland" "dk" "10"
"Poland" "dk" "3"
"Croatia" "dk" ""
"Cyprus" "dk" "7"
"Hungary" "dk" ""
"Slovenia" "dk" ""
"Netherlands" "dk" "1"
"Slovakia" "dk" ""
"Latvia" "dk" ""
"Norway" "ee" "12"
"Azerbaijan" "ee" "10"
"Estonia" "ee" ""
"Greece" "ee" "5"
"Moldova" "ee" "2"
"Ukraine" "ee" "3"
"Albania" "ee" ""
"Denmark" "ee" "8"
"Lithuania" "ee" "7"
"Serbia" "ee" ""
"Ireland" "ee" "4"
"Poland" "ee" ""
"Croatia" "ee" ""
"Cyprus" "ee" "6"
"Hungary" "ee" ""
"Slovenia" "ee" ""
"Netherlands" "ee" ""
"Slovakia" "ee" ""
"Latvia" "ee" "1"
"Norway" "fr" "3"
"Azerbaijan" "fr" "10"
"Estonia" "fr" "8"
"Greece" "fr" "6"
"Moldova" "fr" "7"
"Ukraine" "fr" ""
"Albania" "fr" "5"
"Denmark" "fr" ""
"Lithuania" "fr" "2"
"Serbia" "fr" "12"
"Ireland" "fr" "1"
"Poland" "fr" "4"
"Croatia" "fr" ""
"Cyprus" "fr" ""
"Hungary" "fr" ""
"Slovenia" "fr" ""
"Netherlands" "fr" ""
"Slovakia" "fr" ""
"Latvia" "fr" ""
"Norway" "gr" "8"
"Azerbaijan" "gr" "7"
"Estonia" "gr" "4"
"Greece" "gr" ""
"Moldova" "gr" "6"
"Ukraine" "gr" "3"
"Albania" "gr" "10"
"Denmark" "gr" "2"
"Lithuania" "gr" ""
"Serbia" "gr" "5"
"Ireland" "gr" ""
"Poland" "gr" "1"
"Croatia" "gr" ""
"Cyprus" "gr" "12"
"Hungary" "gr" ""
"Slovenia" "gr" ""
"Netherlands" "gr" ""
"Slovakia" "gr" ""
"Latvia" "gr" ""
"Norway" "hu" "10"
"Azerbaijan" "hu" "12"
"Estonia" "hu" "7"
"Greece" "hu" "6"
"Moldova" "hu" "5"
"Ukraine" "hu" "8"
"Albania" "hu" "4"
"Denmark" "hu" "3"
"Lithuania" "hu" ""
"Serbia" "hu" "2"
"Ireland" "hu" ""
"Poland" "hu" ""
"Croatia" "hu" "1"
"Cyprus" "hu" ""
"Hungary" "hu" ""
"Slovenia" "hu" ""
"Netherlands" "hu" ""
"Slovakia" "hu" ""
"Latvia" "hu" ""
"Norway" "ie" "8"
"Azerbaijan" "ie" "6"
"Estonia" "ie" "4"
"Greece" "ie" ""
"Moldova" "ie" "5"
"Ukraine" "ie" "3"
"Albania" "ie" ""
"Denmark" "ie" "7"
"Lithuania" "ie" "12"
"Serbia" "ie" ""
"Ireland" "ie" ""
"Poland" "ie" "10"
"Croatia" "ie" ""
"Cyprus" "ie" "2"
"Hungary" "ie" ""
"Slovenia" "ie" ""
"Netherlands" "ie" ""
"Slovakia" "ie" "1"
"Latvia" "ie" ""
"Norway" "lv" "10"
"Azerbaijan" "lv" "8"
"Estonia" "lv" "12"
"Greece" "lv" "4"
"Moldova" "lv" "2"
"Ukraine" "lv" "6"
"Albania" "lv" ""
"Denmark" "lv" "3"
"Lithuania" "lv" "7"
"Serbia" "lv" ""
"Ireland" "lv" "5"
"Poland" "lv" ""
"Croatia" "lv" ""
"Cyprus" "lv" "1"
"Hungary" "lv" ""
"Slovenia" "lv" ""
"Netherlands" "lv" ""
"Slovakia" "lv" ""
"Latvia" "lv" ""
"Norway" "lt" "12"
"Azerbaijan" "lt" "10"
"Estonia" "lt" "8"
"Greece" "lt" "4"
"Moldova" "lt" ""
"Ukraine" "lt" "2"
"Albania" "lt" ""
"Denmark" "lt" "5"
"Lithuania" "lt" ""
"Serbia" "lt" ""
"Ireland" "lt" "7"
"Poland" "lt" "3"
"Croatia" "lt" ""
"Cyprus" "lt" "1"
"Hungary" "lt" ""
"Slovenia" "lt" ""
"Netherlands" "lt" ""
"Slovakia" "lt" ""
"Latvia" "lt" "6"
"Norway" "md" "10"
"Azerbaijan" "md" "12"
"Estonia" "md" "7"
"Greece" "md" "6"
"Moldova" "md" ""
"Ukraine" "md" "8"
"Albania" "md" "5"
"Denmark" "md" ""
"Lithuania" "md" "4"
"Serbia" "md" ""
"Ireland" "md" "2"
"Poland" "md" "1"
"Croatia" "md" "3"
"Cyprus" "md" ""
"Hungary" "md" ""
"Slovenia" "md" ""
"Netherlands" "md" ""
"Slovakia" "md" ""
"Latvia" "md" ""
"Norway" "nl" "12"
"Azerbaijan" "nl" "8"
"Estonia" "nl" "5"
"Greece" "nl" "10"
"Moldova" "nl" "4"
"Ukraine" "nl" ""
"Albania" "nl" "1"
"Denmark" "nl" "7"
"Lithuania" "nl" ""
"Serbia" "nl" "6"
"Ireland" "nl" "3"
"Poland" "nl" "2"
"Croatia" "nl" ""
"Cyprus" "nl" ""
"Hungary" "nl" ""
"Slovenia" "nl" ""
"Netherlands" "nl" ""
"Slovakia" "nl" ""
"Latvia" "nl" ""
"Norway" "no" ""
"Azerbaijan" "no" "6"
"Estonia" "no" "8"
"Greece" "no" "1"
"Moldova" "no" "10"
"Ukraine" "no" ""
"Albania" "no" "5"
"Denmark" "no" "12"
"Lithuania" "no" "7"
"Serbia" "no" "2"
"Ireland" "no" "4"
"Poland" "no" "3"
"Croatia" "no" ""
"Cyprus" "no" ""
"Hungary" "no" ""
"Slovenia" "no" ""
"Netherlands" "no" ""
"Slovakia" "no" ""
"Latvia" "no" ""
"Norway" "pl" "10"
"Azerbaijan" "pl" "12"
"Estonia" "pl" "8"
"Greece" "pl" "2"
"Moldova" "pl" "5"
"Ukraine" "pl" "7"
"Albania" "pl" "6"
