"Country" "Voter" "Points"
"Serbia & Montenegro" "al" "4"
"Ukraine" "al" "3"
"Greece" "al" "12"
"Albania" "al" ""
"Cyprus" "al" ""
"Netherlands" "al" ""
"Bosnia & Herzegovina" "al" "10"
"Malta" "al" "6"
"Croatia" "al" ""
"North Macedonia" "al" "8"
"Israel" "al" "5"
"Estonia" "al" "1"
"Denmark" "al" ""
"Finland" "al" "7"
"Portugal" "al" ""
"Lithuania" "al" ""
"Latvia" "al" ""
"Andorra" "al" ""
"Belarus" "al" ""
"Monaco" "al" "2"
"Slovenia" "al" ""
"Switzerland" "al" ""
"Serbia & Montenegro" "ad" "1"
"Ukraine" "ad" "10"
"Greece" "ad" "8"
"Albania" "ad" "6"
"Cyprus" "ad" "2"
"Netherlands" "ad" "7"
"Bosnia & Herzegovina" "ad" ""
"Malta" "ad" "5"
"Croatia" "ad" ""
"North Macedonia" "ad" ""
"Israel" "ad" "3"
"Estonia" "ad" ""
"Denmark" "ad" ""
"Finland" "ad" ""
"Portugal" "ad" "12"
"Lithuania" "ad" ""
"Latvia" "ad" ""
"Andorra" "ad" ""
"Belarus" "ad" ""
"Monaco" "ad" "4"
"Slovenia" "ad" ""
"Switzerland" "ad" ""
"Serbia & Montenegro" "at" "12"
"Ukraine" "at" "4"
"Greece" "at" "5"
"Albania" "at" "7"
"Cyprus" "at" "6"
"Netherlands" "at" "3"
"Bosnia & Herzegovina" "at" "10"
"Malta" "at" ""
"Croatia" "at" "8"
"North Macedonia" "at" "2"
"Israel" "at" "1"
"Estonia" "at" ""
"Denmark" "at" ""
"Finland" "at" ""
"Portugal" "at" ""
"Lithuania" "at" ""
"Latvia" "at" ""
"Andorra" "at" ""
"Belarus" "at" ""
"Monaco" "at" ""
"Slovenia" "at" ""
"Switzerland" "at" ""
"Serbia & Montenegro" "by" "10"
"Ukraine" "by" "12"
"Greece" "by" "8"
"Albania" "by" ""
"Cyprus" "by" "6"
"Netherlands" "by" "5"
"Bosnia & Herzegovina" "by" ""
"Malta" "by" "1"
"Croatia" "by" "7"
"North Macedonia" "by" ""
"Israel" "by" "3"
"Estonia" "by" ""
"Denmark" "by" ""
"Finland" "by" ""
"Portugal" "by" ""
"Lithuania" "by" "2"
"Latvia" "by" "4"
"Andorra" "by" ""
"Belarus" "by" ""
"Monaco" "by" ""
"Slovenia" "by" ""
"Switzerland" "by" ""
"Serbia & Montenegro" "be" "7"
"Ukraine" "be" "8"
"Greece" "be" "10"
"Albania" "be" "5"
"Cyprus" "be" "6"
"Netherlands" "be" "12"
"Bosnia & Herzegovina" "be" "3"
"Malta" "be" ""
"Croatia" "be" ""
"North Macedonia" "be" ""
"Israel" "be" "2"
"Estonia" "be" ""
"Denmark" "be" ""
"Finland" "be" "1"
"Portugal" "be" "4"
"Lithuania" "be" ""
"Latvia" "be" ""
"Andorra" "be" ""
"Belarus" "be" ""
"Monaco" "be" ""
"Slovenia" "be" ""
"Switzerland" "be" ""
"Serbia & Montenegro" "ba" "12"
"Ukraine" "ba" "7"
"Greece" "ba" "5"
"Albania" "ba" "6"
"Cyprus" "ba" ""
"Netherlands" "ba" "2"
"Bosnia & Herzegovina" "ba" ""
"Malta" "ba" "4"
"Croatia" "ba" "10"
"North Macedonia" "ba" "8"
"Israel" "ba" ""
"Estonia" "ba" ""
"Denmark" "ba" "3"
"Finland" "ba" ""
"Portugal" "ba" ""
"Lithuania" "ba" ""
"Latvia" "ba" ""
"Andorra" "ba" ""
"Belarus" "ba" ""
"Monaco" "ba" ""
"Slovenia" "ba" "1"
"Switzerland" "ba" ""
"Serbia & Montenegro" "hr" "12"
"Ukraine" "hr" "8"
"Greece" "hr" "6"
"Albania" "hr" "7"
"Cyprus" "hr" "2"
"Netherlands" "hr" "4"
"Bosnia & Herzegovina" "hr" "10"
"Malta" "hr" "1"
"Croatia" "hr" ""
"North Macedonia" "hr" "5"
"Israel" "hr" ""
"Estonia" "hr" ""
"Denmark" "hr" ""
"Finland" "hr" ""
"Portugal" "hr" ""
"Lithuania" "hr" ""
"Latvia" "hr" ""
"Andorra" "hr" ""
"Belarus" "hr" ""
"Monaco" "hr" ""
"Slovenia" "hr" "3"
"Switzerland" "hr" ""
"Serbia & Montenegro" "cy" "10"
"Ukraine" "cy" "8"
"Greece" "cy" "12"
"Albania" "cy" "1"
"Cyprus" "cy" ""
"Netherlands" "cy" "5"
"Bosnia & Herzegovina" "cy" ""
"Malta" "cy" ""
"Croatia" "cy" ""
"North Macedonia" "cy" ""
"Israel" "cy" "2"
"Estonia" "cy" ""
"Denmark" "cy" "3"
"Finland" "cy" "6"
"Portugal" "cy" ""
"Lithuania" "cy" "7"
"Latvia" "cy" ""
"Andorra" "cy" ""
"Belarus" "cy" ""
"Monaco" "cy" "4"
"Slovenia" "cy" ""
"Switzerland" "cy" ""
"Serbia & Montenegro" "dk" "10"
"Ukraine" "dk" "6"
"Greece" "dk" "3"
"Albania" "dk" "7"
"Cyprus" "dk" "5"
"Netherlands" "dk" "8"
"Bosnia & Herzegovina" "dk" "12"
"Malta" "dk" "4"
"Croatia" "dk" ""
"North Macedonia" "dk" "1"
"Israel" "dk" "2"
"Estonia" "dk" ""
"Denmark" "dk" ""
"Finland" "dk" ""
"Portugal" "dk" ""
"Lithuania" "dk" ""
"Latvia" "dk" ""
"Andorra" "dk" ""
"Belarus" "dk" ""
"Monaco" "dk" ""
"Slovenia" "dk" ""
"Switzerland" "dk" ""
"Serbia & Montenegro" "ee" ""
"Ukraine" "ee" "12"
"Greece" "ee" "4"
"Albania" "ee" "1"
"Cyprus" "ee" "6"
"Netherlands" "ee" "8"
"Bosnia & Herzegovina" "ee" ""
"Malta" "ee" "10"
"Croatia" "ee" ""
"North Macedonia" "ee" ""
"Israel" "ee" ""
"Estonia" "ee" ""
"Denmark" "ee" "3"
"Finland" "ee" "7"
"Portugal" "ee" ""
"Lithuania" "ee" ""
"Latvia" "ee" "5"
"Andorra" "ee" ""
"Belarus" "ee" "2"
"Monaco" "ee" ""
"Slovenia" "ee" ""
"Switzerland" "ee" ""
"Serbia & Montenegro" "fi" "10"
"Ukraine" "fi" "8"
"Greece" "fi" "5"
"Albania" "fi" "6"
"Cyprus" "fi" "7"
"Netherlands" "fi" "3"
"Bosnia & Herzegovina" "fi" ""
"Malta" "fi" ""
"Croatia" "fi" "1"
"North Macedonia" "fi" ""
"Israel" "fi" "2"
"Estonia" "fi" "12"
"Denmark" "fi" "4"
"Finland" "fi" ""
"Portugal" "fi" ""
"Lithuania" "fi" ""
"Latvia" "fi" ""
"Andorra" "fi" ""
"Belarus" "fi" ""
"Monaco" "fi" ""
"Slovenia" "fi" ""
"Switzerland" "fi" ""
"Serbia & Montenegro" "de" "12"
"Ukraine" "de" "6"
"Greece" "de" "10"
"Albania" "de" "8"
"Cyprus" "de" "4"
"Netherlands" "de" "2"
"Bosnia & Herzegovina" "de" "7"
"Malta" "de" ""
"Croatia" "de" "5"
"North Macedonia" "de" "3"
"Israel" "de" "1"
"Estonia" "de" ""
"Denmark" "de" ""
"Finland" "de" ""
"Portugal" "de" ""
"Lithuania" "de" ""
"Latvia" "de" ""
"Andorra" "de" ""
"Belarus" "de" ""
"Monaco" "de" ""
"Slovenia" "de" ""
"Switzerland" "de" ""
"Serbia & Montenegro" "gr" "10"
"Ukraine" "gr" "7"
"Greece" "gr" ""
"Albania" "gr" "8"
"Cyprus" "gr" "12"
"Netherlands" "gr" "6"
"Bosnia & Herzegovina" "gr" ""
"Malta" "gr" "1"
"Croatia" "gr" ""
"North Macedonia" "gr" "4"
"Israel" "gr" "3"
"Estonia" "gr" ""
"Denmark" "gr" ""
"Finland" "gr" "5"
"Portugal" "gr" ""
"Lithuania" "gr" "2"
"Latvia" "gr" ""
"Andorra" "gr" ""
"Belarus" "gr" ""
"Monaco" "gr" ""
"Slovenia" "gr" ""
"Switzerland" "gr" ""
"Serbia & Montenegro" "is" ""
"Ukraine" "is" "10"
"Greece" "is" "6"
"Albania" "is" "4"
"Cyprus" "is" "8"
"Netherlands" "is" "5"
"Bosnia & Herzegovina" "is" ""
"Malta" "is" "2"
"Croatia" "is" ""
"North Macedonia" "is" ""
"Israel" "is" ""
"Estonia" "is" "7"
"Denmark" "is" "12"
"Finland" "is" "3"
"Portugal" "is" ""
"Lithuania" "is" ""
"Latvia" "is" ""
"Andorra" "is" ""
"Belarus" "is" "1"
"Monaco" "is" ""
"Slovenia" "is" ""
"Switzerland" "is" ""
"Serbia & Montenegro" "ie" "6"
"Ukraine" "ie" "10"
"Greece" "ie" "2"
"Albania" "ie" "5"
"Cyprus" "ie" "8"
"Netherlands" "ie" "12"
"Bosnia & Herzegovina" "ie" "7"
"Malta" "ie" "1"
"Croatia" "ie" ""
"North Macedonia" "ie" ""
"Israel" "ie" ""
"Estonia" "ie" ""
"Denmark" "ie" ""
"Finland" "ie" ""
"Portugal" "ie" ""
"Lithuania" "ie" "3"
"Latvia" "ie" "4"
"Andorra" "ie" ""
"Belarus" "ie" ""
"Monaco" "ie" ""
"Slovenia" "ie" ""
"Switzerland" "ie" ""
"Serbia & Montenegro" "il" "8"
"Ukraine" "il" "10"
"Greece" "il" "12"
"Albania" "il" "4"
"Cyprus" "il" "3"
"Netherlands" "il" "7"
"Bosnia & Herzegovina" "il" ""
"Malta" "il" "6"
"Croatia" "il" ""
"North Macedonia" "il" ""
"Israel" "il" ""
"Estonia" "il" ""
"Denmark" "il" "5"
"Finland" "il" ""
"Portugal" "il" ""
"Lithuania" "il" "1"
"Latvia" "il" "2"
"Andorra" "il" ""
"Belarus" "il" ""
"Monaco" "il" ""
"Slovenia" "il" ""
"Switzerland" "il" ""
"Serbia & Montenegro" "lv" "4"
"Ukraine" "lv" "10"
"Greece" "lv" "6"
"Albania" "lv" "5"
"Cyprus" "lv" "3"
"Netherlands" "lv" "2"
"Bosnia & Herzegovina" "lv" ""
"Malta" "lv" "7"
"Croatia" "lv" "1"
"North Macedonia" "lv" ""
"Israel" "lv" ""
"Estonia" "lv" "12"
"Denmark" "lv" ""
"Finland" "lv" ""
"Portugal" "lv" ""
"Lithuania" "lv" "8"
"Latvia" "lv" ""
"Andorra" "lv" ""
"Belarus" "lv" ""
"Monaco" "lv" ""
"Slovenia" "lv" ""
"Switzerland" "lv" ""
"Serbia & Montenegro" "lt" "1"
"Ukraine" "lt" "12"
"Greece" "lt" "8"
"Albania" "lt" ""
"Cyprus" "lt" "4"
"Netherlands" "lt" "5"
"Bosnia & Herzegovina" "lt" ""
"Malta" "lt" "7"
"Croatia" "lt" "3"
"North Macedonia" "lt" ""
"Israel" "lt" ""
"Estonia" "lt" "10"
"Denmark" "lt" ""
"Finland" "lt" ""
"Portugal" "lt" ""
"Lithuania" "lt" ""
"Latvia" "lt" "6"
"Andorra" "lt" ""
"Belarus" "lt" "2"
"Monaco" "lt" ""
"Slovenia" "lt" ""
"Switzerland" "lt" ""
"Serbia & Montenegro" "mt" "4"
"Ukraine" "mt" "10"
"Greece" "mt" "12"
"Albania" "mt" "8"
"Cyprus" "mt" "5"
"Netherlands" "mt" "7"
"Bosnia & Herzegovina" "mt" ""
"Malta" "mt" ""
"Croatia" "mt" ""
"North Macedonia" "mt" "1"
"Israel" "mt" "6"
"Estonia" "mt" ""
"Denmark" "mt" "2"
"Finland" "mt" ""
"Portugal" "mt" ""
"Lithuania" "mt" "3"
"Latvia" "mt" ""
"Andorra" "mt" ""
"Belarus" "mt" ""
"Monaco" "mt" ""
"Slovenia" "mt" ""
"Switzerland" "mt" ""
"Serbia & Montenegro" "mc" "7"
"Ukraine" "mc" "5"
"Greece" "mc" "4"
"Albania" "mc" "3"
"Cyprus" "mc" "12"
"Netherlands" "mc" "8"
"Bosnia & Herzegovina" "mc" ""
"Malta" "mc" ""
"Croatia" "mc" ""
"North Macedonia" "mc" ""
"Israel" "mc" ""
"Estonia" "mc" ""
"Denmark" "mc" "10"
"Finland" "mc" "6"
"Portugal" "mc" "1"
"Lithuania" "mc" ""
"Latvia" "mc" "2"
"Andorra" "mc" ""
"Belarus" "mc" ""
"Monaco" "mc" ""
"Slovenia" "mc" ""
"Switzerland" "mc" ""
"Serbia & Montenegro" "nl" "12"
"Ukraine" "nl" "7"
"Greece" "nl" "6"
"Albania" "nl" "5"
"Cyprus" "nl" "10"
"Netherlands" "nl" ""
"Bosnia & Herzegovina" "nl" "8"
"Malta" "nl" "3"
"Croatia" "nl" "4"
"North Macedonia" "nl" "1"
"Israel" "nl" "2"
"Estonia" "nl" ""
"Denmark" "nl" ""
"Finland" "nl" ""
"Portugal" "nl" ""
"Lithuania" "nl" ""
"Latvia" "nl" ""
"Andorra" "nl" ""
"Belarus" "nl" ""
"Monaco" "nl" ""
"Slovenia" "nl" ""
"Switzerland" "nl" ""
"Serbia & Montenegro" "mk" "10"
"Ukraine" "mk" "8"
"Greece" "mk" "7"
