"Country" "Voter" "Points"
"Netherlands" "be" "3"
"United Kingdom" "be" "10"
"Italy" "be" "6"
"France" "be" "2"
"Luxembourg" "be" ""
"Switzerland" "be" "8"
"Finland" "be" ""
"Sweden" "be" ""
"Ireland" "be" "12"
"Spain" "be" "4"
"Israel" "be" "1"
"Malta" "be" "7"
"Yugoslavia" "be" "5"
"Monaco" "be" ""
"Belgium" "be" ""
"Portugal" "be" ""
"Germany" "be" ""
"Norway" "be" ""
"Turkey" "be" ""
"Netherlands" "fi" "10"
"United Kingdom" "fi" "7"
"Italy" "fi" "12"
"France" "fi" ""
"Luxembourg" "fi" "5"
"Switzerland" "fi" "4"
"Finland" "fi" ""
"Sweden" "fi" "6"
"Ireland" "fi" "1"
"Spain" "fi" "8"
"Israel" "fi" "3"
"Malta" "fi" ""
"Yugoslavia" "fi" ""
"Monaco" "fi" "2"
"Belgium" "fi" ""
"Portugal" "fi" ""
"Germany" "fi" ""
"Norway" "fi" ""
"Turkey" "fi" ""
"Netherlands" "fr" "5"
"United Kingdom" "fr" "12"
"Italy" "fr" "4"
"France" "fr" ""
"Luxembourg" "fr" "3"
"Switzerland" "fr" "10"
"Finland" "fr" ""
"Sweden" "fr" "7"
"Ireland" "fr" "6"
"Spain" "fr" ""
"Israel" "fr" "1"
"Malta" "fr" "8"
"Yugoslavia" "fr" ""
"Monaco" "fr" ""
"Belgium" "fr" ""
"Portugal" "fr" "2"
"Germany" "fr" ""
"Norway" "fr" ""
"Turkey" "fr" ""
"Netherlands" "de" "8"
"United Kingdom" "de" "10"
"Italy" "de" "4"
"France" "de" ""
"Luxembourg" "de" ""
"Switzerland" "de" "6"
"Finland" "de" "12"
"Sweden" "de" ""
"Ireland" "de" ""
"Spain" "de" "5"
"Israel" "de" "1"
"Malta" "de" ""
"Yugoslavia" "de" "2"
"Monaco" "de" "3"
"Belgium" "de" "7"
"Portugal" "de" ""
"Germany" "de" ""
"Norway" "de" ""
"Turkey" "de" ""
"Netherlands" "ie" "8"
"United Kingdom" "ie" "3"
"Italy" "ie" "6"
"France" "ie" "12"
"Luxembourg" "ie" "10"
"Switzerland" "ie" "2"
"Finland" "ie" "5"
"Sweden" "ie" ""
"Ireland" "ie" ""
"Spain" "ie" "7"
"Israel" "ie" "1"
"Malta" "ie" ""
"Yugoslavia" "ie" "4"
"Monaco" "ie" ""
"Belgium" "ie" ""
"Portugal" "ie" ""
"Germany" "ie" ""
"Norway" "ie" ""
"Turkey" "ie" ""
"Netherlands" "il" "12"
"United Kingdom" "il" "10"
"Italy" "il" "5"
"France" "il" "7"
"Luxembourg" "il" "6"
"Switzerland" "il" ""
"Finland" "il" "8"
"Sweden" "il" "3"
"Ireland" "il" ""
"Spain" "il" "4"
"Israel" "il" ""
"Malta" "il" "1"
"Yugoslavia" "il" ""
"Monaco" "il" "2"
"Belgium" "il" ""
"Portugal" "il" ""
"Germany" "il" ""
"Norway" "il" ""
"Turkey" "il" ""
"Netherlands" "it" "1"
"United Kingdom" "it" "3"
"Italy" "it" ""
"France" "it" "8"
"Luxembourg" "it" "10"
"Switzerland" "it" "12"
"Finland" "it" ""
"Sweden" "it" ""
"Ireland" "it" "4"
"Spain" "it" "6"
"Israel" "it" "2"
"Malta" "it" ""
"Yugoslavia" "it" ""
"Monaco" "it" "5"
"Belgium" "it" ""
"Portugal" "it" ""
"Germany" "it" ""
"Norway" "it" "7"
"Turkey" "it" ""
"Netherlands" "lu" "10"
"United Kingdom" "lu" "12"
"Italy" "lu" "3"
"France" "lu" ""
"Luxembourg" "lu" ""
"Switzerland" "lu" "2"
"Finland" "lu" "6"
"Sweden" "lu" "7"
"Ireland" "lu" ""
"Spain" "lu" ""
"Israel" "lu" "1"
"Malta" "lu" "5"
"Yugoslavia" "lu" ""
"Monaco" "lu" "4"
"Belgium" "lu" ""
"Portugal" "lu" ""
"Germany" "lu" "8"
"Norway" "lu" ""
"Turkey" "lu" ""
"Netherlands" "mt" "12"
"United Kingdom" "mt" "8"
"Italy" "mt" "10"
"France" "mt" "7"
"Luxembourg" "mt" "5"
"Switzerland" "mt" "6"
"Finland" "mt" ""
"Sweden" "mt" "2"
"Ireland" "mt" "4"
"Spain" "mt" ""
"Israel" "mt" ""
"Malta" "mt" ""
"Yugoslavia" "mt" ""
"Monaco" "mt" "1"
"Belgium" "mt" ""
"Portugal" "mt" ""
"Germany" "mt" "3"
"Norway" "mt" ""
"Turkey" "mt" ""
"Netherlands" "mc" "10"
"United Kingdom" "mc" "12"
"Italy" "mc" "1"
"France" "mc" "7"
"Luxembourg" "mc" ""
"Switzerland" "mc" "5"
"Finland" "mc" "8"
"Sweden" "mc" "6"
