"Country" "Voter" "Points"
"Portugal" "al" "14"
"Bulgaria" "al" "20"
"Moldova" "al" ""
"Belgium" "al" "5"
"Sweden" "al" "2"
"Italy" "al" "24"
"Romania" "al" "7"
"Hungary" "al" "6"
"Australia" "al" "4"
"Norway" "al" ""
"Netherlands" "al" ""
"France" "al" "6"
"Croatia" "al" "7"
"Azerbaijan" "al" "2"
"United Kingdom" "al" "8"
"Austria" "al" ""
"Belarus" "al" ""
"Armenia" "al" "7"
"Greece" "al" "4"
"Denmark" "al" ""
"Cyprus" "al" ""
"Poland" "al" ""
"Israel" "al" ""
"Ukraine" "al" ""
"Germany" "al" ""
"Spain" "al" ""
"Portugal" "am" "22"
"Bulgaria" "am" "7"
"Moldova" "am" "14"
"Belgium" "am" "5"
"Sweden" "am" "9"
"Italy" "am" "6"
"Romania" "am" "2"
"Hungary" "am" ""
"Australia" "am" ""
"Norway" "am" "5"
"Netherlands" "am" ""
"France" "am" "11"
"Croatia" "am" ""
"Azerbaijan" "am" ""
"United Kingdom" "am" "4"
"Austria" "am" "1"
"Belarus" "am" ""
"Armenia" "am" ""
"Greece" "am" "11"
"Denmark" "am" ""
"Cyprus" "am" "19"
"Poland" "am" ""
"Israel" "am" ""
"Ukraine" "am" ""
"Germany" "am" ""
"Spain" "am" ""
"Portugal" "au" "14"
"Bulgaria" "au" "13"
"Moldova" "au" "22"
"Belgium" "au" "4"
"Sweden" "au" "12"
"Italy" "au" "2"
"Romania" "au" "10"
"Hungary" "au" ""
"Australia" "au" ""
"Norway" "au" ""
"Netherlands" "au" "4"
"France" "au" ""
"Croatia" "au" "1"
"Azerbaijan" "au" ""
"United Kingdom" "au" "15"
"Austria" "au" "3"
"Belarus" "au" ""
"Armenia" "au" "1"
"Greece" "au" ""
"Denmark" "au" "13"
"Cyprus" "au" ""
"Poland" "au" "2"
"Israel" "au" ""
"Ukraine" "au" ""
"Germany" "au" ""
"Spain" "au" ""
"Portugal" "at" "20"
"Bulgaria" "at" "17"
"Moldova" "at" "3"
"Belgium" "at" "10"
"Sweden" "at" "5"
"Italy" "at" "12"
"Romania" "at" "10"
"Hungary" "at" "10"
"Australia" "at" ""
"Norway" "at" "3"
"Netherlands" "at" "12"
"France" "at" ""
"Croatia" "at" "4"
"Azerbaijan" "at" ""
"United Kingdom" "at" "1"
"Austria" "at" ""
"Belarus" "at" "7"
"Armenia" "at" ""
"Greece" "at" ""
"Denmark" "at" ""
"Cyprus" "at" ""
"Poland" "at" "2"
"Israel" "at" ""
"Ukraine" "at" ""
"Germany" "at" ""
"Spain" "at" ""
"Portugal" "az" "16"
"Bulgaria" "az" "14"
"Moldova" "az" "20"
"Belgium" "az" "4"
"Sweden" "az" "3"
"Italy" "az" "6"
"Romania" "az" "5"
"Hungary" "az" "7"
"Australia" "az" ""
"Norway" "az" ""
"Netherlands" "az" ""
"France" "az" "5"
"Croatia" "az" "1"
"Azerbaijan" "az" ""
"United Kingdom" "az" ""
"Austria" "az" ""
"Belarus" "az" "12"
"Armenia" "az" ""
"Greece" "az" "5"
"Denmark" "az" ""
"Cyprus" "az" ""
"Poland" "az" "6"
"Israel" "az" "5"
"Ukraine" "az" "7"
"Germany" "az" ""
"Spain" "az" ""
"Portugal" "by" "17"
"Bulgaria" "by" "24"
"Moldova" "by" "10"
"Belgium" "by" "6"
"Sweden" "by" "11"
"Italy" "by" ""
"Romania" "by" "2"
"Hungary" "by" "8"
"Australia" "by" "7"
"Norway" "by" "11"
"Netherlands" "by" "5"
"France" "by" "4"
"Croatia" "by" ""
