"Country" "Voter" "Points"
"Ukraine" "al" "5"
"Serbia & Montenegro" "al" "7"
"Greece" "al" "12"
"Turkey" "al" "8"
"Cyprus" "al" ""
"Sweden" "al" "4"
"Albania" "al" ""
"Germany" "al" "2"
"Bosnia & Herzegovina" "al" "10"
"Spain" "al" ""
"Russia" "al" ""
"Malta" "al" "3"
"Croatia" "al" ""
"North Macedonia" "al" "6"
"France" "al" "1"
"United Kingdom" "al" ""
"Poland" "al" ""
"Romania" "al" ""
"Iceland" "al" ""
"Netherlands" "al" ""
"Austria" "al" ""
"Belgium" "al" ""
"Ireland" "al" ""
"Norway" "al" ""
"Ukraine" "ad" "10"
"Serbia & Montenegro" "ad" "2"
"Greece" "ad" "8"
"Turkey" "ad" "3"
"Cyprus" "ad" "4"
"Sweden" "ad" "5"
"Albania" "ad" ""
"Germany" "ad" ""
"Bosnia & Herzegovina" "ad" ""
"Spain" "ad" "12"
"Russia" "ad" ""
"Malta" "ad" "6"
"Croatia" "ad" ""
"North Macedonia" "ad" ""
"France" "ad" "7"
"United Kingdom" "ad" ""
"Poland" "ad" ""
"Romania" "ad" ""
"Iceland" "ad" ""
"Netherlands" "ad" ""
"Austria" "ad" ""
"Belgium" "ad" "1"
"Ireland" "ad" ""
"Norway" "ad" ""
"Ukraine" "at" "4"
"Serbia & Montenegro" "at" "12"
"Greece" "at" "2"
"Turkey" "at" "8"
"Cyprus" "at" "6"
"Sweden" "at" "1"
"Albania" "at" "5"
"Germany" "at" "10"
"Bosnia & Herzegovina" "at" "7"
"Spain" "at" ""
"Russia" "at" ""
"Malta" "at" ""
"Croatia" "at" "3"
"North Macedonia" "at" ""
"France" "at" ""
"United Kingdom" "at" ""
"Poland" "at" ""
"Romania" "at" ""
"Iceland" "at" ""
"Netherlands" "at" ""
"Austria" "at" ""
"Belgium" "at" ""
"Ireland" "at" ""
"Norway" "at" ""
"Ukraine" "by" "10"
"Serbia & Montenegro" "by" "7"
"Greece" "by" "6"
"Turkey" "by" "3"
"Cyprus" "by" "8"
"Sweden" "by" "4"
"Albania" "by" ""
"Germany" "by" ""
"Bosnia & Herzegovina" "by" ""
"Spain" "by" "2"
"Russia" "by" "12"
"Malta" "by" ""
"Croatia" "by" "5"
"North Macedonia" "by" ""
"France" "by" ""
"United Kingdom" "by" "1"
"Poland" "by" ""
"Romania" "by" ""
"Iceland" "by" ""
"Netherlands" "by" ""
"Austria" "by" ""
"Belgium" "by" ""
"Ireland" "by" ""
"Norway" "by" ""
"Ukraine" "be" "5"
"Serbia & Montenegro" "be" "3"
"Greece" "be" "8"
"Turkey" "be" "12"
"Cyprus" "be" "4"
"Sweden" "be" "2"
"Albania" "be" "1"
"Germany" "be" ""
"Bosnia & Herzegovina" "be" ""
"Spain" "be" "7"
"Russia" "be" ""
"Malta" "be" ""
"Croatia" "be" ""
"North Macedonia" "be" ""
"France" "be" "10"
"United Kingdom" "be" ""
"Poland" "be" ""
"Romania" "be" ""
"Iceland" "be" ""
"Netherlands" "be" "6"
"Austria" "be" ""
"Belgium" "be" ""
"Ireland" "be" ""
"Norway" "be" ""
"Ukraine" "ba" "6"
"Serbia & Montenegro" "ba" "12"
"Greece" "ba" "5"
"Turkey" "ba" "7"
"Cyprus" "ba" ""
"Sweden" "ba" "2"
"Albania" "ba" "4"
"Germany" "ba" "3"
"Bosnia & Herzegovina" "ba" ""
"Spain" "ba" ""
"Russia" "ba" ""
"Malta" "ba" "1"
"Croatia" "ba" "10"
"North Macedonia" "ba" "8"
"France" "ba" ""
"United Kingdom" "ba" ""
"Poland" "ba" ""
"Romania" "ba" ""
"Iceland" "ba" ""
"Netherlands" "ba" ""
"Austria" "ba" ""
"Belgium" "ba" ""
"Ireland" "ba" ""
"Norway" "ba" ""
"Ukraine" "hr" "8"
"Serbia & Montenegro" "hr" "12"
"Greece" "hr" "7"
"Turkey" "hr" "3"
"Cyprus" "hr" "4"
"Sweden" "hr" ""
"Albania" "hr" "6"
"Germany" "hr" "1"
"Bosnia & Herzegovina" "hr" "10"
"Spain" "hr" ""
"Russia" "hr" ""
"Malta" "hr" "2"
"Croatia" "hr" ""
"North Macedonia" "hr" "5"
"France" "hr" ""
"United Kingdom" "hr" ""
"Poland" "hr" ""
"Romania" "hr" ""
"Iceland" "hr" ""
"Netherlands" "hr" ""
"Austria" "hr" ""
"Belgium" "hr" ""
"Ireland" "hr" ""
"Norway" "hr" ""
"Ukraine" "cy" "8"
"Serbia & Montenegro" "cy" "10"
"Greece" "cy" "12"
"Turkey" "cy" "4"
"Cyprus" "cy" ""
"Sweden" "cy" "5"
"Albania" "cy" ""
"Germany" "cy" ""
"Bosnia & Herzegovina" "cy" ""
"Spain" "cy" "7"
"Russia" "cy" "6"
"Malta" "cy" ""
"Croatia" "cy" ""
"North Macedonia" "cy" ""
"France" "cy" ""
"United Kingdom" "cy" ""
"Poland" "cy" "2"
"Romania" "cy" "3"
"Iceland" "cy" ""
"Netherlands" "cy" ""
"Austria" "cy" ""
"Belgium" "cy" "1"
"Ireland" "cy" ""
"Norway" "cy" ""
"Ukraine" "dk" "5"
"Serbia & Montenegro" "dk" "7"
"Greece" "dk" "3"
"Turkey" "dk" "10"
"Cyprus" "dk" "6"
"Sweden" "dk" "12"
"Albania" "dk" "4"
"Germany" "dk" ""
"Bosnia & Herzegovina" "dk" "8"
"Spain" "dk" ""
"Russia" "dk" ""
"Malta" "dk" "1"
"Croatia" "dk" ""
"North Macedonia" "dk" ""
"France" "dk" ""
"United Kingdom" "dk" ""
"Poland" "dk" ""
"Romania" "dk" ""
"Iceland" "dk" "2"
"Netherlands" "dk" ""
"Austria" "dk" ""
"Belgium" "dk" ""
"Ireland" "dk" ""
"Norway" "dk" ""
"Ukraine" "ee" "12"
"Serbia & Montenegro" "ee" "1"
"Greece" "ee" "5"
"Turkey" "ee" ""
"Cyprus" "ee" "7"
"Sweden" "ee" "10"
"Albania" "ee" ""
"Germany" "ee" "2"
"Bosnia & Herzegovina" "ee" ""
"Spain" "ee" ""
"Russia" "ee" "8"
"Malta" "ee" "6"
"Croatia" "ee" ""
"North Macedonia" "ee" ""
"France" "ee" ""
"United Kingdom" "ee" "4"
"Poland" "ee" ""
"Romania" "ee" ""
"Iceland" "ee" ""
"Netherlands" "ee" "3"
"Austria" "ee" ""
"Belgium" "ee" ""
"Ireland" "ee" ""
"Norway" "ee" ""
"Ukraine" "fi" "8"
"Serbia & Montenegro" "fi" "10"
"Greece" "fi" "6"
"Turkey" "fi" "5"
"Cyprus" "fi" "7"
"Sweden" "fi" "12"
"Albania" "fi" "3"
"Germany" "fi" ""
"Bosnia & Herzegovina" "fi" ""
"Spain" "fi" ""
"Russia" "fi" "4"
"Malta" "fi" ""
"Croatia" "fi" "1"
"North Macedonia" "fi" ""
"France" "fi" ""
"United Kingdom" "fi" ""
"Poland" "fi" ""
"Romania" "fi" ""
"Iceland" "fi" "2"
"Netherlands" "fi" ""
"Austria" "fi" ""
"Belgium" "fi" ""
"Ireland" "fi" ""
"Norway" "fi" ""
"Ukraine" "fr" "2"
"Serbia & Montenegro" "fr" "10"
"Greece" "fr" "6"
"Turkey" "fr" "12"
"Cyprus" "fr" "5"
"Sweden" "fr" "3"
"Albania" "fr" "1"
"Germany" "fr" "7"
"Bosnia & Herzegovina" "fr" ""
"Spain" "fr" "8"
"Russia" "fr" ""
"Malta" "fr" ""
"Croatia" "fr" ""
"North Macedonia" "fr" ""
"France" "fr" ""
"United Kingdom" "fr" ""
"Poland" "fr" ""
"Romania" "fr" ""
"Iceland" "fr" ""
"Netherlands" "fr" ""
"Austria" "fr" "4"
"Belgium" "fr" ""
"Ireland" "fr" ""
"Norway" "fr" ""
"Ukraine" "de" "6"
"Serbia & Montenegro" "de" "10"
"Greece" "de" "7"
"Turkey" "de" "12"
"Cyprus" "de" "8"
"Sweden" "de" "3"
"Albania" "de" "5"
"Germany" "de" ""
"Bosnia & Herzegovina" "de" ""
"Spain" "de" "2"
"Russia" "de" ""
"Malta" "de" ""
"Croatia" "de" "1"
"North Macedonia" "de" ""
"France" "de" ""
"United Kingdom" "de" ""
"Poland" "de" "4"
"Romania" "de" ""
"Iceland" "de" ""
"Netherlands" "de" ""
"Austria" "de" ""
"Belgium" "de" ""
"Ireland" "de" ""
"Norway" "de" ""
"Ukraine" "gr" "7"
"Serbia & Montenegro" "gr" "8"
"Greece" "gr" ""
"Turkey" "gr" "6"
"Cyprus" "gr" "12"
"Sweden" "gr" ""
"Albania" "gr" "10"
"Germany" "gr" ""
"Bosnia & Herzegovina" "gr" ""
"Spain" "gr" "3"
"Russia" "gr" "2"
"Malta" "gr" "1"
"Croatia" "gr" ""
"North Macedonia" "gr" ""
"France" "gr" ""
"United Kingdom" "gr" ""
"Poland" "gr" "4"
"Romania" "gr" ""
"Iceland" "gr" ""
"Netherlands" "gr" ""
"Austria" "gr" "5"
"Belgium" "gr" ""
"Ireland" "gr" ""
"Norway" "gr" ""
"Ukraine" "is" "12"
"Serbia & Montenegro" "is" "7"
"Greece" "is" "6"
"Turkey" "is" "5"
"Cyprus" "is" "10"
"Sweden" "is" "8"
"Albania" "is" "4"
"Germany" "is" ""
"Bosnia & Herzegovina" "is" ""
"Spain" "is" "1"
"Russia" "is" ""
"Malta" "is" ""
"Croatia" "is" ""
"North Macedonia" "is" ""
"France" "is" ""
"United Kingdom" "is" "2"
"Poland" "is" "3"
"Romania" "is" ""
