"Country" "Voter" "Points"
"Finland" "al" ""
"Russia" "al" "4"
"Bosnia & Herzegovina" "al" "12"
"Romania" "al" "2"
"Sweden" "al" "10"
"Lithuania" "al" ""
"Ukraine" "al" ""
"Armenia" "al" ""
"Greece" "al" "8"
"Ireland" "al" ""
"Turkey" "al" "7"
"North Macedonia" "al" "3"
"Croatia" "al" ""
"Norway" "al" ""
"Germany" "al" "5"
"Switzerland" "al" ""
"Latvia" "al" ""
"Denmark" "al" ""
"United Kingdom" "al" ""
"Moldova" "al" ""
"Spain" "al" "6"
"France" "al" ""
"Israel" "al" ""
"Malta" "al" "1"
"Finland" "ad" "10"
"Russia" "ad" "6"
"Bosnia & Herzegovina" "ad" ""
"Romania" "ad" "3"
"Sweden" "ad" "8"
"Lithuania" "ad" "7"
"Ukraine" "ad" "5"
"Armenia" "ad" ""
"Greece" "ad" "1"
"Ireland" "ad" "4"
"Turkey" "ad" ""
"North Macedonia" "ad" ""
"Croatia" "ad" ""
"Norway" "ad" ""
"Germany" "ad" ""
"Switzerland" "ad" ""
"Latvia" "ad" ""
"Denmark" "ad" ""
"United Kingdom" "ad" "2"
"Moldova" "ad" ""
"Spain" "ad" "12"
"France" "ad" ""
"Israel" "ad" ""
"Malta" "ad" ""
"Finland" "am" ""
"Russia" "am" "12"
"Bosnia & Herzegovina" "am" "5"
"Romania" "am" "4"
"Sweden" "am" "6"
"Lithuania" "am" ""
"Ukraine" "am" "10"
"Armenia" "am" ""
"Greece" "am" "8"
"Ireland" "am" "3"
"Turkey" "am" ""
"North Macedonia" "am" "7"
"Croatia" "am" ""
"Norway" "am" "1"
"Germany" "am" ""
"Switzerland" "am" ""
"Latvia" "am" ""
"Denmark" "am" ""
"United Kingdom" "am" ""
"Moldova" "am" ""
"Spain" "am" ""
"France" "am" "2"
"Israel" "am" ""
"Malta" "am" ""
"Finland" "by" "7"
"Russia" "by" "12"
"Bosnia & Herzegovina" "by" "4"
"Romania" "by" "3"
"Sweden" "by" "5"
"Lithuania" "by" "6"
"Ukraine" "by" "10"
"Armenia" "by" "8"
"Greece" "by" "2"
"Ireland" "by" ""
"Turkey" "by" ""
"North Macedonia" "by" ""
"Croatia" "by" ""
"Norway" "by" "1"
"Germany" "by" ""
"Switzerland" "by" ""
"Latvia" "by" ""
"Denmark" "by" ""
"United Kingdom" "by" ""
"Moldova" "by" ""
"Spain" "by" ""
"France" "by" ""
"Israel" "by" ""
"Malta" "by" ""
"Finland" "be" "8"
"Russia" "be" "3"
"Bosnia & Herzegovina" "be" "6"
"Romania" "be" "2"
"Sweden" "be" "5"
"Lithuania" "be" "4"
"Ukraine" "be" ""
"Armenia" "be" "12"
"Greece" "be" "10"
"Ireland" "be" ""
"Turkey" "be" "7"
"North Macedonia" "be" ""
"Croatia" "be" ""
"Norway" "be" ""
"Germany" "be" "1"
"Switzerland" "be" ""
"Latvia" "be" ""
"Denmark" "be" ""
"United Kingdom" "be" ""
"Moldova" "be" ""
"Spain" "be" ""
"France" "be" ""
"Israel" "be" ""
"Malta" "be" ""
"Finland" "ba" "7"
"Russia" "ba" "6"
"Bosnia & Herzegovina" "ba" ""
"Romania" "ba" "2"
"Sweden" "ba" "3"
"Lithuania" "ba" ""
"Ukraine" "ba" "5"
"Armenia" "ba" ""
"Greece" "ba" "1"
"Ireland" "ba" ""
"Turkey" "ba" "10"
"North Macedonia" "ba" "8"
"Croatia" "ba" "12"
"Norway" "ba" ""
"Germany" "ba" ""
"Switzerland" "ba" "4"
"Latvia" "ba" ""
"Denmark" "ba" ""
"United Kingdom" "ba" ""
"Moldova" "ba" ""
"Spain" "ba" ""
"France" "ba" ""
"Israel" "ba" ""
"Malta" "ba" ""
"Finland" "bg" "5"
"Russia" "bg" "10"
"Bosnia & Herzegovina" "bg" "7"
"Romania" "bg" "2"
"Sweden" "bg" ""
"Lithuania" "bg" "1"
"Ukraine" "bg" "3"
"Armenia" "bg" "8"
"Greece" "bg" "12"
"Ireland" "bg" ""
"Turkey" "bg" "4"
"North Macedonia" "bg" "6"
"Croatia" "bg" ""
"Norway" "bg" ""
"Germany" "bg" ""
"Switzerland" "bg" ""
