"Country" "Voter" "Points"
"Greece" "al" "12"
"Malta" "al" "4"
"Romania" "al" "5"
"Israel" "al" "3"
"Latvia" "al" ""
"Moldova" "al" ""
"Serbia & Montenegro" "al" "6"
"Switzerland" "al" ""
"Norway" "al" ""
"Denmark" "al" ""
"Croatia" "al" "2"
"Hungary" "al" ""
"Turkey" "al" "8"
"Bosnia & Herzegovina" "al" ""
"Russia" "al" ""
"Albania" "al" ""
"North Macedonia" "al" "10"
"Cyprus" "al" "7"
"Sweden" "al" ""
"Ukraine" "al" ""
"Spain" "al" ""
"United Kingdom" "al" ""
"France" "al" "1"
"Germany" "al" ""
"Greece" "ad" "4"
"Malta" "ad" ""
"Romania" "ad" "7"
"Israel" "ad" "8"
"Latvia" "ad" "10"
"Moldova" "ad" ""
"Serbia & Montenegro" "ad" ""
"Switzerland" "ad" "1"
"Norway" "ad" "2"
"Denmark" "ad" "3"
"Croatia" "ad" ""
"Hungary" "ad" "6"
"Turkey" "ad" ""
"Bosnia & Herzegovina" "ad" ""
"Russia" "ad" ""
"Albania" "ad" ""
"North Macedonia" "ad" ""
"Cyprus" "ad" ""
"Sweden" "ad" ""
"Ukraine" "ad" ""
"Spain" "ad" "12"
"United Kingdom" "ad" ""
"France" "ad" "5"
"Germany" "ad" ""
"Greece" "at" "4"
"Malta" "at" "5"
"Romania" "at" "6"
"Israel" "at" "1"
"Latvia" "at" ""
"Moldova" "at" "2"
"Serbia & Montenegro" "at" "12"
"Switzerland" "at" ""
"Norway" "at" ""
"Denmark" "at" ""
"Croatia" "at" "8"
"Hungary" "at" ""
"Turkey" "at" "7"
"Bosnia & Herzegovina" "at" "10"
"Russia" "at" ""
"Albania" "at" "3"
"North Macedonia" "at" ""
"Cyprus" "at" ""
"Sweden" "at" ""
"Ukraine" "at" ""
"Spain" "at" ""
"United Kingdom" "at" ""
"France" "at" ""
"Germany" "at" ""
"Greece" "by" ""
"Malta" "by" "5"
"Romania" "by" "1"
"Israel" "by" "8"
"Latvia" "by" "6"
"Moldova" "by" "7"
"Serbia & Montenegro" "by" "3"
"Switzerland" "by" "10"
"Norway" "by" "4"
"Denmark" "by" ""
"Croatia" "by" ""
"Hungary" "by" "2"
"Turkey" "by" ""
"Bosnia & Herzegovina" "by" ""
"Russia" "by" "12"
"Albania" "by" ""
"North Macedonia" "by" ""
"Cyprus" "by" ""
"Sweden" "by" ""
"Ukraine" "by" ""
"Spain" "by" ""
"United Kingdom" "by" ""
"France" "by" ""
"Germany" "by" ""
"Greece" "be" "12"
"Malta" "be" "8"
"Romania" "be" "7"
"Israel" "be" "6"
"Latvia" "be" "5"
"Moldova" "be" "1"
"Serbia & Montenegro" "be" ""
"Switzerland" "be" ""
"Norway" "be" "3"
"Denmark" "be" "4"
"Croatia" "be" ""
"Hungary" "be" "2"
"Turkey" "be" "10"
"Bosnia & Herzegovina" "be" ""
"Russia" "be" ""
"Albania" "be" ""
"North Macedonia" "be" ""
"Cyprus" "be" ""
"Sweden" "be" ""
"Ukraine" "be" ""
"Spain" "be" ""
"United Kingdom" "be" ""
"France" "be" ""
"Germany" "be" ""
"Greece" "ba" "6"
"Malta" "ba" ""
"Romania" "ba" "2"
"Israel" "ba" ""
"Latvia" "ba" ""
"Moldova" "ba" "4"
"Serbia & Montenegro" "ba" "10"
"Switzerland" "ba" ""
"Norway" "ba" "3"
"Denmark" "ba" ""
"Croatia" "ba" "12"
"Hungary" "ba" "1"
"Turkey" "ba" "8"
"Bosnia & Herzegovina" "ba" ""
"Russia" "ba" ""
"Albania" "ba" "5"
"North Macedonia" "ba" "7"
"Cyprus" "ba" ""
"Sweden" "ba" ""
"Ukraine" "ba" ""
"Spain" "ba" ""
"United Kingdom" "ba" ""
"France" "ba" ""
"Germany" "ba" ""
"Greece" "bg" "12"
"Malta" "bg" ""
"Romania" "bg" "8"
"Israel" "bg" ""
"Latvia" "bg" ""
"Moldova" "bg" "6"
"Serbia & Montenegro" "bg" "4"
"Switzerland" "bg" ""
"Norway" "bg" "1"
"Denmark" "bg" ""
"Croatia" "bg" "2"
"Hungary" "bg" "5"
"Turkey" "bg" "3"
"Bosnia & Herzegovina" "bg" ""
"Russia" "bg" ""
"Albania" "bg" ""
"North Macedonia" "bg" "7"
"Cyprus" "bg" "10"
"Sweden" "bg" ""
"Ukraine" "bg" ""
"Spain" "bg" ""
"United Kingdom" "bg" ""
"France" "bg" ""
"Germany" "bg" ""
"Greece" "hr" "5"
"Malta" "hr" "4"
"Romania" "hr" ""
"Israel" "hr" ""
"Latvia" "hr" "7"
"Moldova" "hr" "1"
"Serbia & Montenegro" "hr" "12"
"Switzerland" "hr" "3"
"Norway" "hr" ""
"Denmark" "hr" ""
"Croatia" "hr" ""
"Hungary" "hr" "6"
"Turkey" "hr" ""
"Bosnia & Herzegovina" "hr" "10"
"Russia" "hr" ""
"Albania" "hr" "2"
"North Macedonia" "hr" "8"
"Cyprus" "hr" ""
"Sweden" "hr" ""
"Ukraine" "hr" ""
"Spain" "hr" ""
"United Kingdom" "hr" ""
"France" "hr" ""
"Germany" "hr" ""
"Greece" "cy" "12"
"Malta" "cy" "6"
"Romania" "cy" "8"
"Israel" "cy" ""
"Latvia" "cy" "1"
"Moldova" "cy" "2"
"Serbia & Montenegro" "cy" "10"
"Switzerland" "cy" "4"
"Norway" "cy" "3"
"Denmark" "cy" ""
"Croatia" "cy" ""
"Hungary" "cy" "7"
"Turkey" "cy" ""
"Bosnia & Herzegovina" "cy" ""
"Russia" "cy" ""
"Albania" "cy" ""
"North Macedonia" "cy" ""
"Cyprus" "cy" ""
"Sweden" "cy" ""
"Ukraine" "cy" ""
"Spain" "cy" ""
"United Kingdom" "cy" "5"
"France" "cy" ""
"Germany" "cy" ""
"Greece" "dk" "2"
"Malta" "dk" "10"
"Romania" "dk" "3"
"Israel" "dk" "5"
"Latvia" "dk" "6"
"Moldova" "dk" ""
"Serbia & Montenegro" "dk" ""
"Switzerland" "dk" "1"
"Norway" "dk" "12"
"Denmark" "dk" ""
"Croatia" "dk" ""
"Hungary" "dk" ""
"Turkey" "dk" "8"
"Bosnia & Herzegovina" "dk" "4"
"Russia" "dk" ""
"Albania" "dk" ""
"North Macedonia" "dk" ""
"Cyprus" "dk" ""
"Sweden" "dk" "7"
"Ukraine" "dk" ""
"Spain" "dk" ""
"United Kingdom" "dk" ""
"France" "dk" ""
"Germany" "dk" ""
"Greece" "ee" ""
"Malta" "ee" "4"
"Romania" "ee" ""
"Israel" "ee" "1"
"Latvia" "ee" "10"
"Moldova" "ee" "6"
"Serbia & Montenegro" "ee" ""
"Switzerland" "ee" "12"
"Norway" "ee" "8"
"Denmark" "ee" "5"
"Croatia" "ee" "2"
"Hungary" "ee" "3"
"Turkey" "ee" ""
"Bosnia & Herzegovina" "ee" ""
"Russia" "ee" "7"
"Albania" "ee" ""
"North Macedonia" "ee" ""
"Cyprus" "ee" ""
"Sweden" "ee" ""
"Ukraine" "ee" ""
"Spain" "ee" ""
"United Kingdom" "ee" ""
"France" "ee" ""
"Germany" "ee" ""
"Greece" "fi" "3"
"Malta" "fi" "8"
"Romania" "fi" ""
"Israel" "fi" "5"
"Latvia" "fi" "4"
"Moldova" "fi" ""
"Serbia & Montenegro" "fi" ""
"Switzerland" "fi" "10"
"Norway" "fi" "12"
"Denmark" "fi" "2"
"Croatia" "fi" "1"
"Hungary" "fi" ""
"Turkey" "fi" ""
"Bosnia & Herzegovina" "fi" ""
"Russia" "fi" "7"
"Albania" "fi" ""
"North Macedonia" "fi" ""
"Cyprus" "fi" ""
"Sweden" "fi" "6"
"Ukraine" "fi" ""
"Spain" "fi" ""
"United Kingdom" "fi" ""
"France" "fi" ""
"Germany" "fi" ""
"Greece" "fr" "8"
"Malta" "fr" "7"
"Romania" "fr" "5"
"Israel" "fr" "10"
"Latvia" "fr" ""
"Moldova" "fr" "2"
"Serbia & Montenegro" "fr" "6"
"Switzerland" "fr" ""
"Norway" "fr" ""
"Denmark" "fr" ""
"Croatia" "fr" ""
"Hungary" "fr" "3"
"Turkey" "fr" "12"
"Bosnia & Herzegovina" "fr" ""
"Russia" "fr" ""
"Albania" "fr" "1"
"North Macedonia" "fr" ""
"Cyprus" "fr" ""
"Sweden" "fr" ""
"Ukraine" "fr" ""
"Spain" "fr" "4"
"United Kingdom" "fr" ""
"France" "fr" ""
"Germany" "fr" ""
"Greece" "de" "12"
"Malta" "de" "8"
"Romania" "de" ""
"Israel" "de" "5"
"Latvia" "de" "7"
"Moldova" "de" "1"
"Serbia & Montenegro" "de" "3"
"Switzerland" "de" "4"
"Norway" "de" ""
"Denmark" "de" "6"
"Croatia" "de" "2"
"Hungary" "de" ""
"Turkey" "de" "10"
"Bosnia & Herzegovina" "de" ""
"Russia" "de" ""
"Albania" "de" ""
"North Macedonia" "de" ""
"Cyprus" "de" ""
"Sweden" "de" ""
"Ukraine" "de" ""
"Spain" "de" ""
"United Kingdom" "de" ""
"France" "de" ""
"Germany" "de" ""
"Greece" "gr" ""
"Malta" "gr" "8"
"Romania" "gr" "5"
"Israel" "gr" ""
"Latvia" "gr" "1"
"Moldova" "gr" "7"
"Serbia & Montenegro" "gr" "6"
"Switzerland" "gr" "3"
"Norway" "gr" "4"
"Denmark" "gr" ""
"Croatia" "gr" ""
"Hungary" "gr" "2"
"Turkey" "gr" ""
"Bosnia & Herzegovina" "gr" ""
"Russia" "gr" ""
"Albania" "gr" "10"
"North Macedonia" "gr" ""
"Cyprus" "gr" "12"
"Sweden" "gr" ""
"Ukraine" "gr" ""
"Spain" "gr" ""
"United Kingdom" "gr" ""
"France" "gr" ""
"Germany" "gr" ""
"Greece" "hu" "12"
"Malta" "hu" "5"
"Romania" "hu" "10"
"Israel" "hu" "8"
"Latvia" "hu" "1"
"Moldova" "hu" "4"
"Serbia & Montenegro" "hu" "2"
"Switzerland" "hu" "3"
"Norway" "hu" ""
"Denmark" "hu" "6"
"Croatia" "hu" "7"
"Hungary" "hu" ""
"Turkey" "hu" ""
"Bosnia & Herzegovina" "hu" ""
"Russia" "hu" ""
"Albania" "hu" ""
"North Macedonia" "hu" ""
"Cyprus" "hu" ""
"Sweden" "hu" ""
"Ukraine" "hu" ""
"Spain" "hu" ""
"United Kingdom" "hu" ""
"France" "hu" ""
"Germany" "hu" ""
"Greece" "is" "2"
"Malta" "is" "4"
"Romania" "is" "5"
"Israel" "is" ""
"Latvia" "is" "3"
"Moldova" "is" "8"
"Serbia & Montenegro" "is" ""
"Switzerland" "is" "7"
"Norway" "is" "12"
"Denmark" "is" "10"
"Croatia" "is" "1"
"Hungary" "is" "6"
"Turkey" "is" ""
"Bosnia & Herzegovina" "is" ""
"Russia" "is" ""
"Albania" "is" ""
"North Macedonia" "is" ""
"Cyprus" "is" ""
"Sweden" "is" ""
"Ukraine" "is" ""
"Spain" "is" ""
"United Kingdom" "is" ""
"France" "is" ""
"Germany" "is" ""
"Greece" "ie" "2"
"Malta" "ie" "10"
"Romania" "ie" "5"
"Israel" "ie" "6"
"Latvia" "ie" "12"
"Moldova" "ie" ""
"Serbia & Montenegro" "ie" ""
"Switzerland" "ie" "3"
"Norway" "ie" "4"
"Denmark" "ie" "7"
"Croatia" "ie" ""
"Hungary" "ie" ""
"Turkey" "ie" ""
"Bosnia & Herzegovina" "ie" "1"
"Russia" "ie" ""
"Albania" "ie" ""
"North Macedonia" "ie" ""
"Cyprus" "ie" ""
"Sweden" "ie" ""
"Ukraine" "ie" ""
"Spain" "ie" ""
"United Kingdom" "ie" "8"
"France" "ie" ""
"Germany" "ie" ""
"Greece" "il" "7"
"Malta" "il" "10"
"Romania" "il" "12"
"Israel" "il" ""
"Latvia" "il" "6"
"Moldova" "il" "4"
"Serbia & Montenegro" "il" ""
"Switzerland" "il" "2"
"Norway" "il" "1"
"Denmark" "il" "3"
"Croatia" "il" ""
"Hungary" "il" "8"
"Turkey" "il" ""
"Bosnia & Herzegovina" "il" ""
"Russia" "il" ""
"Albania" "il" ""
"North Macedonia" "il" ""
"Cyprus" "il" ""
"Sweden" "il" ""
"Ukraine" "il" ""
"Spain" "il" ""
"United Kingdom" "il" ""
"France" "il" "5"
"Germany" "il" ""
"Greece" "lv" ""
"Malta" "lv" "5"
"Romania" "lv" ""
"Israel" "lv" "2"
"Latvia" "lv" ""
"Moldova" "lv" "8"
"Serbia & Montenegro" "lv" "1"
"Switzerland" "lv" "12"
"Norway" "lv" "6"
"Denmark" "lv" "4"
"Croatia" "lv" "7"
"Hungary" "lv" "3"
"Turkey" "lv" ""
"Bosnia & Herzegovina" "lv" ""
"Russia" "lv" "10"
"Albania" "lv" ""
"North Macedonia" "lv" ""
"Cyprus" "lv" ""
"Sweden" "lv" ""
"Ukraine" "lv" ""
"Spain" "lv" ""
"United Kingdom" "lv" ""
"France" "lv" ""
"Germany" "lv" ""
"Greece" "lt" "1"
"Malta" "lt" "2"
"Romania" "lt" ""
"Israel" "lt" "3"
"Latvia" "lt" "12"
"Moldova" "lt" "10"
"Serbia & Montenegro" "lt" ""
"Switzerland" "lt" "8"
"Norway" "lt" "5"
"Denmark" "lt" "4"
"Croatia" "lt" "6"
"Hungary" "lt" ""
"Turkey" "lt" ""
"Bosnia & Herzegovina" "lt" ""
"Russia" "lt" "7"
"Albania" "lt" ""
"North Macedonia" "lt" ""
"Cyprus" "lt" ""
"Sweden" "lt" ""
"Ukraine" "lt" ""
"Spain" "lt" ""
"United Kingdom" "lt" ""
"France" "lt" ""
"Germany" "lt" ""
"Greece" "mt" "6"
"Malta" "mt" ""
"Romania" "mt" "7"
"Israel" "mt" "8"
"Latvia" "mt" "10"
"Moldova" "mt" "2"
"Serbia & Montenegro" "mt" ""
"Switzerland" "mt" "1"
"Norway" "mt" "5"
"Denmark" "mt" "3"
"Croatia" "mt" ""
"Hungary" "mt" ""
"Turkey" "mt" ""
"Bosnia & Herzegovina" "mt" ""
"Russia" "mt" ""
"Albania" "mt" ""
"North Macedonia" "mt" ""
"Cyprus" "mt" "12"
"Sweden" "mt" ""
"Ukraine" "mt" ""
"Spain" "mt" ""
"United Kingdom" "mt" "4"
"France" "mt" ""
"Germany" "mt" ""
"Greece" "md" "4"
"Malta" "md" ""
"Romania" "md" "7"
"Israel" "md" "6"
"Latvia" "md" "12"
"Moldova" "md" ""
"Serbia & Montenegro" "md" "1"
"Switzerland" "md" ""
"Norway" "md" "3"
"Denmark" "md" ""
"Croatia" "md" ""
"Hungary" "md" ""
"Turkey" "md" ""
"Bosnia & Herzegovina" "md" ""
"Russia" "md" "10"
"Albania" "md" ""
"North Macedonia" "md" ""
"Cyprus" "md" ""
"Sweden" "md" "5"
"Ukraine" "md" "8"
"Spain" "md" ""
"United Kingdom" "md" ""
"France" "md" ""
"Germany" "md" "2"
"Greece" "mc" ""
"Malta" "mc" "5"
"Romania" "mc" "4"
"Israel" "mc" "12"
"Latvia" "mc" ""
"Moldova" "mc" ""
"Serbia & Montenegro" "mc" "6"
"Switzerland" "mc" "8"
"Norway" "mc" ""
"Denmark" "mc" "10"
"Croatia" "mc" "7"
"Hungary" "mc" ""
"Turkey" "mc" ""
"Bosnia & Herzegovina" "mc" ""
"Russia" "mc" ""
"Albania" "mc" ""
"North Macedonia" "mc" "1"
"Cyprus" "mc" ""
"Sweden" "mc" "3"
"Ukraine" "mc" ""
"Spain" "mc" ""
"United Kingdom" "mc" ""
"France" "mc" ""
"Germany" "mc" "2"
"Greece" "nl" "10"
"Malta" "nl" "5"
"Romania" "nl" "3"
"Israel" "nl" "7"
"Latvia" "nl" ""
"Moldova" "nl" ""
"Serbia & Montenegro" "nl" "4"
"Switzerland" "nl" ""
"Norway" "nl" "1"
"Denmark" "nl" "8"
"Croatia" "nl" "2"
"Hungary" "nl" ""
"Turkey" "nl" "12"
"Bosnia & Herzegovina" "nl" "6"
"Russia" "nl" ""
"Albania" "nl" ""
"North Macedonia" "nl" ""
"Cyprus" "nl" ""
"Sweden" "nl" ""
"Ukraine" "nl" ""
"Spain" "nl" ""
"United Kingdom" "nl" ""
"France" "nl" ""
"Germany" "nl" ""
"Greece" "mk" "7"
"Malta" "mk" ""
"Romania" "mk" "2"
"Israel" "mk" ""
"Latvia" "mk" ""
"Moldova" "mk" "5"
"Serbia & Montenegro" "mk" "10"
