"Country" "Voter" "Points"
"Sweden" "at" "6"
"Iceland" "at" "2"
"Germany" "at" "10"
"Croatia" "at" "8"
"Israel" "at" "1"
"Estonia" "at" "3"
"Bosnia & Herzegovina" "at" "12"
"Denmark" "at" "5"
"Netherlands" "at" "4"
"Austria" "at" ""
"Slovenia" "at" ""
"Belgium" "at" ""
"United Kingdom" "at" ""
"Norway" "at" ""
"Malta" "at" "7"
"Turkey" "at" ""
"Ireland" "at" ""
"Poland" "at" ""
"France" "at" ""
"Lithuania" "at" ""
"Portugal" "at" ""
"Cyprus" "at" ""
"Spain" "at" ""
"Sweden" "be" "7"
"Iceland" "be" "8"
"Germany" "be" "10"
"Croatia" "be" "5"
"Israel" "be" "3"
"Estonia" "be" "4"
"Bosnia & Herzegovina" "be" "1"
"Denmark" "be" ""
"Netherlands" "be" "12"
"Austria" "be" "6"
"Slovenia" "be" "2"
"Belgium" "be" ""
"United Kingdom" "be" ""
"Norway" "be" ""
"Malta" "be" ""
"Turkey" "be" ""
"Ireland" "be" ""
"Poland" "be" ""
"France" "be" ""
"Lithuania" "be" ""
"Portugal" "be" ""
"Cyprus" "be" ""
"Spain" "be" ""
"Sweden" "ba" "12"
"Iceland" "ba" ""
"Germany" "ba" "10"
"Croatia" "ba" "8"
"Israel" "ba" "2"
"Estonia" "ba" "3"
"Bosnia & Herzegovina" "ba" ""
"Denmark" "ba" ""
"Netherlands" "ba" "4"
"Austria" "ba" ""
"Slovenia" "ba" "5"
"Belgium" "ba" ""
"United Kingdom" "ba" "1"
"Norway" "ba" ""
"Malta" "ba" "7"
"Turkey" "ba" ""
"Ireland" "ba" ""
"Poland" "ba" "6"
"France" "ba" ""
"Lithuania" "ba" ""
"Portugal" "ba" ""
"Cyprus" "ba" ""
"Spain" "ba" ""
"Sweden" "hr" ""
"Iceland" "hr" ""
"Germany" "hr" "3"
"Croatia" "hr" ""
"Israel" "hr" "8"
"Estonia" "hr" ""
"Bosnia & Herzegovina" "hr" "10"
"Denmark" "hr" ""
"Netherlands" "hr" ""
"Austria" "hr" ""
"Slovenia" "hr" "12"
"Belgium" "hr" "4"
"United Kingdom" "hr" "5"
"Norway" "hr" "7"
"Malta" "hr" "6"
"Turkey" "hr" ""
"Ireland" "hr" ""
"Poland" "hr" ""
"France" "hr" ""
"Lithuania" "hr" "2"
"Portugal" "hr" ""
"Cyprus" "hr" ""
"Spain" "hr" "1"
"Sweden" "cy" "6"
"Iceland" "cy" "12"
"Germany" "cy" ""
"Croatia" "cy" "2"
"Israel" "cy" "10"
"Estonia" "cy" ""
"Bosnia & Herzegovina" "cy" ""
"Denmark" "cy" "8"
"Netherlands" "cy" ""
"Austria" "cy" "1"
"Slovenia" "cy" ""
"Belgium" "cy" ""
"United Kingdom" "cy" "4"
"Norway" "cy" "7"
"Malta" "cy" "3"
"Turkey" "cy" ""
"Ireland" "cy" ""
"Poland" "cy" ""
"France" "cy" ""
"Lithuania" "cy" "5"
"Portugal" "cy" ""
"Cyprus" "cy" ""
"Spain" "cy" ""
"Sweden" "dk" "10"
"Iceland" "dk" "12"
"Germany" "dk" "5"
"Croatia" "dk" ""
"Israel" "dk" "2"
"Estonia" "dk" "4"
"Bosnia & Herzegovina" "dk" "8"
"Denmark" "dk" ""
"Netherlands" "dk" "7"
"Austria" "dk" "3"
"Slovenia" "dk" ""
"Belgium" "dk" ""
"United Kingdom" "dk" "1"
"Norway" "dk" "6"
"Malta" "dk" ""
"Turkey" "dk" ""
"Ireland" "dk" ""
"Poland" "dk" ""
"France" "dk" ""
"Lithuania" "dk" ""
"Portugal" "dk" ""
"Cyprus" "dk" ""
"Spain" "dk" ""
"Sweden" "ee" "12"
"Iceland" "ee" "10"
"Germany" "ee" "7"
"Croatia" "ee" "3"
"Israel" "ee" "4"
"Estonia" "ee" ""
"Bosnia & Herzegovina" "ee" ""
"Denmark" "ee" "6"
"Netherlands" "ee" ""
"Austria" "ee" "8"
"Slovenia" "ee" ""
"Belgium" "ee" "5"
"United Kingdom" "ee" ""
"Norway" "ee" ""
"Malta" "ee" "1"
"Turkey" "ee" ""
"Ireland" "ee" ""
"Poland" "ee" ""
