"Country" "Voter" "Points"
"Yugoslavia" "at" "10"
"United Kingdom" "at" "8"
"Denmark" "at" "7"
"Sweden" "at" "12"
"Austria" "at" ""
"Spain" "at" ""
"Finland" "at" "3"
"France" "at" "5"
"Italy" "at" ""
"Greece" "at" ""
"Cyprus" "at" "2"
"Israel" "at" ""
"Switzerland" "at" "1"
"Germany" "at" ""
"Netherlands" "at" "4"
"Portugal" "at" "6"
"Norway" "at" ""
"Ireland" "at" ""
"Belgium" "at" ""
"Luxembourg" "at" ""
"Turkey" "at" ""
"Iceland" "at" ""
"Yugoslavia" "be" "10"
"United Kingdom" "be" ""
"Denmark" "be" "4"
"Sweden" "be" "6"
"Austria" "be" "12"
"Spain" "be" "7"
"Finland" "be" ""
"France" "be" ""
"Italy" "be" ""
"Greece" "be" "1"
"Cyprus" "be" ""
"Israel" "be" ""
"Switzerland" "be" ""
"Germany" "be" "5"
"Netherlands" "be" ""
"Portugal" "be" "2"
"Norway" "be" "8"
"Ireland" "be" "3"
"Belgium" "be" ""
"Luxembourg" "be" ""
"Turkey" "be" ""
"Iceland" "be" ""
"Yugoslavia" "cy" "5"
"United Kingdom" "cy" "2"
"Denmark" "cy" ""
"Sweden" "cy" "8"
"Austria" "cy" "10"
"Spain" "cy" "4"
"Finland" "cy" "3"
"France" "cy" "7"
"Italy" "cy" "6"
"Greece" "cy" "12"
"Cyprus" "cy" ""
"Israel" "cy" ""
"Switzerland" "cy" ""
"Germany" "cy" "1"
"Netherlands" "cy" ""
"Portugal" "cy" ""
"Norway" "cy" ""
"Ireland" "cy" ""
"Belgium" "cy" ""
"Luxembourg" "cy" ""
"Turkey" "cy" ""
"Iceland" "cy" ""
"Yugoslavia" "dk" "10"
"United Kingdom" "dk" "1"
"Denmark" "dk" ""
"Sweden" "dk" "12"
"Austria" "dk" "4"
"Spain" "dk" ""
"Finland" "dk" ""
"France" "dk" "3"
"Italy" "dk" ""
"Greece" "dk" ""
"Cyprus" "dk" "8"
"Israel" "dk" "5"
"Switzerland" "dk" "2"
"Germany" "dk" "7"
"Netherlands" "dk" ""
"Portugal" "dk" ""
"Norway" "dk" "6"
"Ireland" "dk" ""
"Belgium" "dk" ""
"Luxembourg" "dk" ""
"Turkey" "dk" ""
"Iceland" "dk" ""
"Yugoslavia" "fi" "7"
"United Kingdom" "fi" "6"
"Denmark" "fi" "12"
"Sweden" "fi" ""
"Austria" "fi" "1"
"Spain" "fi" "8"
"Finland" "fi" ""
"France" "fi" "3"
"Italy" "fi" "10"
"Greece" "fi" ""
"Cyprus" "fi" ""
"Israel" "fi" "5"
"Switzerland" "fi" ""
"Germany" "fi" ""
"Netherlands" "fi" "4"
"Portugal" "fi" "2"
"Norway" "fi" ""
"Ireland" "fi" ""
"Belgium" "fi" ""
"Luxembourg" "fi" ""
"Turkey" "fi" ""
"Iceland" "fi" ""
"Yugoslavia" "fr" "3"
"United Kingdom" "fr" "12"
"Denmark" "fr" "6"
"Sweden" "fr" "2"
"Austria" "fr" ""
"Spain" "fr" "8"
"Finland" "fr" "10"
"France" "fr" ""
"Italy" "fr" ""
"Greece" "fr" "1"
"Cyprus" "fr" ""
"Israel" "fr" ""
"Switzerland" "fr" ""
"Germany" "fr" ""
"Netherlands" "fr" "7"
"Portugal" "fr" ""
"Norway" "fr" "4"
"Ireland" "fr" ""
"Belgium" "fr" ""
"Luxembourg" "fr" "5"
"Turkey" "fr" ""
"Iceland" "fr" ""
"Yugoslavia" "de" "1"
"United Kingdom" "de" "12"
"Denmark" "de" ""
"Sweden" "de" "8"
"Austria" "de" "5"
"Spain" "de" "10"
"Finland" "de" ""
"France" "de" "2"
"Italy" "de" "7"
"Greece" "de" ""
"Cyprus" "de" ""
"Israel" "de" "3"
"Switzerland" "de" ""
"Germany" "de" ""
"Netherlands" "de" "6"
"Portugal" "de" ""
"Norway" "de" ""
"Ireland" "de" "4"
"Belgium" "de" ""
"Luxembourg" "de" ""
"Turkey" "de" ""
"Iceland" "de" ""
"Yugoslavia" "gr" ""
"United Kingdom" "gr" "2"
"Denmark" "gr" ""
"Sweden" "gr" "8"
"Austria" "gr" "12"
"Spain" "gr" "10"
"Finland" "gr" ""
"France" "gr" "5"
"Italy" "gr" "4"
"Greece" "gr" ""
"Cyprus" "gr" "7"
"Israel" "gr" ""
"Switzerland" "gr" ""
"Germany" "gr" "3"
"Netherlands" "gr" "1"
"Portugal" "gr" "6"
"Norway" "gr" ""
"Ireland" "gr" ""
"Belgium" "gr" ""
"Luxembourg" "gr" ""
"Turkey" "gr" ""
"Iceland" "gr" ""
"Yugoslavia" "is" "6"
"United Kingdom" "is" ""
"Denmark" "is" "10"
"Sweden" "is" "2"
"Austria" "is" "8"
"Spain" "is" ""
"Finland" "is" ""
"France" "is" ""
"Italy" "is" ""
"Greece" "is" "4"
"Cyprus" "is" "12"
"Israel" "is" "5"
"Switzerland" "is" "7"
"Germany" "is" "3"
"Netherlands" "is" ""
"Portugal" "is" ""
"Norway" "is" ""
"Ireland" "is" ""
"Belgium" "is" "1"
"Luxembourg" "is" ""
"Turkey" "is" ""
"Iceland" "is" ""
"Yugoslavia" "ie" "12"
"United Kingdom" "ie" "4"
"Denmark" "ie" "10"
"Sweden" "ie" ""
"Austria" "ie" ""
"Spain" "ie" ""
"Finland" "ie" "8"
"France" "ie" "6"
"Italy" "ie" ""
"Greece" "ie" ""
"Cyprus" "ie" "1"
"Israel" "ie" "7"
"Switzerland" "ie" ""
"Germany" "ie" "2"
"Netherlands" "ie" "3"
"Portugal" "ie" ""
"Norway" "ie" ""
"Ireland" "ie" ""
"Belgium" "ie" "5"
"Luxembourg" "ie" ""
"Turkey" "ie" ""
"Iceland" "ie" ""
"Yugoslavia" "il" "12"
"United Kingdom" "il" "7"
"Denmark" "il" "1"
"Sweden" "il" "6"
"Austria" "il" "8"
"Spain" "il" ""
"Finland" "il" "10"
"France" "il" "5"
"Italy" "il" ""
"Greece" "il" ""
"Cyprus" "il" "3"
"Israel" "il" ""
"Switzerland" "il" "4"
"Germany" "il" ""
"Netherlands" "il" ""
"Portugal" "il" ""
"Norway" "il" "2"
"Ireland" "il" ""
"Belgium" "il" ""
"Luxembourg" "il" ""
"Turkey" "il" ""
"Iceland" "il" ""
"Yugoslavia" "it" ""
"United Kingdom" "it" "6"
"Denmark" "it" "5"
"Sweden" "it" ""
"Austria" "it" "12"
"Spain" "it" "8"
"Finland" "it" ""
"France" "it" "3"
"Italy" "it" ""
"Greece" "it" ""
"Cyprus" "it" "2"
"Israel" "it" "1"
"Switzerland" "it" "4"
"Germany" "it" "7"
"Netherlands" "it" "10"
"Portugal" "it" ""
"Norway" "it" ""
"Ireland" "it" ""
"Belgium" "it" ""
"Luxembourg" "it" ""
"Turkey" "it" ""
"Iceland" "it" ""
"Yugoslavia" "lu" "5"
"United Kingdom" "lu" "12"
"Denmark" "lu" "3"
"Sweden" "lu" "6"
"Austria" "lu" ""
"Spain" "lu" "10"
"Finland" "lu" "4"
"France" "lu" "8"
"Italy" "lu" ""
"Greece" "lu" ""
"Cyprus" "lu" ""
"Israel" "lu" ""
"Switzerland" "lu" ""
"Germany" "lu" ""
"Netherlands" "lu" "1"
"Portugal" "lu" "7"
"Norway" "lu" ""
"Ireland" "lu" "2"
"Belgium" "lu" ""
"Luxembourg" "lu" ""
"Turkey" "lu" ""
"Iceland" "lu" ""
"Yugoslavia" "nl" "8"
"United Kingdom" "nl" "7"
"Denmark" "nl" "12"
"Sweden" "nl" ""
"Austria" "nl" ""
"Spain" "nl" ""
"Finland" "nl" "6"
"France" "nl" "4"
"Italy" "nl" ""
"Greece" "nl" "1"
"Cyprus" "nl" ""
"Israel" "nl" "3"
"Switzerland" "nl" "10"
"Germany" "nl" ""
"Netherlands" "nl" ""
"Portugal" "nl" ""
"Norway" "nl" "2"
"Ireland" "nl" ""
"Belgium" "nl" "5"
"Luxembourg" "nl" ""
"Turkey" "nl" ""
"Iceland" "nl" ""
"Yugoslavia" "no" "7"
"United Kingdom" "no" "12"
"Denmark" "no" "10"
"Sweden" "no" "8"
"Austria" "no" ""
"Spain" "no" "4"
"Finland" "no" ""
"France" "no" "5"
"Italy" "no" ""
"Greece" "no" "6"
"Cyprus" "no" ""
"Israel" "no" ""
"Switzerland" "no" ""
"Germany" "no" ""
"Netherlands" "no" ""
"Portugal" "no" "1"
"Norway" "no" ""
"Ireland" "no" "3"
"Belgium" "no" "2"
"Luxembourg" "no" ""
"Turkey" "no" ""
"Iceland" "no" ""
"Yugoslavia" "pt" "4"
"United Kingdom" "pt" "12"
"Denmark" "pt" "2"
"Sweden" "pt" "8"
"Austria" "pt" ""
"Spain" "pt" ""
"Finland" "pt" "1"
"France" "pt" ""
"Italy" "pt" "7"
"Greece" "pt" "10"
"Cyprus" "pt" "6"
"Israel" "pt" ""
"Switzerland" "pt" "3"
"Germany" "pt" "5"
"Netherlands" "pt" ""
"Portugal" "pt" ""
"Norway" "pt" ""
"Ireland" "pt" ""
"Belgium" "pt" ""
"Luxembourg" "pt" ""
"Turkey" "pt" ""
"Iceland" "pt" ""
"Yugoslavia" "es" ""
"United Kingdom" "es" "10"
"Denmark" "es" ""
"Sweden" "es" "5"
"Austria" "es" "2"
"Spain" "es" ""
"Finland" "es" "7"
"France" "es" ""
"Italy" "es" "12"
"Greece" "es" "4"
