"Country" "Voter" "Points"
"Ireland" "be" "9"
"United Kingdom" "be" ""
"Germany" "be" ""
"Switzerland" "be" ""
"France" "be" ""
"Spain" "be" ""
"Netherlands" "be" ""
"Italy" "be" ""
"Belgium" "be" ""
"Monaco" "be" "1"
"Yugoslavia" "be" ""
"Luxembourg" "be" ""
"Ireland" "fr" "1"
"United Kingdom" "fr" "2"
"Germany" "fr" ""
"Switzerland" "fr" "2"
"France" "fr" ""
"Spain" "fr" ""
"Netherlands" "fr" ""
"Italy" "fr" ""
"Belgium" "fr" "3"
"Monaco" "fr" "2"
"Yugoslavia" "fr" ""
"Luxembourg" "fr" ""
"Ireland" "de" "2"
"United Kingdom" "de" "4"
"Germany" "de" ""
"Switzerland" "de" "2"
"France" "de" ""
"Spain" "de" ""
"Netherlands" "de" ""
"Italy" "de" "2"
"Belgium" "de" ""
"Monaco" "de" ""
"Yugoslavia" "de" ""
"Luxembourg" "de" ""
"Ireland" "ie" ""
"United Kingdom" "ie" "3"
"Germany" "ie" "2"
"Switzerland" "ie" "1"
"France" "ie" "3"
"Spain" "ie" ""
"Netherlands" "ie" ""
"Italy" "ie" ""
"Belgium" "ie" "1"
"Monaco" "ie" ""
"Yugoslavia" "ie" ""
"Luxembourg" "ie" ""
"Ireland" "it" ""
"United Kingdom" "it" "2"
"Germany" "it" "1"
"Switzerland" "it" ""
"France" "it" "1"
"Spain" "it" "3"
"Netherlands" "it" "3"
"Italy" "it" ""
"Belgium" "it" ""
"Monaco" "it" ""
"Yugoslavia" "it" ""
"Luxembourg" "it" ""
"Ireland" "lu" "2"
"United Kingdom" "lu" "2"
"Germany" "lu" "3"
"Switzerland" "lu" ""
"France" "lu" ""
"Spain" "lu" "2"
"Netherlands" "lu" ""
"Italy" "lu" ""
"Belgium" "lu" "1"
"Monaco" "lu" ""
"Yugoslavia" "lu" ""
"Luxembourg" "lu" ""
"Ireland" "mc" ""
"United Kingdom" "mc" "4"
"Germany" "mc" "1"
"Switzerland" "mc" ""
"France" "mc" "2"
"Spain" "mc" "3"
"Netherlands" "mc" ""
"Italy" "mc" ""
"Belgium" "mc" ""
"Monaco" "mc" ""
"Yugoslavia" "mc" ""
"Luxembourg" "mc" ""
"Ireland" "nl" "5"
"United Kingdom" "nl" "3"
"Germany" "nl" ""
"Switzerland" "nl" "2"
"France" "nl" ""
"Spain" "nl" ""
"Netherlands" "nl" ""
"Italy" "nl" ""
"Belgium" "nl" ""
"Monaco" "nl" ""
"Yugoslavia" "nl" ""
"Luxembourg" "nl" ""
"Ireland" "es" "3"
"United Kingdom" "es" ""
"Germany" "es" "4"
"Switzerland" "es" ""
"France" "es" ""
"Spain" "es" ""
"Netherlands" "es" ""
"Italy" "es" "2"
"Belgium" "es" ""
"Monaco" "es" "1"
"Yugoslavia" "es" ""
"Luxembourg" "es" ""
"Ireland" "ch" "6"
"United Kingdom" "ch" "2"
"Germany" "ch" "1"
"Switzerland" "ch" ""
"France" "ch" ""
"Spain" "ch" ""
"Netherlands" "ch" ""
"Italy" "ch" ""
"Belgium" "ch" ""
"Monaco" "ch" "1"
"Yugoslavia" "ch" ""
"Luxembourg" "ch" ""
"Ireland" "gb" "4"
"United Kingdom" "gb" ""
"Germany" "gb" ""
"Switzerland" "gb" "1"
"France" "gb" ""
"Spain" "gb" ""
"Netherlands" "gb" "1"
"Italy" "gb" ""
"Belgium" "gb" ""
"Monaco" "gb" ""
"Yugoslavia" "gb" "4"
"Luxembourg" "gb" ""
"Ireland" "yu" ""
"United Kingdom" "yu" "4"
"Germany" "yu" ""
"Switzerland" "yu" ""
"France" "yu" "2"
"Spain" "yu" ""
"Netherlands" "yu" "3"
"Italy" "yu" "1"
"Belgium" "yu" ""
"Monaco" "yu" ""
"Yugoslavia" "yu" ""
"Luxembourg" "yu" ""
