"Country" "Voter" "Points"
"Belgium" "al" "4"
"Greece" "al" "10"
"Iceland" "al" "8"
"Portugal" "al" "5"
"Serbia" "al" "3"
"Albania" "al" ""
"Russia" "al" ""
"Bosnia & Herzegovina" "al" "7"
"Belarus" "al" ""
"Moldova" "al" ""
"Finland" "al" ""
"Malta" "al" "2"
"Poland" "al" "6"
"Estonia" "al" "1"
"North Macedonia" "al" "12"
"Slovakia" "al" ""
"Latvia" "al" ""
"Belgium" "by" "8"
"Greece" "by" "5"
"Iceland" "by" "6"
"Portugal" "by" ""
"Serbia" "by" ""
"Albania" "by" ""
"Russia" "by" "12"
"Bosnia & Herzegovina" "by" "4"
"Belarus" "by" ""
"Moldova" "by" "10"
"Finland" "by" "7"
"Malta" "by" "2"
"Poland" "by" "3"
"Estonia" "by" "1"
"North Macedonia" "by" ""
"Slovakia" "by" ""
"Latvia" "by" ""
"Belgium" "be" ""
"Greece" "be" "10"
"Iceland" "be" "12"
"Portugal" "be" "4"
"Serbia" "be" "3"
"Albania" "be" "8"
"Russia" "be" "5"
"Bosnia & Herzegovina" "be" ""
"Belarus" "be" ""
"Moldova" "be" "2"
"Finland" "be" "7"
"Malta" "be" ""
"Poland" "be" "6"
"Estonia" "be" ""
"North Macedonia" "be" ""
"Slovakia" "be" "1"
"Latvia" "be" ""
"Belgium" "ba" "4"
"Greece" "ba" "8"
"Iceland" "ba" ""
"Portugal" "ba" "3"
"Serbia" "ba" "12"
"Albania" "ba" "7"
"Russia" "ba" "2"
"Bosnia & Herzegovina" "ba" ""
"Belarus" "ba" ""
"Moldova" "ba" ""
"Finland" "ba" ""
"Malta" "ba" "6"
"Poland" "ba" ""
"Estonia" "ba" "1"
"North Macedonia" "ba" "10"
"Slovakia" "ba" "5"
"Latvia" "ba" ""
"Belgium" "ee" "8"
"Greece" "ee" "2"
"Iceland" "ee" "7"
"Portugal" "ee" "5"
"Serbia" "ee" "1"
"Albania" "ee" ""
"Russia" "ee" "12"
