"Country" "Voter" "Points"
"France" "at" "2"
"Monaco" "at" "3"
"Luxembourg" "at" "1"
"Yugoslavia" "at" ""
"United Kingdom" "at" ""
"Germany" "at" ""
"Finland" "at" ""
"Sweden" "at" ""
"Italy" "at" ""
"Denmark" "at" ""
"Norway" "at" ""
"Switzerland" "at" ""
"Belgium" "at" ""
"Spain" "at" ""
"Austria" "at" ""
"Netherlands" "at" ""
"France" "be" "2"
"Monaco" "be" ""
"Luxembourg" "be" "3"
"Yugoslavia" "be" "1"
"United Kingdom" "be" ""
"Germany" "be" ""
"Finland" "be" ""
"Sweden" "be" ""
"Italy" "be" ""
"Denmark" "be" ""
"Norway" "be" ""
"Switzerland" "be" ""
"Belgium" "be" ""
"Spain" "be" ""
"Austria" "be" ""
"Netherlands" "be" ""
"France" "dk" ""
"Monaco" "dk" ""
"Luxembourg" "dk" ""
"Yugoslavia" "dk" ""
"United Kingdom" "dk" "2"
"Germany" "dk" "1"
"Finland" "dk" ""
"Sweden" "dk" "3"
"Italy" "dk" ""
"Denmark" "dk" ""
"Norway" "dk" ""
"Switzerland" "dk" ""
"Belgium" "dk" ""
"Spain" "dk" ""
"Austria" "dk" ""
"Netherlands" "dk" ""
"France" "fi" ""
"Monaco" "fi" ""
"Luxembourg" "fi" ""
"Yugoslavia" "fi" "1"
"United Kingdom" "fi" "3"
"Germany" "fi" "2"
"Finland" "fi" ""
"Sweden" "fi" ""
"Italy" "fi" ""
"Denmark" "fi" ""
"Norway" "fi" ""
"Switzerland" "fi" ""
"Belgium" "fi" ""
"Spain" "fi" ""
"Austria" "fi" ""
"Netherlands" "fi" ""
"France" "fr" ""
"Monaco" "fr" "1"
"Luxembourg" "fr" ""
"Yugoslavia" "fr" "3"
"United Kingdom" "fr" ""
"Germany" "fr" ""
"Finland" "fr" ""
"Sweden" "fr" ""
"Italy" "fr" ""
"Denmark" "fr" ""
"Norway" "fr" "2"
"Switzerland" "fr" ""
"Belgium" "fr" ""
"Spain" "fr" ""
"Austria" "fr" ""
"Netherlands" "fr" ""
"France" "de" "3"
"Monaco" "de" "1"
"Luxembourg" "de" ""
"Yugoslavia" "de" ""
"United Kingdom" "de" ""
"Germany" "de" ""
"Finland" "de" ""
"Sweden" "de" ""
"Italy" "de" ""
"Denmark" "de" ""
"Norway" "de" ""
"Switzerland" "de" "2"
"Belgium" "de" ""
"Spain" "de" ""
"Austria" "de" ""
"Netherlands" "de" ""
"France" "it" "2"
"Monaco" "it" ""
"Luxembourg" "it" ""
"Yugoslavia" "it" "3"
"United Kingdom" "it" ""
"Germany" "it" ""
"Finland" "it" ""
"Sweden" "it" ""
"Italy" "it" ""
"Denmark" "it" "1"
"Norway" "it" ""
"Switzerland" "it" ""
"Belgium" "it" ""
"Spain" "it" ""
"Austria" "it" ""
"Netherlands" "it" ""
"France" "lu" "1"
"Monaco" "lu" "3"
"Luxembourg" "lu" ""
"Yugoslavia" "lu" ""
"United Kingdom" "lu" ""
"Germany" "lu" ""
"Finland" "lu" ""
"Sweden" "lu" ""
"Italy" "lu" "2"
"Denmark" "lu" ""
"Norway" "lu" ""
"Switzerland" "lu" ""
"Belgium" "lu" ""
"Spain" "lu" ""
"Austria" "lu" ""
"Netherlands" "lu" ""
"France" "mc" "1"
"Monaco" "mc" ""
"Luxembourg" "mc" "3"
"Yugoslavia" "mc" ""
"United Kingdom" "mc" ""
"Germany" "mc" "2"
"Finland" "mc" ""
"Sweden" "mc" ""
"Italy" "mc" ""
"Denmark" "mc" ""
"Norway" "mc" ""
"Switzerland" "mc" ""
"Belgium" "mc" ""
"Spain" "mc" ""
"Austria" "mc" ""
"Netherlands" "mc" ""
"France" "nl" ""
"Monaco" "nl" "3"
"Luxembourg" "nl" ""
"Yugoslavia" "nl" ""
"United Kingdom" "nl" ""
"Germany" "nl" "2"
"Finland" "nl" ""
"Sweden" "nl" "1"
"Italy" "nl" ""
"Denmark" "nl" ""
"Norway" "nl" ""
"Switzerland" "nl" ""
"Belgium" "nl" ""
"Spain" "nl" ""
"Austria" "nl" ""
"Netherlands" "nl" ""
"France" "no" "3"
"Monaco" "no" "2"
"Luxembourg" "no" ""
"Yugoslavia" "no" ""
"United Kingdom" "no" ""
"Germany" "no" ""
"Finland" "no" "1"
"Sweden" "no" ""
"Italy" "no" ""
"Denmark" "no" ""
"Norway" "no" ""
"Switzerland" "no" ""
"Belgium" "no" ""
"Spain" "no" ""
"Austria" "no" ""
"Netherlands" "no" ""
"France" "es" "2"
"Monaco" "es" ""
"Luxembourg" "es" "3"
"Yugoslavia" "es" ""
"United Kingdom" "es" "1"
"Germany" "es" ""
"Finland" "es" ""
"Sweden" "es" ""
"Italy" "es" ""
"Denmark" "es" ""
"Norway" "es" ""
"Switzerland" "es" ""
"Belgium" "es" ""
"Spain" "es" ""
"Austria" "es" ""
"Netherlands" "es" ""
"France" "se" "3"
"Monaco" "se" ""
"Luxembourg" "se" ""
"Yugoslavia" "se" "2"
"United Kingdom" "se" ""
"Germany" "se" ""
"Finland" "se" ""
"Sweden" "se" ""
"Italy" "se" ""
"Denmark" "se" "1"
"Norway" "se" ""
"Switzerland" "se" ""
"Belgium" "se" ""
"Spain" "se" ""
"Austria" "se" ""
"Netherlands" "se" ""
"France" "ch" "3"
"Monaco" "ch" ""
"Luxembourg" "ch" "1"
"Yugoslavia" "ch" ""
"United Kingdom" "ch" "2"
"Germany" "ch" ""
"Finland" "ch" ""
"Sweden" "ch" ""
"Italy" "ch" ""
"Denmark" "ch" ""
"Norway" "ch" ""
"Switzerland" "ch" ""
"Belgium" "ch" ""
"Spain" "ch" ""
"Austria" "ch" ""
"Netherlands" "ch" ""
"France" "gb" "1"
"Monaco" "gb" ""
"Luxembourg" "gb" ""
"Yugoslavia" "gb" ""
"United Kingdom" "gb" ""
"Germany" "gb" "2"
"Finland" "gb" "3"
"Sweden" "gb" ""
"Italy" "gb" ""
"Denmark" "gb" ""
"Norway" "gb" ""
"Switzerland" "gb" ""
