"Country" "Voter" "Points"
"Ireland" "at" "10"
"United Kingdom" "at" "12"
"Malta" "at" "8"
"Italy" "at" "6"
"Greece" "at" "4"
"Israel" "at" "1"
"Iceland" "at" "7"
"France" "at" ""
"Netherlands" "at" "5"
"Austria" "at" ""
"Cyprus" "at" ""
"Denmark" "at" "3"
"Yugoslavia" "at" ""
"Spain" "at" "2"
"Switzerland" "at" ""
"Germany" "at" ""
"Portugal" "at" ""
"Norway" "at" ""
"Turkey" "at" ""
"Belgium" "at" ""
"Luxembourg" "at" ""
"Sweden" "at" ""
"Finland" "at" ""
"Ireland" "be" "7"
"United Kingdom" "be" "12"
"Malta" "be" "10"
"Italy" "be" ""
"Greece" "be" ""
"Israel" "be" ""
"Iceland" "be" "4"
"France" "be" ""
"Netherlands" "be" "2"
"Austria" "be" "8"
"Cyprus" "be" ""
"Denmark" "be" ""
"Yugoslavia" "be" ""
"Spain" "be" "1"
"Switzerland" "be" "5"
"Germany" "be" "6"
"Portugal" "be" ""
"Norway" "be" "3"
"Turkey" "be" ""
"Belgium" "be" ""
"Luxembourg" "be" ""
"Sweden" "be" ""
"Finland" "be" ""
"Ireland" "cy" "5"
"United Kingdom" "cy" "6"
"Malta" "cy" "1"
"Italy" "cy" "10"
"Greece" "cy" "12"
"Israel" "cy" "4"
"Iceland" "cy" ""
"France" "cy" "3"
"Netherlands" "cy" "7"
"Austria" "cy" "8"
"Cyprus" "cy" ""
"Denmark" "cy" ""
"Yugoslavia" "cy" "2"
"Spain" "cy" ""
"Switzerland" "cy" ""
"Germany" "cy" ""
"Portugal" "cy" ""
"Norway" "cy" ""
"Turkey" "cy" ""
"Belgium" "cy" ""
"Luxembourg" "cy" ""
"Sweden" "cy" ""
"Finland" "cy" ""
"Ireland" "dk" "10"
"United Kingdom" "dk" "12"
"Malta" "dk" "8"
"Italy" "dk" ""
"Greece" "dk" ""
"Israel" "dk" "2"
"Iceland" "dk" "5"
"France" "dk" ""
"Netherlands" "dk" ""
"Austria" "dk" "7"
"Cyprus" "dk" ""
"Denmark" "dk" ""
"Yugoslavia" "dk" ""
"Spain" "dk" "1"
"Switzerland" "dk" ""
"Germany" "dk" "3"
"Portugal" "dk" ""
"Norway" "dk" "6"
"Turkey" "dk" ""
"Belgium" "dk" ""
"Luxembourg" "dk" ""
"Sweden" "dk" "4"
"Finland" "dk" ""
"Ireland" "fi" "10"
"United Kingdom" "fi" "6"
"Malta" "fi" ""
"Italy" "fi" "12"
"Greece" "fi" "5"
"Israel" "fi" ""
"Iceland" "fi" ""
"France" "fi" "7"
"Netherlands" "fi" ""
"Austria" "fi" ""
"Cyprus" "fi" "8"
"Denmark" "fi" ""
"Yugoslavia" "fi" "4"
"Spain" "fi" "3"
"Switzerland" "fi" ""
"Germany" "fi" ""
"Portugal" "fi" "2"
"Norway" "fi" "1"
"Turkey" "fi" ""
"Belgium" "fi" ""
"Luxembourg" "fi" ""
"Sweden" "fi" ""
"Finland" "fi" ""
"Ireland" "fr" ""
"United Kingdom" "fr" "10"
"Malta" "fr" ""
"Italy" "fr" "12"
"Greece" "fr" "7"
"Israel" "fr" "8"
"Iceland" "fr" ""
"France" "fr" ""
"Netherlands" "fr" "4"
"Austria" "fr" ""
"Cyprus" "fr" "2"
"Denmark" "fr" ""
"Yugoslavia" "fr" "5"
"Spain" "fr" "6"
"Switzerland" "fr" ""
"Germany" "fr" ""
"Portugal" "fr" ""
"Norway" "fr" ""
"Turkey" "fr" ""
"Belgium" "fr" "3"
"Luxembourg" "fr" ""
"Sweden" "fr" "1"
"Finland" "fr" ""
"Ireland" "de" "10"
"United Kingdom" "de" "12"
"Malta" "de" ""
"Italy" "de" "1"
"Greece" "de" ""
"Israel" "de" "4"
"Iceland" "de" "6"
"France" "de" "3"
"Netherlands" "de" "7"
"Austria" "de" ""
"Cyprus" "de" ""
"Denmark" "de" "5"
"Yugoslavia" "de" "2"
"Spain" "de" ""
"Switzerland" "de" ""
"Germany" "de" ""
"Portugal" "de" "8"
"Norway" "de" ""
"Turkey" "de" ""
"Belgium" "de" ""
"Luxembourg" "de" ""
"Sweden" "de" ""
"Finland" "de" ""
"Ireland" "gr" "12"
"United Kingdom" "gr" ""
"Malta" "gr" "7"
"Italy" "gr" "3"
"Greece" "gr" ""
"Israel" "gr" ""
"Iceland" "gr" "6"
"France" "gr" ""
"Netherlands" "gr" "5"
"Austria" "gr" "8"
"Cyprus" "gr" "10"
"Denmark" "gr" ""
"Yugoslavia" "gr" "1"
"Spain" "gr" "4"
"Switzerland" "gr" ""
"Germany" "gr" ""
"Portugal" "gr" "2"
"Norway" "gr" ""
"Turkey" "gr" ""
"Belgium" "gr" ""
"Luxembourg" "gr" ""
"Sweden" "gr" ""
"Finland" "gr" ""
"Ireland" "is" "7"
"United Kingdom" "is" "4"
"Malta" "is" "8"
"Italy" "is" "10"
"Greece" "is" "2"
"Israel" "is" ""
"Iceland" "is" ""
"France" "is" ""
"Netherlands" "is" "3"
"Austria" "is" ""
"Cyprus" "is" ""
"Denmark" "is" "6"
"Yugoslavia" "is" "5"
"Spain" "is" ""
"Switzerland" "is" "12"
"Germany" "is" ""
"Portugal" "is" ""
"Norway" "is" "1"
"Turkey" "is" ""
"Belgium" "is" ""
"Luxembourg" "is" ""
"Sweden" "is" ""
"Finland" "is" ""
"Ireland" "ie" ""
"United Kingdom" "ie" "7"
"Malta" "ie" "10"
"Italy" "ie" ""
"Greece" "ie" ""
"Israel" "ie" ""
"Iceland" "ie" ""
"France" "ie" "5"
"Netherlands" "ie" "8"
"Austria" "ie" "12"
"Cyprus" "ie" "6"
"Denmark" "ie" ""
"Yugoslavia" "ie" "4"
"Spain" "ie" ""
"Switzerland" "ie" "1"
"Germany" "ie" "2"
"Portugal" "ie" ""
"Norway" "ie" ""
"Turkey" "ie" "3"
"Belgium" "ie" ""
"Luxembourg" "ie" ""
"Sweden" "ie" ""
"Finland" "ie" ""
"Ireland" "il" ""
"United Kingdom" "il" "2"
"Malta" "il" ""
"Italy" "il" ""
"Greece" "il" "7"
"Israel" "il" ""
"Iceland" "il" "4"
"France" "il" "12"
"Netherlands" "il" "5"
"Austria" "il" ""
"Cyprus" "il" "3"
"Denmark" "il" "6"
"Yugoslavia" "il" "10"
"Spain" "il" ""
"Switzerland" "il" ""
"Germany" "il" ""
"Portugal" "il" "8"
"Norway" "il" ""
"Turkey" "il" ""
"Belgium" "il" ""
"Luxembourg" "il" ""
"Sweden" "il" ""
"Finland" "il" "1"
"Ireland" "it" "2"
"United Kingdom" "it" "8"
"Malta" "it" "3"
"Italy" "it" ""
"Greece" "it" "12"
"Israel" "it" ""
"Iceland" "it" "5"
"France" "it" "6"
"Netherlands" "it" ""
"Austria" "it" ""
"Cyprus" "it" "4"
"Denmark" "it" ""
"Yugoslavia" "it" ""
"Spain" "it" "7"
"Switzerland" "it" "10"
"Germany" "it" ""
"Portugal" "it" "1"
"Norway" "it" ""
"Turkey" "it" ""
"Belgium" "it" ""
"Luxembourg" "it" ""
"Sweden" "it" ""
"Finland" "it" ""
"Ireland" "lu" "10"
"United Kingdom" "lu" "7"
"Malta" "lu" "12"
"Italy" "lu" ""
"Greece" "lu" ""
"Israel" "lu" "8"
"Iceland" "lu" "5"
"France" "lu" ""
"Netherlands" "lu" ""
"Austria" "lu" ""
"Cyprus" "lu" ""
"Denmark" "lu" "6"
"Yugoslavia" "lu" "2"
"Spain" "lu" "3"
"Switzerland" "lu" ""
"Germany" "lu" ""
"Portugal" "lu" ""
"Norway" "lu" "4"
"Turkey" "lu" ""
"Belgium" "lu" "1"
"Luxembourg" "lu" ""
"Sweden" "lu" ""
"Finland" "lu" ""
"Ireland" "mt" "12"
"United Kingdom" "mt" "6"
"Malta" "mt" ""
"Italy" "mt" "5"
"Greece" "mt" ""
"Israel" "mt" "7"
"Iceland" "mt" ""
"France" "mt" ""
"Netherlands" "mt" ""
"Austria" "mt" "4"
"Cyprus" "mt" "1"
"Denmark" "mt" ""
"Yugoslavia" "mt" "3"
"Spain" "mt" "2"
"Switzerland" "mt" ""
"Germany" "mt" ""
"Portugal" "mt" ""
"Norway" "mt" ""
"Turkey" "mt" "8"
"Belgium" "mt" ""
"Luxembourg" "mt" "10"
"Sweden" "mt" ""
"Finland" "mt" ""
"Ireland" "nl" "10"
"United Kingdom" "nl" "7"
"Malta" "nl" "5"
"Italy" "nl" "12"
"Greece" "nl" "4"
"Israel" "nl" "3"
"Iceland" "nl" "2"
"France" "nl" "6"
"Netherlands" "nl" ""
"Austria" "nl" ""
"Cyprus" "nl" "8"
"Denmark" "nl" ""
"Yugoslavia" "nl" ""
"Spain" "nl" "1"
"Switzerland" "nl" ""
"Germany" "nl" ""
"Portugal" "nl" ""
"Norway" "nl" ""
"Turkey" "nl" ""
"Belgium" "nl" ""
"Luxembourg" "nl" ""
"Sweden" "nl" ""
"Finland" "nl" ""
"Ireland" "no" "7"
"United Kingdom" "no" ""
"Malta" "no" ""
"Italy" "no" "12"
"Greece" "no" "8"
"Israel" "no" "2"
"Iceland" "no" "1"
"France" "no" "10"
"Netherlands" "no" "4"
"Austria" "no" ""
"Cyprus" "no" "3"
"Denmark" "no" "6"
"Yugoslavia" "no" ""
"Spain" "no" "5"
"Switzerland" "no" ""
"Germany" "no" ""
"Portugal" "no" ""
"Norway" "no" ""
"Turkey" "no" ""
"Belgium" "no" ""
"Luxembourg" "no" ""
"Sweden" "no" ""
"Finland" "no" ""
"Ireland" "pt" "4"
"United Kingdom" "pt" ""
"Malta" "pt" "12"
"Italy" "pt" "8"
"Greece" "pt" "5"
"Israel" "pt" "7"
"Iceland" "pt" "6"
"France" "pt" ""
"Netherlands" "pt" ""
"Austria" "pt" "3"
"Cyprus" "pt" "2"
"Denmark" "pt" "1"
"Yugoslavia" "pt" ""
"Spain" "pt" ""
"Switzerland" "pt" ""
"Germany" "pt" "10"
"Portugal" "pt" ""
"Norway" "pt" ""
"Turkey" "pt" ""
"Belgium" "pt" ""
"Luxembourg" "pt" ""
"Sweden" "pt" ""
"Finland" "pt" ""
"Ireland" "es" "1"
"United Kingdom" "es" "5"
"Malta" "es" "12"
"Italy" "es" ""
"Greece" "es" ""
"Israel" "es" "10"
"Iceland" "es" "8"
"France" "es" "6"
"Netherlands" "es" "7"
"Austria" "es" "2"
"Cyprus" "es" ""
"Denmark" "es" "4"
"Yugoslavia" "es" ""
"Spain" "es" ""
"Switzerland" "es" ""
"Germany" "es" ""
"Portugal" "es" ""
"Norway" "es" ""
"Turkey" "es" ""
"Belgium" "es" "3"
"Luxembourg" "es" ""
"Sweden" "es" ""
"Finland" "es" ""
"Ireland" "se" "10"
"United Kingdom" "se" "5"
"Malta" "se" "12"
"Italy" "se" "8"
"Greece" "se" "3"
"Israel" "se" "4"
"Iceland" "se" "6"
"France" "se" ""
"Netherlands" "se" ""
"Austria" "se" "1"
"Cyprus" "se" ""
"Denmark" "se" "7"
"Yugoslavia" "se" ""
"Spain" "se" ""
"Switzerland" "se" ""
"Germany" "se" ""
"Portugal" "se" ""
"Norway" "se" "2"
"Turkey" "se" ""
"Belgium" "se" ""
"Luxembourg" "se" ""
"Sweden" "se" ""
"Finland" "se" ""
"Ireland" "ch" "6"
"United Kingdom" "ch" "8"
"Malta" "ch" "5"
"Italy" "ch" "7"
"Greece" "ch" "10"
"Israel" "ch" "4"
"Iceland" "ch" "3"
"France" "ch" "12"
"Netherlands" "ch" "1"
"Austria" "ch" ""
"Cyprus" "ch" "2"
"Denmark" "ch" ""
"Yugoslavia" "ch" ""
"Spain" "ch" ""
"Switzerland" "ch" ""
"Germany" "ch" ""
"Portugal" "ch" ""
"Norway" "ch" ""
"Turkey" "ch" ""
"Belgium" "ch" ""
"Luxembourg" "ch" ""
"Sweden" "ch" ""
"Finland" "ch" ""
"Ireland" "tr" "12"
"United Kingdom" "tr" "10"
"Malta" "tr" ""
"Italy" "tr" "5"
"Greece" "tr" "8"
"Israel" "tr" "2"
"Iceland" "tr" ""
"France" "tr" "3"
"Netherlands" "tr" "7"
"Austria" "tr" ""
"Cyprus" "tr" ""
"Denmark" "tr" ""
"Yugoslavia" "tr" "6"
"Spain" "tr" "1"
"Switzerland" "tr" ""
"Germany" "tr" ""
"Portugal" "tr" ""
"Norway" "tr" ""
"Turkey" "tr" ""
"Belgium" "tr" "4"
"Luxembourg" "tr" ""
"Sweden" "tr" ""
"Finland" "tr" ""
"Ireland" "gb" "8"
"United Kingdom" "gb" ""
"Malta" "gb" ""
"Italy" "gb" ""
"Greece" "gb" ""
"Israel" "gb" "7"
"Iceland" "gb" "12"
"France" "gb" ""
"Netherlands" "gb" "2"
"Austria" "gb" "10"
"Cyprus" "gb" ""
"Denmark" "gb" "3"
"Yugoslavia" "gb" ""
"Spain" "gb" "1"
"Switzerland" "gb" "4"
"Germany" "gb" "6"
"Portugal" "gb" ""
"Norway" "gb" "5"
"Turkey" "gb" ""
"Belgium" "gb" ""
"Luxembourg" "gb" ""
"Sweden" "gb" ""
"Finland" "gb" ""
"Ireland" "yu" "2"
"United Kingdom" "yu" ""
"Malta" "yu" "10"
"Italy" "yu" ""
"Greece" "yu" "7"
"Israel" "yu" "12"
"Iceland" "yu" ""
"France" "yu" ""
"Netherlands" "yu" ""
"Austria" "yu" ""
"Cyprus" "yu" "8"
"Denmark" "yu" ""
"Yugoslavia" "yu" ""
"Spain" "yu" ""
"Switzerland" "yu" ""
"Germany" "yu" ""
"Portugal" "yu" "5"
"Norway" "yu" "1"
"Turkey" "yu" "6"
"Belgium" "yu" ""
"Luxembourg" "yu" ""
"Sweden" "yu" "4"
"Finland" "yu" "3"
