"Country" "Voter" "Points"
"Estonia" "ba" "4"
"Denmark" "ba" ""
"Greece" "ba" "8"
"France" "ba" "12"
"Sweden" "ba" "3"
"Spain" "ba" "5"
"Slovenia" "ba" "10"
"Germany" "ba" ""
"Malta" "ba" "1"
"Croatia" "ba" "7"
"Turkey" "ba" ""
"Russia" "ba" ""
"Lithuania" "ba" "2"
"Bosnia & Herzegovina" "ba" ""
"United Kingdom" "ba" ""
"Israel" "ba" "6"
"Portugal" "ba" ""
"Netherlands" "ba" ""
"Latvia" "ba" ""
"Poland" "ba" ""
"Ireland" "ba" ""
"Iceland" "ba" ""
"Norway" "ba" ""
"Estonia" "hr" "2"
"Denmark" "hr" "12"
"Greece" "hr" "5"
"France" "hr" "6"
"Sweden" "hr" "4"
"Spain" "hr" ""
"Slovenia" "hr" "8"
"Germany" "hr" "1"
"Malta" "hr" ""
"Croatia" "hr" ""
"Turkey" "hr" "7"
"Russia" "hr" ""
"Lithuania" "hr" ""
"Bosnia & Herzegovina" "hr" "10"
"United Kingdom" "hr" "3"
"Israel" "hr" ""
"Portugal" "hr" ""
"Netherlands" "hr" ""
"Latvia" "hr" ""
"Poland" "hr" ""
"Ireland" "hr" ""
"Iceland" "hr" ""
"Norway" "hr" ""
"Estonia" "dk" "8"
"Denmark" "dk" ""
"Greece" "dk" "5"
"France" "dk" "6"
"Sweden" "dk" "10"
"Spain" "dk" ""
"Slovenia" "dk" ""
"Germany" "dk" "4"
"Malta" "dk" "12"
"Croatia" "dk" ""
"Turkey" "dk" "3"
"Russia" "dk" ""
"Lithuania" "dk" ""
"Bosnia & Herzegovina" "dk" "7"
"United Kingdom" "dk" ""
"Israel" "dk" ""
"Portugal" "dk" ""
"Netherlands" "dk" ""
"Latvia" "dk" ""
"Poland" "dk" "1"
"Ireland" "dk" ""
"Iceland" "dk" "2"
"Norway" "dk" ""
"Estonia" "ee" ""
"Denmark" "ee" "12"
"Greece" "ee" "6"
"France" "ee" "10"
"Sweden" "ee" "7"
"Spain" "ee" "3"
"Slovenia" "ee" "5"
"Germany" "ee" "1"
"Malta" "ee" "2"
