"Country" "Voter" "Points"
"Norway" "at" ""
"Spain" "at" ""
"Sweden" "at" "8"
"France" "at" "10"
"Denmark" "at" "7"
"Croatia" "at" ""
"Slovenia" "at" "3"
"Israel" "at" "6"
"Cyprus" "at" ""
"United Kingdom" "at" "12"
"Malta" "at" "2"
"Greece" "at" "5"
"Austria" "at" ""
"Ireland" "at" ""
"Iceland" "at" "4"
"Turkey" "at" ""
"Russia" "at" ""
"Poland" "at" ""
"Bosnia & Herzegovina" "at" ""
"Belgium" "at" "1"
"Portugal" "at" ""
"Hungary" "at" ""
"Germany" "at" ""
"Norway" "be" "5"
"Spain" "be" "12"
"Sweden" "be" ""
"France" "be" "6"
"Denmark" "be" "3"
"Croatia" "be" ""
"Slovenia" "be" ""
"Israel" "be" "4"
"Cyprus" "be" "8"
"United Kingdom" "be" "7"
"Malta" "be" ""
"Greece" "be" "2"
"Austria" "be" "10"
"Ireland" "be" ""
"Iceland" "be" ""
"Turkey" "be" "1"
"Russia" "be" ""
"Poland" "be" ""
"Bosnia & Herzegovina" "be" ""
"Belgium" "be" ""
"Portugal" "be" ""
"Hungary" "be" ""
"Germany" "be" ""
"Norway" "ba" "1"
"Spain" "ba" "8"
"Sweden" "ba" "2"
"France" "ba" ""
"Denmark" "ba" "3"
"Croatia" "ba" "10"
"Slovenia" "ba" "6"
"Israel" "ba" "7"
"Cyprus" "ba" ""
"United Kingdom" "ba" "4"
"Malta" "ba" "12"
"Greece" "ba" ""
"Austria" "ba" ""
"Ireland" "ba" "5"
"Iceland" "ba" ""
"Turkey" "ba" ""
"Russia" "ba" ""
"Poland" "ba" ""
"Bosnia & Herzegovina" "ba" ""
"Belgium" "ba" ""
"Portugal" "ba" ""
"Hungary" "ba" ""
"Germany" "ba" ""
"Norway" "hr" ""
"Spain" "hr" "10"
"Sweden" "hr" ""
"France" "hr" "3"
"Denmark" "hr" ""
"Croatia" "hr" ""
"Slovenia" "hr" "2"
"Israel" "hr" "4"
"Cyprus" "hr" "1"
"United Kingdom" "hr" ""
"Malta" "hr" "12"
"Greece" "hr" "7"
"Austria" "hr" ""
"Ireland" "hr" ""
"Iceland" "hr" ""
"Turkey" "hr" "5"
"Russia" "hr" "6"
"Poland" "hr" ""
"Bosnia & Herzegovina" "hr" "8"
"Belgium" "hr" ""
"Portugal" "hr" ""
"Hungary" "hr" ""
"Germany" "hr" ""
"Norway" "cy" "7"
"Spain" "cy" "10"
"Sweden" "cy" "4"
"France" "cy" "2"
"Denmark" "cy" ""
"Croatia" "cy" "5"
"Slovenia" "cy" "3"
"Israel" "cy" "8"
"Cyprus" "cy" ""
"United Kingdom" "cy" ""
"Malta" "cy" "6"
"Greece" "cy" "12"
"Austria" "cy" ""
"Ireland" "cy" ""
"Iceland" "cy" ""
"Turkey" "cy" ""
"Russia" "cy" "1"
"Poland" "cy" ""
"Bosnia & Herzegovina" "cy" ""
"Belgium" "cy" ""
"Portugal" "cy" ""
"Hungary" "cy" ""
"Germany" "cy" ""
"Norway" "dk" "2"
"Spain" "dk" ""
"Sweden" "dk" "12"
"France" "dk" "6"
"Denmark" "dk" ""
"Croatia" "dk" ""
"Slovenia" "dk" ""
"Israel" "dk" ""
"Cyprus" "dk" "5"
"United Kingdom" "dk" "7"
"Malta" "dk" "4"
"Greece" "dk" ""
"Austria" "dk" "10"
"Ireland" "dk" "1"
"Iceland" "dk" "8"
"Turkey" "dk" ""
"Russia" "dk" ""
"Poland" "dk" ""
