"Country" "Voter" "Points"
"Sweden" "at" "10"
"Denmark" "at" "7"
"Slovenia" "at" "8"
"Romania" "at" "6"
"Bosnia & Herzegovina" "at" "12"
"Ukraine" "at" ""
"Austria" "at" ""
"Ireland" "at" ""
"Estonia" "at" "5"
"Moldova" "at" ""
"Belgium" "at" "1"
"Bulgaria" "at" "2"
"Slovakia" "at" "3"
"Belarus" "at" ""
"Israel" "at" ""
"North Macedonia" "at" ""
"Latvia" "at" "4"
"Cyprus" "at" ""
"Netherlands" "at" ""
"Sweden" "by" "8"
"Denmark" "by" "4"
"Slovenia" "by" ""
"Romania" "by" ""
"Bosnia & Herzegovina" "by" "5"
"Ukraine" "by" "12"
"Austria" "by" ""
"Ireland" "by" ""
"Estonia" "by" "1"
"Moldova" "by" "10"
"Belgium" "by" ""
"Bulgaria" "by" ""
"Slovakia" "by" "3"
"Belarus" "by" ""
"Israel" "by" "6"
"North Macedonia" "by" "7"
"Latvia" "by" "2"
"Cyprus" "by" ""
"Netherlands" "by" ""
"Sweden" "be" "12"
"Denmark" "be" "7"
"Slovenia" "be" ""
"Romania" "be" "10"
"Bosnia & Herzegovina" "be" "4"
"Ukraine" "be" ""
"Austria" "be" ""
"Ireland" "be" "5"
"Estonia" "be" "6"
"Moldova" "be" ""
"Belgium" "be" ""
"Bulgaria" "be" "1"
"Slovakia" "be" "3"
"Belarus" "be" ""
"Israel" "be" "2"
"North Macedonia" "be" ""
"Latvia" "be" ""
"Cyprus" "be" ""
"Netherlands" "be" "8"
"Sweden" "ba" "5"
"Denmark" "ba" "1"
"Slovenia" "ba" "12"
"Romania" "ba" ""
"Bosnia & Herzegovina" "ba" ""
"Ukraine" "ba" "4"
"Austria" "ba" "7"
"Ireland" "ba" "3"
"Estonia" "ba" ""
"Moldova" "ba" ""
"Belgium" "ba" "8"
"Bulgaria" "ba" ""
"Slovakia" "ba" "6"
"Belarus" "ba" "2"
"Israel" "ba" ""
"North Macedonia" "ba" "10"
"Latvia" "ba" ""
"Cyprus" "ba" ""
"Netherlands" "ba" ""
"Sweden" "bg" ""
"Denmark" "bg" "12"
"Slovenia" "bg" "8"
"Romania" "bg" "1"
"Bosnia & Herzegovina" "bg" ""
"Ukraine" "bg" "3"
"Austria" "bg" "10"
"Ireland" "bg" "7"
"Estonia" "bg" "4"
"Moldova" "bg" "2"
"Belgium" "bg" "6"
"Bulgaria" "bg" ""
"Slovakia" "bg" ""
"Belarus" "bg" ""
"Israel" "bg" ""
"North Macedonia" "bg" ""
"Latvia" "bg" ""
"Cyprus" "bg" ""
"Netherlands" "bg" "5"
"Sweden" "cy" "12"
"Denmark" "cy" "6"
"Slovenia" "cy" "7"
"Romania" "cy" "8"
"Bosnia & Herzegovina" "cy" ""
"Ukraine" "cy" "5"
"Austria" "cy" "4"
"Ireland" "cy" ""
"Estonia" "cy" ""
"Moldova" "cy" ""
"Belgium" "cy" "2"
"Bulgaria" "cy" "10"
"Slovakia" "cy" ""
"Belarus" "cy" "3"
"Israel" "cy" "1"
"North Macedonia" "cy" ""
"Latvia" "cy" ""
"Cyprus" "cy" ""
"Netherlands" "cy" ""
"Sweden" "dk" "12"
"Denmark" "dk" ""
"Slovenia" "dk" "8"
"Romania" "dk" "6"
"Bosnia & Herzegovina" "dk" "7"
"Ukraine" "dk" "1"
"Austria" "dk" "5"
"Ireland" "dk" "10"
"Estonia" "dk" "3"
"Moldova" "dk" ""
"Belgium" "dk" ""
"Bulgaria" "dk" "4"
"Slovakia" "dk" ""
"Belarus" "dk" ""
"Israel" "dk" ""
"North Macedonia" "dk" ""
"Latvia" "dk" "2"
"Cyprus" "dk" ""
"Netherlands" "dk" ""
"Sweden" "ee" "12"
"Denmark" "ee" "10"
"Slovenia" "ee" "5"
"Romania" "ee" "6"
"Bosnia & Herzegovina" "ee" ""
"Ukraine" "ee" "7"
"Austria" "ee" "2"
"Ireland" "ee" "3"
"Estonia" "ee" ""
"Moldova" "ee" ""
"Belgium" "ee" "1"
"Bulgaria" "ee" ""
"Slovakia" "ee" ""
"Belarus" "ee" "4"
"Israel" "ee" ""
"North Macedonia" "ee" ""
"Latvia" "ee" "8"
"Cyprus" "ee" ""
"Netherlands" "ee" ""
"Sweden" "fr" "12"
"Denmark" "fr" "2"
"Slovenia" "fr" "5"
"Romania" "fr" "8"
"Bosnia & Herzegovina" "fr" "10"
"Ukraine" "fr" ""
"Austria" "fr" "1"
"Ireland" "fr" ""
"Estonia" "fr" "4"
"Moldova" "fr" ""
"Belgium" "fr" "6"
"Bulgaria" "fr" "3"
"Slovakia" "fr" ""
"Belarus" "fr" ""
"Israel" "fr" "7"
"North Macedonia" "fr" ""
"Latvia" "fr" ""
"Cyprus" "fr" ""
"Netherlands" "fr" ""
"Sweden" "de" "1"
"Denmark" "de" "10"
"Slovenia" "de" "3"
"Romania" "de" "6"
"Bosnia & Herzegovina" "de" "7"
"Ukraine" "de" ""
"Austria" "de" "12"
"Ireland" "de" "8"
"Estonia" "de" ""
"Moldova" "de" "5"
"Belgium" "de" ""
"Bulgaria" "de" "4"
"Slovakia" "de" ""
"Belarus" "de" ""
"Israel" "de" ""
"North Macedonia" "de" ""
"Latvia" "de" ""
"Cyprus" "de" "2"
"Netherlands" "de" ""
"Sweden" "ie" "8"
"Denmark" "ie" "12"
"Slovenia" "ie" "6"
"Romania" "ie" "3"
"Bosnia & Herzegovina" "ie" ""
"Ukraine" "ie" ""
"Austria" "ie" "2"
"Ireland" "ie" ""
"Estonia" "ie" "10"
"Moldova" "ie" "4"
"Belgium" "ie" ""
"Bulgaria" "ie" "1"
"Slovakia" "ie" "5"
"Belarus" "ie" ""
"Israel" "ie" ""
"North Macedonia" "ie" ""
"Latvia" "ie" "7"
"Cyprus" "ie" ""
"Netherlands" "ie" ""
"Sweden" "il" "12"
"Denmark" "il" "10"
"Slovenia" "il" "6"
"Romania" "il" "7"
"Bosnia & Herzegovina" "il" ""
"Ukraine" "il" "8"
"Austria" "il" "1"
"Ireland" "il" ""
"Estonia" "il" "5"
"Moldova" "il" "4"
