"Country" "Voter" "Points"
"Sweden" "at" "12"
"Ireland" "at" "10"
"Spain" "at" "6"
"Denmark" "at" "4"
"Belgium" "at" "3"
"Italy" "at" "7"
"United Kingdom" "at" "2"
"France" "at" "8"
"Finland" "at" "5"
"Luxembourg" "at" ""
"Portugal" "at" ""
"Turkey" "at" ""
"Netherlands" "at" ""
"Germany" "at" "1"
"Cyprus" "at" ""
"Switzerland" "at" ""
"Norway" "at" ""
"Yugoslavia" "at" ""
"Austria" "at" ""
"Sweden" "be" "7"
"Ireland" "be" "12"
"Spain" "be" "3"
"Denmark" "be" "8"
"Belgium" "be" ""
"Italy" "be" ""
"United Kingdom" "be" "2"
"France" "be" "10"
"Finland" "be" ""
"Luxembourg" "be" ""
"Portugal" "be" ""
"Turkey" "be" "4"
"Netherlands" "be" ""
"Germany" "be" "6"
"Cyprus" "be" ""
"Switzerland" "be" "5"
"Norway" "be" "1"
"Yugoslavia" "be" ""
"Austria" "be" ""
"Sweden" "cy" "12"
"Ireland" "cy" "10"
"Spain" "cy" "6"
"Denmark" "cy" "5"
"Belgium" "cy" ""
"Italy" "cy" ""
"United Kingdom" "cy" "2"
"France" "cy" "3"
"Finland" "cy" "4"
"Luxembourg" "cy" "7"
"Portugal" "cy" ""
"Turkey" "cy" ""
"Netherlands" "cy" ""
"Germany" "cy" ""
"Cyprus" "cy" ""
"Switzerland" "cy" "1"
"Norway" "cy" ""
"Yugoslavia" "cy" "8"
"Austria" "cy" ""
"Sweden" "dk" "12"
"Ireland" "dk" "3"
"Spain" "dk" "7"
"Denmark" "dk" ""
"Belgium" "dk" ""
"Italy" "dk" ""
"United Kingdom" "dk" "1"
"France" "dk" ""
"Finland" "dk" "6"
"Luxembourg" "dk" "5"
"Portugal" "dk" ""
"Turkey" "dk" ""
"Netherlands" "dk" ""
"Germany" "dk" "2"
"Cyprus" "dk" "10"
"Switzerland" "dk" "8"
"Norway" "dk" ""
"Yugoslavia" "dk" ""
"Austria" "dk" "4"
"Sweden" "fi" "8"
"Ireland" "fi" "7"
"Spain" "fi" ""
"Denmark" "fi" "5"
"Belgium" "fi" "10"
"Italy" "fi" "12"
"United Kingdom" "fi" "4"
"France" "fi" ""
"Finland" "fi" ""
"Luxembourg" "fi" ""
"Portugal" "fi" ""
"Turkey" "fi" "3"
"Netherlands" "fi" ""
"Germany" "fi" ""
"Cyprus" "fi" ""
"Switzerland" "fi" "1"
"Norway" "fi" "6"
"Yugoslavia" "fi" "2"
"Austria" "fi" ""
"Sweden" "fr" "6"
"Ireland" "fr" "3"
"Spain" "fr" "10"
"Denmark" "fr" "8"
"Belgium" "fr" "12"
"Italy" "fr" ""
"United Kingdom" "fr" ""
"France" "fr" ""
"Finland" "fr" "5"
"Luxembourg" "fr" ""
"Portugal" "fr" ""
"Turkey" "fr" ""
"Netherlands" "fr" "7"
"Germany" "fr" "4"
"Cyprus" "fr" "1"
"Switzerland" "fr" ""
"Norway" "fr" ""
"Yugoslavia" "fr" "2"
"Austria" "fr" ""
"Sweden" "de" "12"
"Ireland" "de" "10"
"Spain" "de" ""
"Denmark" "de" "5"
"Belgium" "de" "4"
"Italy" "de" "6"
"United Kingdom" "de" "7"
"France" "de" ""
"Finland" "de" "1"
"Luxembourg" "de" ""
"Portugal" "de" "8"
"Turkey" "de" ""
"Netherlands" "de" ""
"Germany" "de" ""
"Cyprus" "de" ""
"Switzerland" "de" ""
"Norway" "de" "2"
"Yugoslavia" "de" "3"
"Austria" "de" ""
"Sweden" "ie" "12"
"Ireland" "ie" ""
"Spain" "ie" "7"
"Denmark" "ie" "10"
"Belgium" "ie" ""
"Italy" "ie" ""
"United Kingdom" "ie" "8"
"France" "ie" ""
"Finland" "ie" ""
"Luxembourg" "ie" "5"
"Portugal" "ie" ""
"Turkey" "ie" "2"
"Netherlands" "ie" "6"
"Germany" "ie" ""
"Cyprus" "ie" "4"
"Switzerland" "ie" ""
"Norway" "ie" "3"
"Yugoslavia" "ie" ""
"Austria" "ie" "1"
"Sweden" "it" "6"
"Ireland" "it" "12"
"Spain" "it" "8"
"Denmark" "it" "5"
"Belgium" "it" "1"
"Italy" "it" ""
"United Kingdom" "it" "10"
"France" "it" "7"
"Finland" "it" ""
"Luxembourg" "it" "3"
"Portugal" "it" ""
"Turkey" "it" ""
"Netherlands" "it" ""
"Germany" "it" "2"
"Cyprus" "it" ""
"Switzerland" "it" "4"
"Norway" "it" ""
"Yugoslavia" "it" ""
"Austria" "it" ""
"Sweden" "lu" "6"
"Ireland" "lu" "5"
"Spain" "lu" "8"
"Denmark" "lu" "3"
"Belgium" "lu" "12"
"Italy" "lu" "10"
"United Kingdom" "lu" "1"
"France" "lu" ""
"Finland" "lu" ""
"Luxembourg" "lu" ""
"Portugal" "lu" "4"
"Turkey" "lu" ""
"Netherlands" "lu" "2"
"Germany" "lu" ""
"Cyprus" "lu" ""
"Switzerland" "lu" ""
"Norway" "lu" "7"
"Yugoslavia" "lu" ""
"Austria" "lu" ""
"Sweden" "nl" "10"
"Ireland" "nl" "7"
"Spain" "nl" "2"
"Denmark" "nl" "3"
"Belgium" "nl" "8"
"Italy" "nl" ""
"United Kingdom" "nl" "4"
"France" "nl" "12"
"Finland" "nl" ""
"Luxembourg" "nl" ""
"Portugal" "nl" "6"
"Turkey" "nl" "1"
"Netherlands" "nl" ""
"Germany" "nl" "5"
"Cyprus" "nl" ""
"Switzerland" "nl" ""
"Norway" "nl" ""
"Yugoslavia" "nl" ""
"Austria" "nl" ""
"Sweden" "no" "10"
"Ireland" "no" "4"
"Spain" "no" "6"
"Denmark" "no" "12"
"Belgium" "no" "3"
"Italy" "no" "1"
"United Kingdom" "no" "8"
"France" "no" "2"
"Finland" "no" "5"
"Luxembourg" "no" ""
"Portugal" "no" ""
"Turkey" "no" ""
"Netherlands" "no" ""
"Germany" "no" "7"
"Cyprus" "no" ""
"Switzerland" "no" ""
"Norway" "no" ""
"Yugoslavia" "no" ""
"Austria" "no" ""
"Sweden" "pt" "4"
"Ireland" "pt" "2"
"Spain" "pt" "12"
"Denmark" "pt" "1"
"Belgium" "pt" "10"
"Italy" "pt" "8"
"United Kingdom" "pt" "6"
"France" "pt" "7"
"Finland" "pt" "3"
"Luxembourg" "pt" ""
"Portugal" "pt" ""
"Turkey" "pt" ""
"Netherlands" "pt" ""
"Germany" "pt" "5"
"Cyprus" "pt" ""
"Switzerland" "pt" ""
"Norway" "pt" ""
"Yugoslavia" "pt" ""
"Austria" "pt" ""
"Sweden" "es" "4"
"Ireland" "es" "10"
"Spain" "es" ""
"Denmark" "es" "6"
"Belgium" "es" "2"
"Italy" "es" "12"
"United Kingdom" "es" "3"
"France" "es" ""
"Finland" "es" "1"
"Luxembourg" "es" "7"
"Portugal" "es" "5"
"Turkey" "es" ""
"Netherlands" "es" "8"
"Germany" "es" ""
"Cyprus" "es" ""
"Switzerland" "es" ""
"Norway" "es" ""
"Yugoslavia" "es" ""
"Austria" "es" ""
"Sweden" "se" ""
"Ireland" "se" "12"
"Spain" "se" "10"
"Denmark" "se" "5"
"Belgium" "se" ""
"Italy" "se" ""
"United Kingdom" "se" "3"
"France" "se" "2"
"Finland" "se" "7"
"Luxembourg" "se" ""
"Portugal" "se" ""
"Turkey" "se" "6"
"Netherlands" "se" ""
"Germany" "se" ""
"Cyprus" "se" "4"
"Switzerland" "se" "1"
"Norway" "se" "8"
"Yugoslavia" "se" ""
"Austria" "se" ""
"Sweden" "ch" "10"
"Ireland" "ch" "12"
"Spain" "ch" "3"
"Denmark" "ch" "1"
"Belgium" "ch" ""
"Italy" "ch" "7"
"United Kingdom" "ch" ""
"France" "ch" "4"
"Finland" "ch" ""
"Luxembourg" "ch" ""
"Portugal" "ch" "8"
"Turkey" "ch" "6"
"Netherlands" "ch" "5"
"Germany" "ch" ""
"Cyprus" "ch" ""
"Switzerland" "ch" ""
"Norway" "ch" "2"
"Yugoslavia" "ch" ""
"Austria" "ch" ""
"Sweden" "tr" "3"
"Ireland" "tr" "10"
"Spain" "tr" "12"
"Denmark" "tr" "2"
"Belgium" "tr" "5"
"Italy" "tr" "7"
"United Kingdom" "tr" "1"
"France" "tr" ""
"Finland" "tr" "6"
"Luxembourg" "tr" "4"
"Portugal" "tr" ""
"Turkey" "tr" ""
"Netherlands" "tr" ""
"Germany" "tr" ""
"Cyprus" "tr" ""
"Switzerland" "tr" ""
"Norway" "tr" ""
"Yugoslavia" "tr" "8"
"Austria" "tr" ""
"Sweden" "gb" "7"
"Ireland" "gb" "8"
"Spain" "gb" "4"
"Denmark" "gb" "12"
"Belgium" "gb" ""
"Italy" "gb" ""
"United Kingdom" "gb" ""
"France" "gb" "6"
"Finland" "gb" ""
"Luxembourg" "gb" ""
"Portugal" "gb" ""
"Turkey" "gb" "5"
"Netherlands" "gb" "1"
"Germany" "gb" "2"
"Cyprus" "gb" ""
"Switzerland" "gb" "10"
"Norway" "gb" ""
"Yugoslavia" "gb" "3"
"Austria" "gb" ""
"Sweden" "yu" "4"
"Ireland" "yu" ""
"Spain" "yu" "2"
"Denmark" "yu" "6"
"Belgium" "yu" ""
"Italy" "yu" ""
"United Kingdom" "yu" "1"
"France" "yu" ""
"Finland" "yu" "3"
"Luxembourg" "yu" "8"
"Portugal" "yu" "7"
"Turkey" "yu" "10"
"Netherlands" "yu" "5"
"Germany" "yu" ""
"Cyprus" "yu" "12"
"Switzerland" "yu" ""
"Norway" "yu" ""
"Yugoslavia" "yu" ""
"Austria" "yu" ""
