"Country" "Voter" "Points"
"Germany" "al" "10"
"Turkey" "al" "8"
"Romania" "al" "5"
"Denmark" "al" "2"
"Azerbaijan" "al" ""
"Belgium" "al" ""
"Armenia" "al" ""
"Greece" "al" "12"
"Georgia" "al" ""
"Ukraine" "al" ""
"Russia" "al" ""
"France" "al" ""
"Serbia" "al" "3"
"Israel" "al" "4"
"Spain" "al" "7"
"Albania" "al" ""
"Bosnia & Herzegovina" "al" "6"
"Portugal" "al" ""
"Iceland" "al" ""
"Norway" "al" ""
"Cyprus" "al" ""
"Moldova" "al" ""
"Ireland" "al" ""
"Belarus" "al" ""
"United Kingdom" "al" "1"
"Germany" "am" ""
"Turkey" "am" ""
"Romania" "am" "1"
"Denmark" "am" "5"
"Azerbaijan" "am" ""
"Belgium" "am" ""
"Armenia" "am" ""
"Greece" "am" "3"
"Georgia" "am" "12"
"Ukraine" "am" "8"
"Russia" "am" "10"
"France" "am" "6"
"Serbia" "am" ""
"Israel" "am" ""
"Spain" "am" "7"
"Albania" "am" ""
"Bosnia & Herzegovina" "am" ""
"Portugal" "am" "4"
"Iceland" "am" ""
"Norway" "am" "2"
"Cyprus" "am" ""
"Moldova" "am" ""
"Ireland" "am" ""
"Belarus" "am" ""
"United Kingdom" "am" ""
"Germany" "az" "1"
"Turkey" "az" "12"
"Romania" "az" "7"
"Denmark" "az" "4"
"Azerbaijan" "az" ""
"Belgium" "az" ""
"Armenia" "az" ""
"Greece" "az" ""
"Georgia" "az" "8"
"Ukraine" "az" "10"
"Russia" "az" "3"
"France" "az" ""
"Serbia" "az" ""
"Israel" "az" "5"
"Spain" "az" ""
"Albania" "az" ""
"Bosnia & Herzegovina" "az" ""
"Portugal" "az" ""
"Iceland" "az" ""
"Norway" "az" ""
"Cyprus" "az" ""
"Moldova" "az" "6"
"Ireland" "az" ""
"Belarus" "az" ""
"United Kingdom" "az" "2"
"Germany" "by" ""
"Turkey" "by" "3"
"Romania" "by" "1"
"Denmark" "by" ""
"Azerbaijan" "by" "6"
"Belgium" "by" ""
"Armenia" "by" "5"
"Greece" "by" ""
"Georgia" "by" "7"
"Ukraine" "by" "10"
"Russia" "by" "12"
"France" "by" ""
"Serbia" "by" ""
"Israel" "by" "8"
"Spain" "by" ""
"Albania" "by" ""
"Bosnia & Herzegovina" "by" ""
"Portugal" "by" ""
"Iceland" "by" "2"
"Norway" "by" ""
"Cyprus" "by" ""
"Moldova" "by" "4"
"Ireland" "by" ""
"Belarus" "by" ""
"United Kingdom" "by" ""
"Germany" "be" "10"
"Turkey" "be" "6"
"Romania" "be" ""
"Denmark" "be" "2"
"Azerbaijan" "be" "5"
"Belgium" "be" ""
"Armenia" "be" "7"
"Greece" "be" "12"
"Georgia" "be" "4"
"Ukraine" "be" ""
"Russia" "be" ""
"France" "be" ""
"Serbia" "be" ""
"Israel" "be" ""
"Spain" "be" "1"
"Albania" "be" "3"
"Bosnia & Herzegovina" "be" ""
"Portugal" "be" ""
"Iceland" "be" "8"
"Norway" "be" ""
"Cyprus" "be" ""
"Moldova" "be" ""
"Ireland" "be" ""
"Belarus" "be" ""
"United Kingdom" "be" ""
"Germany" "ba" "8"
"Turkey" "ba" "10"
"Romania" "ba" "2"
"Denmark" "ba" ""
"Azerbaijan" "ba" "7"
"Belgium" "ba" ""
"Armenia" "ba" ""
"Greece" "ba" "6"
"Georgia" "ba" "4"
"Ukraine" "ba" ""
"Russia" "ba" ""
"France" "ba" "3"
"Serbia" "ba" "12"
"Israel" "ba" "1"
"Spain" "ba" ""
"Albania" "ba" "5"
"Bosnia & Herzegovina" "ba" ""
"Portugal" "ba" ""
"Iceland" "ba" ""
"Norway" "ba" ""
"Cyprus" "ba" ""
"Moldova" "ba" ""
"Ireland" "ba" ""
"Belarus" "ba" ""
"United Kingdom" "ba" ""
"Germany" "bg" "3"
"Turkey" "bg" "10"
"Romania" "bg" ""
"Denmark" "bg" ""
"Azerbaijan" "bg" "12"
"Belgium" "bg" ""
"Armenia" "bg" "8"
"Greece" "bg" "5"
"Georgia" "bg" "6"
"Ukraine" "bg" "7"
"Russia" "bg" ""
"France" "bg" ""
"Serbia" "bg" ""
"Israel" "bg" ""
"Spain" "bg" "2"
"Albania" "bg" ""
"Bosnia & Herzegovina" "bg" ""
"Portugal" "bg" ""
"Iceland" "bg" ""
"Norway" "bg" ""
"Cyprus" "bg" "4"
"Moldova" "bg" ""
"Ireland" "bg" ""
"Belarus" "bg" "1"
"United Kingdom" "bg" ""
"Germany" "hr" "6"
"Turkey" "hr" "12"
"Romania" "hr" ""
"Denmark" "hr" "2"
"Azerbaijan" "hr" ""
"Belgium" "hr" ""
"Armenia" "hr" ""
"Greece" "hr" ""
"Georgia" "hr" "7"
"Ukraine" "hr" ""
"Russia" "hr" ""
"France" "hr" "3"
"Serbia" "hr" "8"
"Israel" "hr" ""
"Spain" "hr" ""
"Albania" "hr" "5"
"Bosnia & Herzegovina" "hr" "10"
"Portugal" "hr" ""
"Iceland" "hr" ""
"Norway" "hr" ""
"Cyprus" "hr" "4"
"Moldova" "hr" ""
"Ireland" "hr" "1"
"Belarus" "hr" ""
"United Kingdom" "hr" ""
"Germany" "cy" "4"
"Turkey" "cy" ""
"Romania" "cy" "8"
"Denmark" "cy" ""
"Azerbaijan" "cy" "10"
"Belgium" "cy" ""
"Armenia" "cy" "7"
"Greece" "cy" "12"
"Georgia" "cy" "5"
"Ukraine" "cy" "6"
"Russia" "cy" ""
"France" "cy" "3"
"Serbia" "cy" "1"
"Israel" "cy" "2"
"Spain" "cy" ""
"Albania" "cy" ""
"Bosnia & Herzegovina" "cy" ""
"Portugal" "cy" ""
"Iceland" "cy" ""
"Norway" "cy" ""
"Cyprus" "cy" ""
"Moldova" "cy" ""
"Ireland" "cy" ""
"Belarus" "cy" ""
"United Kingdom" "cy" ""
"Germany" "dk" "12"
"Turkey" "dk" "6"
"Romania" "dk" "8"
"Denmark" "dk" ""
"Azerbaijan" "dk" "2"
"Belgium" "dk" "10"
"Armenia" "dk" ""
"Greece" "dk" ""
"Georgia" "dk" ""
"Ukraine" "dk" ""
"Russia" "dk" ""
"France" "dk" "7"
"Serbia" "dk" ""
"Israel" "dk" ""
"Spain" "dk" ""
"Albania" "dk" ""
"Bosnia & Herzegovina" "dk" ""
"Portugal" "dk" "4"
"Iceland" "dk" "3"
"Norway" "dk" "5"
"Cyprus" "dk" "1"
"Moldova" "dk" ""
"Ireland" "dk" ""
"Belarus" "dk" ""
"United Kingdom" "dk" ""
"Germany" "ee" "12"
"Turkey" "ee" "6"
"Romania" "ee" ""
"Denmark" "ee" "5"
"Azerbaijan" "ee" ""
"Belgium" "ee" "3"
"Armenia" "ee" ""
"Greece" "ee" ""
"Georgia" "ee" "8"
"Ukraine" "ee" ""
"Russia" "ee" "10"
"France" "ee" "1"
"Serbia" "ee" ""
"Israel" "ee" ""
"Spain" "ee" ""
"Albania" "ee" ""
"Bosnia & Herzegovina" "ee" ""
"Portugal" "ee" ""
"Iceland" "ee" "4"
"Norway" "ee" "7"
