"Country" "Voter" "Points"
"Ireland" "at" "7"
"Norway" "at" "8"
"Sweden" "at" "10"
"Croatia" "at" ""
"Estonia" "at" "5"
"Portugal" "at" "1"
"Netherlands" "at" "12"
"United Kingdom" "at" "3"
"Cyprus" "at" "2"
"Malta" "at" ""
"Austria" "at" ""
"Turkey" "at" ""
"Iceland" "at" "6"
"Greece" "at" ""
"Poland" "at" "4"
"Switzerland" "at" ""
"Belgium" "at" ""
"Slovakia" "at" ""
"France" "at" ""
"Spain" "at" ""
"Slovenia" "at" ""
"Bosnia & Herzegovina" "at" ""
"Finland" "at" ""
"Ireland" "be" "3"
"Norway" "be" "8"
"Sweden" "be" "10"
"Croatia" "be" "4"
"Estonia" "be" ""
"Portugal" "be" "6"
"Netherlands" "be" "1"
"United Kingdom" "be" "12"
"Cyprus" "be" ""
"Malta" "be" ""
"Austria" "be" ""
"Turkey" "be" "5"
"Iceland" "be" ""
"Greece" "be" ""
"Poland" "be" ""
"Switzerland" "be" "2"
"Belgium" "be" ""
"Slovakia" "be" ""
"France" "be" "7"
"Spain" "be" ""
"Slovenia" "be" ""
"Bosnia & Herzegovina" "be" ""
"Finland" "be" ""
"Ireland" "ba" "12"
"Norway" "ba" "3"
"Sweden" "ba" "4"
"Croatia" "ba" "10"
"Estonia" "ba" ""
"Portugal" "ba" "1"
"Netherlands" "ba" "2"
"United Kingdom" "ba" ""
"Cyprus" "ba" ""
"Malta" "ba" ""
"Austria" "ba" "6"
"Turkey" "ba" "5"
"Iceland" "ba" ""
"Greece" "ba" ""
"Poland" "ba" "7"
"Switzerland" "ba" ""
"Belgium" "ba" ""
"Slovakia" "ba" ""
"France" "ba" ""
"Spain" "ba" ""
"Slovenia" "ba" "8"
"Bosnia & Herzegovina" "ba" ""
"Finland" "ba" ""
"Ireland" "hr" ""
"Norway" "hr" "5"
"Sweden" "hr" ""
"Croatia" "hr" ""
"Estonia" "hr" ""
"Portugal" "hr" "10"
"Netherlands" "hr" ""
"United Kingdom" "hr" "7"
"Cyprus" "hr" "8"
"Malta" "hr" "12"
"Austria" "hr" ""
"Turkey" "hr" "1"
"Iceland" "hr" ""
"Greece" "hr" ""
"Poland" "hr" ""
"Switzerland" "hr" ""
"Belgium" "hr" "2"
"Slovakia" "hr" ""
"France" "hr" ""
"Spain" "hr" "4"
"Slovenia" "hr" "6"
"Bosnia & Herzegovina" "hr" "3"
"Finland" "hr" ""
"Ireland" "cy" "6"
"Norway" "cy" "3"
"Sweden" "cy" ""
"Croatia" "cy" "8"
"Estonia" "cy" "7"
"Portugal" "cy" "12"
"Netherlands" "cy" "5"
"United Kingdom" "cy" "1"
"Cyprus" "cy" ""
"Malta" "cy" ""
"Austria" "cy" ""
"Turkey" "cy" ""
"Iceland" "cy" ""
"Greece" "cy" "10"
"Poland" "cy" "4"
"Switzerland" "cy" ""
"Belgium" "cy" ""
"Slovakia" "cy" ""
"France" "cy" ""
"Spain" "cy" "2"
"Slovenia" "cy" ""
