"Country" "Voter" "Points"
"Latvia" "at" "10"
"Malta" "at" "8"
"United Kingdom" "at" "12"
"Estonia" "at" "3"
"France" "at" ""
"Cyprus" "at" ""
"Spain" "at" ""
"Sweden" "at" "4"
"Romania" "at" ""
"Russia" "at" ""
"Croatia" "at" "6"
"Israel" "at" ""
"Bosnia & Herzegovina" "at" "7"
"Belgium" "at" ""
"Slovenia" "at" "2"
"Turkey" "at" ""
"Greece" "at" ""
"Austria" "at" ""
"North Macedonia" "at" ""
"Finland" "at" ""
"Germany" "at" "1"
"Switzerland" "at" "5"
"Lithuania" "at" ""
"Denmark" "at" ""
"Latvia" "be" "8"
"Malta" "be" "7"
"United Kingdom" "be" "6"
"Estonia" "be" "4"
"France" "be" "10"
"Cyprus" "be" "3"
"Spain" "be" "12"
"Sweden" "be" "1"
"Romania" "be" ""
"Russia" "be" ""
"Croatia" "be" ""
"Israel" "be" "2"
"Bosnia & Herzegovina" "be" ""
"Belgium" "be" ""
"Slovenia" "be" ""
"Turkey" "be" ""
"Greece" "be" ""
"Austria" "be" "5"
"North Macedonia" "be" ""
"Finland" "be" ""
"Germany" "be" ""
"Switzerland" "be" ""
"Lithuania" "be" ""
"Denmark" "be" ""
"Latvia" "ba" "5"
"Malta" "ba" "4"
"United Kingdom" "ba" "7"
"Estonia" "ba" "10"
"France" "ba" "8"
"Cyprus" "ba" ""
"Spain" "ba" "6"
"Sweden" "ba" "12"
"Romania" "ba" ""
"Russia" "ba" ""
"Croatia" "ba" "2"
"Israel" "ba" ""
"Bosnia & Herzegovina" "ba" ""
"Belgium" "ba" ""
"Slovenia" "ba" "1"
"Turkey" "ba" ""
"Greece" "ba" ""
"Austria" "ba" ""
"North Macedonia" "ba" ""
"Finland" "ba" "3"
"Germany" "ba" ""
"Switzerland" "ba" ""
"Lithuania" "ba" ""
"Denmark" "ba" ""
"Latvia" "hr" "2"
"Malta" "hr" "12"
"United Kingdom" "hr" ""
"Estonia" "hr" "5"
"France" "hr" ""
"Cyprus" "hr" "10"
"Spain" "hr" "6"
"Sweden" "hr" ""
"Romania" "hr" ""
"Russia" "hr" ""
"Croatia" "hr" ""
"Israel" "hr" ""
"Bosnia & Herzegovina" "hr" "7"
"Belgium" "hr" ""
"Slovenia" "hr" "8"
"Turkey" "hr" "3"
"Greece" "hr" "1"
"Austria" "hr" ""
"North Macedonia" "hr" "4"
"Finland" "hr" ""
"Germany" "hr" ""
"Switzerland" "hr" ""
"Lithuania" "hr" ""
"Denmark" "hr" ""
"Latvia" "cy" "4"
"Malta" "cy" "10"
"United Kingdom" "cy" ""
"Estonia" "cy" ""
"France" "cy" ""
"Cyprus" "cy" ""
"Spain" "cy" "7"
"Sweden" "cy" ""
"Romania" "cy" "8"
"Russia" "cy" "5"
"Croatia" "cy" "6"
"Israel" "cy" ""
"Bosnia & Herzegovina" "cy" ""
"Belgium" "cy" ""
"Slovenia" "cy" ""
"Turkey" "cy" ""
"Greece" "cy" "12"
"Austria" "cy" "1"
"North Macedonia" "cy" "3"
"Finland" "cy" "2"
"Germany" "cy" ""
"Switzerland" "cy" ""
"Lithuania" "cy" ""
"Denmark" "cy" ""
"Latvia" "dk" "7"
"Malta" "dk" "12"
"United Kingdom" "dk" "6"
"Estonia" "dk" "8"
"France" "dk" "5"
"Cyprus" "dk" ""
"Spain" "dk" ""
"Sweden" "dk" "10"
"Romania" "dk" ""
"Russia" "dk" ""
"Croatia" "dk" ""
"Israel" "dk" "1"
"Bosnia & Herzegovina" "dk" "2"
"Belgium" "dk" "4"
"Slovenia" "dk" ""
"Turkey" "dk" ""
"Greece" "dk" ""
"Austria" "dk" ""
"North Macedonia" "dk" ""
"Finland" "dk" "3"
"Germany" "dk" ""
"Switzerland" "dk" ""
"Lithuania" "dk" ""
"Denmark" "dk" ""
"Latvia" "ee" "12"
"Malta" "ee" "7"
"United Kingdom" "ee" "6"
"Estonia" "ee" ""
"France" "ee" "3"
"Cyprus" "ee" "4"
"Spain" "ee" ""
"Sweden" "ee" "8"
"Romania" "ee" ""
"Russia" "ee" "10"
"Croatia" "ee" ""
"Israel" "ee" ""
"Bosnia & Herzegovina" "ee" ""
"Belgium" "ee" ""
"Slovenia" "ee" ""
"Turkey" "ee" ""
"Greece" "ee" ""
"Austria" "ee" ""
"North Macedonia" "ee" ""
"Finland" "ee" "5"
"Germany" "ee" "1"
"Switzerland" "ee" ""
"Lithuania" "ee" "2"
"Denmark" "ee" ""
"Latvia" "fi" "6"
"Malta" "fi" "2"
"United Kingdom" "fi" "8"
"Estonia" "fi" "10"
"France" "fi" "12"
"Cyprus" "fi" "4"
"Spain" "fi" ""
"Sweden" "fi" "7"
"Romania" "fi" ""
"Russia" "fi" "3"
"Croatia" "fi" ""
"Israel" "fi" "5"
"Bosnia & Herzegovina" "fi" ""
"Belgium" "fi" ""
"Slovenia" "fi" ""
"Turkey" "fi" ""
"Greece" "fi" ""
"Austria" "fi" ""
"North Macedonia" "fi" "1"
"Finland" "fi" ""
"Germany" "fi" ""
"Switzerland" "fi" ""
"Lithuania" "fi" ""
"Denmark" "fi" ""
"Latvia" "fr" "8"
"Malta" "fr" "6"
"United Kingdom" "fr" "1"
"Estonia" "fr" ""
"France" "fr" ""
"Cyprus" "fr" ""
"Spain" "fr" "12"
"Sweden" "fr" ""
"Romania" "fr" "4"
"Russia" "fr" ""
"Croatia" "fr" ""
"Israel" "fr" "10"
"Bosnia & Herzegovina" "fr" ""
"Belgium" "fr" "2"
"Slovenia" "fr" "5"
"Turkey" "fr" "7"
"Greece" "fr" ""
"Austria" "fr" ""
"North Macedonia" "fr" ""
"Finland" "fr" ""
"Germany" "fr" ""
"Switzerland" "fr" "3"
"Lithuania" "fr" ""
"Denmark" "fr" ""
"Latvia" "de" "12"
"Malta" "de" "10"
"United Kingdom" "de" "8"
"Estonia" "de" "4"
"France" "de" "6"
"Cyprus" "de" ""
"Spain" "de" "7"
"Sweden" "de" ""
"Romania" "de" "1"
"Russia" "de" ""
"Croatia" "de" "3"
"Israel" "de" "5"
"Bosnia & Herzegovina" "de" ""
"Belgium" "de" ""
"Slovenia" "de" ""
"Turkey" "de" ""
"Greece" "de" ""
"Austria" "de" ""
"North Macedonia" "de" ""
"Finland" "de" ""
"Germany" "de" ""
"Switzerland" "de" "2"
"Lithuania" "de" ""
"Denmark" "de" ""
"Latvia" "gr" "10"
"Malta" "gr" "6"
"United Kingdom" "gr" "7"
"Estonia" "gr" ""
"France" "gr" "3"
"Cyprus" "gr" "12"
"Spain" "gr" "4"
"Sweden" "gr" "1"
"Romania" "gr" "8"
"Russia" "gr" "2"
"Croatia" "gr" "5"
"Israel" "gr" ""
"Bosnia & Herzegovina" "gr" ""
"Belgium" "gr" ""
"Slovenia" "gr" ""
"Turkey" "gr" ""
"Greece" "gr" ""
"Austria" "gr" ""
"North Macedonia" "gr" ""
"Finland" "gr" ""
"Germany" "gr" ""
"Switzerland" "gr" ""
"Lithuania" "gr" ""
"Denmark" "gr" ""
"Latvia" "il" "12"
"Malta" "il" "10"
"United Kingdom" "il" "5"
"Estonia" "il" "2"
"France" "il" "7"
"Cyprus" "il" ""
"Spain" "il" "6"
"Sweden" "il" "3"
"Romania" "il" "8"
"Russia" "il" "1"
"Croatia" "il" ""
"Israel" "il" ""
"Bosnia & Herzegovina" "il" ""
"Belgium" "il" ""
"Slovenia" "il" ""
"Turkey" "il" ""
"Greece" "il" ""
"Austria" "il" ""
"North Macedonia" "il" ""
"Finland" "il" ""
"Germany" "il" ""
"Switzerland" "il" ""
"Lithuania" "il" ""
"Denmark" "il" "4"
"Latvia" "lv" ""
"Malta" "lv" "7"
"United Kingdom" "lv" "5"
"Estonia" "lv" "12"
"France" "lv" "2"
"Cyprus" "lv" "8"
"Spain" "lv" ""
"Sweden" "lv" "4"
"Romania" "lv" ""
"Russia" "lv" "10"
"Croatia" "lv" ""
"Israel" "lv" "3"
"Bosnia & Herzegovina" "lv" ""
"Belgium" "lv" ""
"Slovenia" "lv" ""
"Turkey" "lv" ""
"Greece" "lv" ""
"Austria" "lv" ""
"North Macedonia" "lv" ""
"Finland" "lv" ""
"Germany" "lv" ""
"Switzerland" "lv" "1"
"Lithuania" "lv" "6"
"Denmark" "lv" ""
"Latvia" "lt" "12"
"Malta" "lt" "3"
"United Kingdom" "lt" "8"
"Estonia" "lt" "7"
"France" "lt" "5"
"Cyprus" "lt" "4"
"Spain" "lt" ""
"Sweden" "lt" "10"
"Romania" "lt" ""
"Russia" "lt" "6"
"Croatia" "lt" ""
"Israel" "lt" ""
"Bosnia & Herzegovina" "lt" ""
"Belgium" "lt" "2"
"Slovenia" "lt" ""
"Turkey" "lt" ""
"Greece" "lt" ""
"Austria" "lt" ""
"North Macedonia" "lt" ""
"Finland" "lt" ""
"Germany" "lt" ""
"Switzerland" "lt" ""
"Lithuania" "lt" ""
"Denmark" "lt" "1"
