"Country" "Voter" "Points"
"Israel" "al" "14"
"Cyprus" "al" "24"
"Czech Republic" "al" "2"
"Austria" "al" "3"
"Estonia" "al" "6"
"Ireland" "al" ""
"Bulgaria" "al" "11"
"Albania" "al" ""
"Lithuania" "al" "1"
"Finland" "al" "8"
"Azerbaijan" "al" "12"
"Belgium" "al" "4"
"Switzerland" "al" "3"
"Greece" "al" "13"
"Armenia" "al" ""
"Belarus" "al" "7"
"Croatia" "al" ""
"North Macedonia" "al" "8"
"Iceland" "al" ""
"Israel" "am" "16"
"Cyprus" "am" "22"
"Czech Republic" "am" "14"
"Austria" "am" "10"
"Estonia" "am" "13"
"Ireland" "am" ""
"Bulgaria" "am" "2"
"Albania" "am" "5"
"Lithuania" "am" ""
"Finland" "am" ""
"Azerbaijan" "am" ""
"Belgium" "am" "9"
"Switzerland" "am" "3"
"Greece" "am" "10"
"Armenia" "am" ""
"Belarus" "am" "11"
"Croatia" "am" "1"
"North Macedonia" "am" ""
"Iceland" "am" ""
"Israel" "at" "18"
"Cyprus" "at" "7"
"Czech Republic" "at" "18"
"Austria" "at" ""
"Estonia" "at" "6"
"Ireland" "at" "17"
"Bulgaria" "at" "9"
"Albania" "at" "7"
"Lithuania" "at" "2"
"Finland" "at" ""
"Azerbaijan" "at" "4"
"Belgium" "at" "7"
"Switzerland" "at" "9"
"Greece" "at" ""
"Armenia" "at" "10"
"Belarus" "at" ""
"Croatia" "at" "2"
"North Macedonia" "at" ""
"Iceland" "at" ""
"Israel" "az" "14"
"Cyprus" "az" "15"
"Czech Republic" "az" "8"
"Austria" "az" "5"
"Estonia" "az" "4"
"Ireland" "az" "6"
"Bulgaria" "az" "6"
"Albania" "az" "7"
"Lithuania" "az" "1"
"Finland" "az" ""
"Azerbaijan" "az" ""
"Belgium" "az" "2"
"Switzerland" "az" "3"
"Greece" "az" "10"
"Armenia" "az" ""
"Belarus" "az" "24"
"Croatia" "az" "5"
"North Macedonia" "az" "6"
"Iceland" "az" ""
"Israel" "by" "16"
"Cyprus" "by" "7"
"Czech Republic" "by" "18"
"Austria" "by" "5"
"Estonia" "by" "3"
"Ireland" "by" "3"
"Bulgaria" "by" "10"
"Albania" "by" "12"
"Lithuania" "by" "6"
"Finland" "by" "3"
"Azerbaijan" "by" ""
"Belgium" "by" "2"
"Switzerland" "by" ""
"Greece" "by" ""
"Armenia" "by" "16"
"Belarus" "by" ""
"Croatia" "by" "8"
"North Macedonia" "by" ""
"Iceland" "by" "7"
"Israel" "be" "10"
"Cyprus" "be" "10"
"Czech Republic" "be" "18"
"Austria" "be" "22"
"Estonia" "be" "5"
"Ireland" "be" "17"
"Bulgaria" "be" "2"
"Albania" "be" "4"
"Lithuania" "be" "4"
"Finland" "be" "2"
"Azerbaijan" "be" ""
"Belgium" "be" ""
"Switzerland" "be" "8"
"Greece" "be" "1"
"Armenia" "be" "12"
"Belarus" "be" ""
"Croatia" "be" ""
"North Macedonia" "be" ""
"Iceland" "be" "1"
"Israel" "bg" "12"
"Cyprus" "bg" "15"
"Czech Republic" "bg" "10"
"Austria" "bg" "16"
"Estonia" "bg" "4"
"Ireland" "bg" ""
"Bulgaria" "bg" ""
"Albania" "bg" "6"
"Lithuania" "bg" "10"
"Finland" "bg" "2"
"Azerbaijan" "bg" ""
"Belgium" "bg" "12"
"Switzerland" "bg" ""
"Greece" "bg" "10"
"Armenia" "bg" "8"
"Belarus" "bg" "2"
"Croatia" "bg" "4"
"North Macedonia" "bg" "5"
"Iceland" "bg" ""
"Israel" "hr" "12"
"Cyprus" "hr" "14"
"Czech Republic" "hr" "20"
"Austria" "hr" "7"
"Estonia" "hr" "6"
"Ireland" "hr" "15"
"Bulgaria" "hr" "6"
"Albania" "hr" "8"
"Lithuania" "hr" "8"
"Finland" "hr" ""
"Azerbaijan" "hr" "5"
"Belgium" "hr" "1"
"Switzerland" "hr" "7"
"Greece" "hr" "6"
"Armenia" "hr" ""
"Belarus" "hr" ""
"Croatia" "hr" ""
"North Macedonia" "hr" "1"
"Iceland" "hr" ""
"Israel" "cy" "20"
"Cyprus" "cy" ""
"Czech Republic" "cy" "8"
"Austria" "cy" "4"
"Estonia" "cy" "11"
"Ireland" "cy" "2"
"Bulgaria" "cy" "16"
"Albania" "cy" "7"
"Lithuania" "cy" "3"
"Finland" "cy" "2"
"Azerbaijan" "cy" "10"
"Belgium" "cy" ""
"Switzerland" "cy" ""
"Greece" "cy" "20"
"Armenia" "cy" "4"
"Belarus" "cy" "5"
"Croatia" "cy" "4"
"North Macedonia" "cy" ""
"Iceland" "cy" ""
"Israel" "cz" "24"
"Cyprus" "cz" "7"
"Czech Republic" "cz" ""
"Austria" "cz" "7"
"Estonia" "cz" "5"
"Ireland" "cz" "12"
"Bulgaria" "cz" "9"
"Albania" "cz" "8"
"Lithuania" "cz" "3"
"Finland" "cz" "1"
"Azerbaijan" "cz" "10"
"Belgium" "cz" "10"
"Switzerland" "cz" "6"
"Greece" "cz" ""
"Armenia" "cz" "10"
"Belarus" "cz" ""
"Croatia" "cz" ""
"North Macedonia" "cz" ""
"Iceland" "cz" "4"
"Israel" "ee" "1"
"Cyprus" "ee" "12"
"Czech Republic" "ee" "7"
"Austria" "ee" "20"
"Estonia" "ee" ""
"Ireland" "ee" "11"
"Bulgaria" "ee" "7"
"Albania" "ee" "1"
"Lithuania" "ee" "20"
"Finland" "ee" "17"
"Azerbaijan" "ee" "3"
"Belgium" "ee" "7"
"Switzerland" "ee" "2"
"Greece" "ee" ""
"Armenia" "ee" ""
"Belarus" "ee" "6"
"Croatia" "ee" "2"
"North Macedonia" "ee" ""
"Iceland" "ee" ""
"Israel" "fi" "22"
"Cyprus" "fi" "12"
"Czech Republic" "fi" "7"
"Austria" "fi" "16"
"Estonia" "fi" "12"
"Ireland" "fi" "10"
"Bulgaria" "fi" "10"
"Albania" "fi" "7"
"Lithuania" "fi" "4"
"Finland" "fi" ""
"Azerbaijan" "fi" ""
"Belgium" "fi" "5"
"Switzerland" "fi" "5"
"Greece" "fi" ""
"Armenia" "fi" "3"
"Belarus" "fi" "3"
"Croatia" "fi" ""
"North Macedonia" "fi" ""
"Iceland" "fi" ""
"Israel" "gr" "6"
"Cyprus" "gr" "19"
"Czech Republic" "gr" "8"
"Austria" "gr" ""
"Estonia" "gr" "18"
"Ireland" "gr" "4"
"Bulgaria" "gr" "13"
"Albania" "gr" "18"
"Lithuania" "gr" ""
"Finland" "gr" ""
"Azerbaijan" "gr" "15"
"Belgium" "gr" ""
"Switzerland" "gr" "1"
"Greece" "gr" ""
"Armenia" "gr" "5"
"Belarus" "gr" "1"
"Croatia" "gr" "5"
"North Macedonia" "gr" "3"
"Iceland" "gr" ""
"Israel" "is" "18"
"Cyprus" "is" "5"
"Czech Republic" "is" "17"
"Austria" "is" "14"
"Estonia" "is" "12"
"Ireland" "is" "12"
"Bulgaria" "is" ""
"Albania" "is" "12"
"Lithuania" "is" "3"
"Finland" "is" "14"
"Azerbaijan" "is" "1"
"Belgium" "is" "2"
"Switzerland" "is" "5"
"Greece" "is" "1"
"Armenia" "is" ""
"Belarus" "is" ""
"Croatia" "is" ""
"North Macedonia" "is" ""
"Iceland" "is" ""
"Israel" "ie" "15"
"Cyprus" "ie" "19"
"Czech Republic" "ie" "8"
"Austria" "ie" "15"
"Estonia" "ie" "18"
"Ireland" "ie" ""
"Bulgaria" "ie" "9"
"Albania" "ie" "1"
"Lithuania" "ie" "12"
"Finland" "ie" "11"
"Azerbaijan" "ie" ""
"Belgium" "ie" "2"
"Switzerland" "ie" "5"
"Greece" "ie" "1"
