"Country" "Voter" "Points"
"Belgium" "at" "6"
"Switzerland" "at" "4"
"Luxembourg" "at" "10"
"Ireland" "at" "12"
"Sweden" "at" "5"
"Denmark" "at" ""
"United Kingdom" "at" "3"
"Germany" "at" "8"
"Turkey" "at" "2"
"Spain" "at" "7"
"Yugoslavia" "at" "1"
"Norway" "at" ""
"Netherlands" "at" ""
"Portugal" "at" ""
"Finland" "at" ""
"Iceland" "at" ""
"France" "at" ""
"Austria" "at" ""
"Israel" "at" ""
"Cyprus" "at" ""
"Belgium" "be" ""
"Switzerland" "be" "12"
"Luxembourg" "be" "10"
"Ireland" "be" "2"
"Sweden" "be" ""
"Denmark" "be" ""
"United Kingdom" "be" ""
"Germany" "be" "7"
"Turkey" "be" "6"
"Spain" "be" "3"
"Yugoslavia" "be" "4"
"Norway" "be" "5"
"Netherlands" "be" ""
"Portugal" "be" ""
"Finland" "be" "8"
"Iceland" "be" ""
"France" "be" ""
"Austria" "be" "1"
"Israel" "be" ""
"Cyprus" "be" ""
"Belgium" "cy" "10"
"Switzerland" "cy" "5"
"Luxembourg" "cy" "8"
"Ireland" "cy" ""
"Sweden" "cy" ""
"Denmark" "cy" "7"
"United Kingdom" "cy" "2"
"Germany" "cy" ""
"Turkey" "cy" ""
"Spain" "cy" ""
"Yugoslavia" "cy" "12"
"Norway" "cy" "6"
"Netherlands" "cy" "1"
"Portugal" "cy" ""
"Finland" "cy" "3"
"Iceland" "cy" "4"
"France" "cy" ""
"Austria" "cy" ""
"Israel" "cy" ""
"Cyprus" "cy" ""
"Belgium" "dk" "10"
"Switzerland" "dk" "4"
"Luxembourg" "dk" "2"
"Ireland" "dk" "12"
"Sweden" "dk" "6"
"Denmark" "dk" ""
"United Kingdom" "dk" "8"
"Germany" "dk" "7"
"Turkey" "dk" ""
"Spain" "dk" "3"
"Yugoslavia" "dk" ""
"Norway" "dk" "5"
"Netherlands" "dk" ""
"Portugal" "dk" "1"
"Finland" "dk" ""
"Iceland" "dk" ""
"France" "dk" ""
"Austria" "dk" ""
"Israel" "dk" ""
"Cyprus" "dk" ""
"Belgium" "fi" "12"
"Switzerland" "fi" "7"
"Luxembourg" "fi" "4"
"Ireland" "fi" "8"
"Sweden" "fi" "5"
"Denmark" "fi" ""
"United Kingdom" "fi" "10"
"Germany" "fi" "2"
"Turkey" "fi" ""
"Spain" "fi" "1"
"Yugoslavia" "fi" ""
"Norway" "fi" ""
"Netherlands" "fi" "3"
"Portugal" "fi" ""
"Finland" "fi" ""
"Iceland" "fi" ""
"France" "fi" ""
"Austria" "fi" "6"
"Israel" "fi" ""
"Cyprus" "fi" ""
"Belgium" "fr" "12"
"Switzerland" "fr" "7"
"Luxembourg" "fr" "8"
"Ireland" "fr" "3"
"Sweden" "fr" "2"
"Denmark" "fr" "5"
"United Kingdom" "fr" "10"
"Germany" "fr" ""
"Turkey" "fr" ""
"Spain" "fr" "6"
"Yugoslavia" "fr" ""
"Norway" "fr" "4"
"Netherlands" "fr" ""
"Portugal" "fr" ""
"Finland" "fr" ""
"Iceland" "fr" ""
"France" "fr" ""
"Austria" "fr" ""
"Israel" "fr" "1"
"Cyprus" "fr" ""
"Belgium" "de" "1"
"Switzerland" "de" ""
"Luxembourg" "de" "12"
"Ireland" "de" ""
"Sweden" "de" "4"
"Denmark" "de" "7"
"United Kingdom" "de" "5"
"Germany" "de" ""
"Turkey" "de" "8"
"Spain" "de" ""
"Yugoslavia" "de" ""
"Norway" "de" "6"
"Netherlands" "de" "10"
"Portugal" "de" ""
"Finland" "de" "3"
"Iceland" "de" ""
"France" "de" ""
"Austria" "de" "2"
"Israel" "de" ""
"Cyprus" "de" ""
"Belgium" "is" "10"
"Switzerland" "is" "3"
"Luxembourg" "is" "1"
"Ireland" "is" "8"
"Sweden" "is" "12"
"Denmark" "is" "7"
"United Kingdom" "is" ""
"Germany" "is" ""
"Turkey" "is" ""
"Spain" "is" "2"
"Yugoslavia" "is" "5"
"Norway" "is" "4"
"Netherlands" "is" ""
"Portugal" "is" ""
"Finland" "is" "6"
"Iceland" "is" ""
"France" "is" ""
"Austria" "is" ""
"Israel" "is" ""
"Cyprus" "is" ""
"Belgium" "ie" "12"
"Switzerland" "ie" "10"
"Luxembourg" "ie" "7"
"Ireland" "ie" ""
"Sweden" "ie" ""
"Denmark" "ie" "4"
"United Kingdom" "ie" ""
"Germany" "ie" "8"
"Turkey" "ie" ""
"Spain" "ie" "5"
"Yugoslavia" "ie" "3"
"Norway" "ie" "6"
"Netherlands" "ie" ""
"Portugal" "ie" ""
"Finland" "ie" ""
"Iceland" "ie" ""
"France" "ie" ""
"Austria" "ie" "2"
"Israel" "ie" ""
"Cyprus" "ie" "1"
"Belgium" "il" "5"
"Switzerland" "il" "12"
"Luxembourg" "il" "4"
"Ireland" "il" "6"
"Sweden" "il" ""
"Denmark" "il" "10"
"United Kingdom" "il" "2"
"Germany" "il" ""
"Turkey" "il" "3"
"Spain" "il" ""
"Yugoslavia" "il" "1"
"Norway" "il" ""
"Netherlands" "il" "8"
"Portugal" "il" "7"
"Finland" "il" ""
"Iceland" "il" ""
"France" "il" ""
"Austria" "il" ""
"Israel" "il" ""
"Cyprus" "il" ""
"Belgium" "lu" "10"
"Switzerland" "lu" "12"
"Luxembourg" "lu" ""
"Ireland" "lu" "3"
"Sweden" "lu" "5"
"Denmark" "lu" ""
"United Kingdom" "lu" "4"
"Germany" "lu" "8"
"Turkey" "lu" "6"
"Spain" "lu" "7"
"Yugoslavia" "lu" "2"
