"Country" "Voter" "Points"
"United Kingdom" "at" "4"
"Germany" "at" "5"
"France" "at" "12"
"Switzerland" "at" "2"
"Ireland" "at" "7"
"Cyprus" "at" ""
"Israel" "at" "8"
"Greece" "at" "6"
"Netherlands" "at" "3"
"Sweden" "at" ""
"Luxembourg" "at" "10"
"Denmark" "at" ""
"Belgium" "at" "1"
"Spain" "at" ""
"Yugoslavia" "at" ""
"Finland" "at" ""
"Austria" "at" ""
"Turkey" "at" ""
"Portugal" "at" ""
"Norway" "at" ""
"United Kingdom" "be" "8"
"Germany" "be" "10"
"France" "be" "3"
"Switzerland" "be" ""
"Ireland" "be" "1"
"Cyprus" "be" "7"
"Israel" "be" ""
"Greece" "be" "6"
"Netherlands" "be" "2"
"Sweden" "be" "4"
"Luxembourg" "be" ""
"Denmark" "be" "12"
"Belgium" "be" ""
"Spain" "be" ""
"Yugoslavia" "be" "5"
"Finland" "be" ""
"Austria" "be" ""
"Turkey" "be" ""
"Portugal" "be" ""
"Norway" "be" ""
"United Kingdom" "cy" "4"
"Germany" "cy" "8"
"France" "cy" "7"
"Switzerland" "cy" "10"
"Ireland" "cy" "12"
"Cyprus" "cy" ""
"Israel" "cy" ""
"Greece" "cy" "6"
"Netherlands" "cy" "2"
"Sweden" "cy" "1"
"Luxembourg" "cy" ""
"Denmark" "cy" ""
"Belgium" "cy" "5"
"Spain" "cy" ""
"Yugoslavia" "cy" "3"
"Finland" "cy" ""
"Austria" "cy" ""
"Turkey" "cy" ""
"Portugal" "cy" ""
"Norway" "cy" ""
"United Kingdom" "dk" "10"
"Germany" "dk" "8"
"France" "dk" "2"
"Switzerland" "dk" "4"
"Ireland" "dk" "12"
"Cyprus" "dk" "3"
"Israel" "dk" ""
"Greece" "dk" ""
"Netherlands" "dk" "7"
"Sweden" "dk" "5"
"Luxembourg" "dk" ""
"Denmark" "dk" ""
"Belgium" "dk" "6"
"Spain" "dk" ""
"Yugoslavia" "dk" ""
"Finland" "dk" ""
"Austria" "dk" "1"
"Turkey" "dk" ""
"Portugal" "dk" ""
"Norway" "dk" ""
"United Kingdom" "fi" "3"
"Germany" "fi" "7"
"France" "fi" "10"
"Switzerland" "fi" "12"
"Ireland" "fi" ""
"Cyprus" "fi" ""
"Israel" "fi" "6"
"Greece" "fi" ""
"Netherlands" "fi" ""
"Sweden" "fi" "1"
"Luxembourg" "fi" "4"
"Denmark" "fi" ""
"Belgium" "fi" "2"
"Spain" "fi" ""
"Yugoslavia" "fi" "8"
"Finland" "fi" ""
"Austria" "fi" ""
"Turkey" "fi" "5"
"Portugal" "fi" ""
"Norway" "fi" ""
"United Kingdom" "fr" "7"
"Germany" "fr" "8"
"France" "fr" ""
"Switzerland" "fr" "10"
"Ireland" "fr" "6"
"Cyprus" "fr" ""
"Israel" "fr" ""
"Greece" "fr" ""
"Netherlands" "fr" "2"
"Sweden" "fr" "12"
"Luxembourg" "fr" "3"
"Denmark" "fr" "4"
"Belgium" "fr" ""
"Spain" "fr" ""
"Yugoslavia" "fr" ""
"Finland" "fr" "1"
"Austria" "fr" "5"
"Turkey" "fr" ""
"Portugal" "fr" ""
"Norway" "fr" ""
"United Kingdom" "de" "4"
"Germany" "de" ""
"France" "de" "12"
"Switzerland" "de" "7"
"Ireland" "de" "6"
"Cyprus" "de" ""
"Israel" "de" ""
"Greece" "de" "2"
"Netherlands" "de" "3"
"Sweden" "de" "10"
"Luxembourg" "de" "5"
"Denmark" "de" "1"
"Belgium" "de" ""
"Spain" "de" ""
"Yugoslavia" "de" ""
"Finland" "de" ""
"Austria" "de" ""
"Turkey" "de" ""
"Portugal" "de" "8"
"Norway" "de" ""
"United Kingdom" "gr" "6"
"Germany" "gr" "5"
"France" "gr" "8"
"Switzerland" "gr" "4"
"Ireland" "gr" "10"
"Cyprus" "gr" "12"
"Israel" "gr" ""
"Greece" "gr" ""
"Netherlands" "gr" "3"
"Sweden" "gr" ""
"Luxembourg" "gr" ""
"Denmark" "gr" ""
"Belgium" "gr" "7"
"Spain" "gr" ""
"Yugoslavia" "gr" "2"
"Finland" "gr" ""
"Austria" "gr" ""
"Turkey" "gr" ""
"Portugal" "gr" "1"
"Norway" "gr" ""
"United Kingdom" "ie" "10"
"Germany" "ie" "6"
"France" "ie" "4"
"Switzerland" "ie" "12"
"Ireland" "ie" ""
"Cyprus" "ie" "8"
"Israel" "ie" "7"
"Greece" "ie" "1"
"Netherlands" "ie" ""
"Sweden" "ie" ""
"Luxembourg" "ie" ""
"Denmark" "ie" ""
"Belgium" "ie" ""
"Spain" "ie" "3"
"Yugoslavia" "ie" "2"
"Finland" "ie" "5"
"Austria" "ie" ""
"Turkey" "ie" ""
"Portugal" "ie" ""
"Norway" "ie" ""
"United Kingdom" "il" "12"
"Germany" "il" "8"
"France" "il" "7"
"Switzerland" "il" ""
"Ireland" "il" "10"
"Cyprus" "il" "5"
"Israel" "il" ""
"Greece" "il" ""
"Netherlands" "il" "4"
"Sweden" "il" ""
"Luxembourg" "il" "3"
"Denmark" "il" ""
"Belgium" "il" "1"
"Spain" "il" "6"
"Yugoslavia" "il" ""
"Finland" "il" "2"
"Austria" "il" ""
"Turkey" "il" ""
"Portugal" "il" ""
"Norway" "il" ""
"United Kingdom" "lu" "5"
"Germany" "lu" "3"
"France" "lu" "12"
"Switzerland" "lu" "8"
"Ireland" "lu" "10"
"Cyprus" "lu" ""
"Israel" "lu" "4"
"Greece" "lu" "6"
"Netherlands" "lu" ""
"Sweden" "lu" "2"
"Luxembourg" "lu" ""
"Denmark" "lu" "7"
"Belgium" "lu" ""
"Spain" "lu" ""
"Yugoslavia" "lu" ""
"Finland" "lu" ""
"Austria" "lu" ""
"Turkey" "lu" "1"
"Portugal" "lu" ""
"Norway" "lu" ""
"United Kingdom" "nl" "12"
"Germany" "nl" "3"
"France" "nl" "6"
"Switzerland" "nl" "1"
"Ireland" "nl" "10"
"Cyprus" "nl" "8"
"Israel" "nl" "7"
"Greece" "nl" ""
"Netherlands" "nl" ""
"Sweden" "nl" ""
"Luxembourg" "nl" ""
"Denmark" "nl" "2"
"Belgium" "nl" ""
"Spain" "nl" "4"
"Yugoslavia" "nl" ""
"Finland" "nl" "5"
"Austria" "nl" ""
"Turkey" "nl" ""
"Portugal" "nl" ""
"Norway" "nl" ""
"United Kingdom" "no" "3"
"Germany" "no" "4"
"France" "no" "5"
"Switzerland" "no" "12"
"Ireland" "no" ""
"Cyprus" "no" "7"
"Israel" "no" "8"
"Greece" "no" "2"
"Netherlands" "no" ""
"Sweden" "no" "6"
"Luxembourg" "no" ""
"Denmark" "no" ""
"Belgium" "no" ""
"Spain" "no" "10"
"Yugoslavia" "no" "1"
"Finland" "no" ""
"Austria" "no" ""
"Turkey" "no" ""
"Portugal" "no" ""
"Norway" "no" ""
"United Kingdom" "pt" "6"
"Germany" "pt" "12"
"France" "pt" "10"
"Switzerland" "pt" "8"
"Ireland" "pt" ""
"Cyprus" "pt" ""
"Israel" "pt" "5"
"Greece" "pt" ""
"Netherlands" "pt" "7"
"Sweden" "pt" ""
"Luxembourg" "pt" "4"
"Denmark" "pt" "2"
"Belgium" "pt" ""
"Spain" "pt" "3"
"Yugoslavia" "pt" ""
"Finland" "pt" "1"
"Austria" "pt" ""
"Turkey" "pt" ""
"Portugal" "pt" ""
"Norway" "pt" ""
"United Kingdom" "es" "8"
"Germany" "es" "12"
"France" "es" ""
"Switzerland" "es" "4"
"Ireland" "es" "5"
"Cyprus" "es" ""
"Israel" "es" ""
"Greece" "es" "10"
"Netherlands" "es" "7"
"Sweden" "es" ""
"Luxembourg" "es" "1"
"Denmark" "es" "3"
"Belgium" "es" ""
"Spain" "es" ""
"Yugoslavia" "es" ""
"Finland" "es" "2"
"Austria" "es" "6"
"Turkey" "es" ""
"Portugal" "es" ""
"Norway" "es" ""
"United Kingdom" "se" "8"
"Germany" "se" "12"
"France" "se" "10"
"Switzerland" "se" "1"
"Ireland" "se" "7"
"Cyprus" "se" ""
"Israel" "se" "3"
"Greece" "se" ""
"Netherlands" "se" ""
"Sweden" "se" ""
"Luxembourg" "se" "5"
"Denmark" "se" "4"
"Belgium" "se" ""
"Spain" "se" ""
"Yugoslavia" "se" ""
"Finland" "se" "6"
"Austria" "se" "2"
"Turkey" "se" ""
"Portugal" "se" ""
"Norway" "se" ""
"United Kingdom" "ch" "8"
"Germany" "ch" ""
"France" "ch" "12"
