"Country" "Voter" "Points"
"Austria" "al" "5"
"Netherlands" "al" ""
"Sweden" "al" "7"
"Armenia" "al" ""
"Hungary" "al" "8"
"Ukraine" "al" ""
"Russia" "al" ""
"Norway" "al" ""
"Denmark" "al" ""
"Spain" "al" "12"
"Finland" "al" ""
"Romania" "al" ""
"Switzerland" "al" ""
"Poland" "al" ""
"Iceland" "al" ""
"Belarus" "al" ""
"United Kingdom" "al" ""
"Germany" "al" "4"
"Montenegro" "al" "6"
"Greece" "al" "2"
"Italy" "al" "10"
"Azerbaijan" "al" ""
"Malta" "al" "1"
"San Marino" "al" "3"
"Slovenia" "al" ""
"France" "al" ""
"Austria" "am" ""
"Netherlands" "am" "4"
"Sweden" "am" ""
"Armenia" "am" ""
"Hungary" "am" ""
"Ukraine" "am" ""
"Russia" "am" "10"
"Norway" "am" ""
"Denmark" "am" "1"
"Spain" "am" "2"
"Finland" "am" ""
"Romania" "am" ""
"Switzerland" "am" "5"
"Poland" "am" ""
"Iceland" "am" ""
"Belarus" "am" "8"
"United Kingdom" "am" ""
"Germany" "am" "6"
"Montenegro" "am" "12"
"Greece" "am" "7"
"Italy" "am" ""
"Azerbaijan" "am" ""
"Malta" "am" ""
"San Marino" "am" "3"
"Slovenia" "am" ""
"France" "am" ""
"Austria" "at" ""
"Netherlands" "at" "10"
"Sweden" "at" "6"
"Armenia" "at" "12"
"Hungary" "at" "7"
"Ukraine" "at" "5"
"Russia" "at" ""
"Norway" "at" "1"
"Denmark" "at" ""
"Spain" "at" ""
"Finland" "at" "4"
"Romania" "at" "8"
"Switzerland" "at" "3"
"Poland" "at" ""
"Iceland" "at" "2"
"Belarus" "at" ""
"United Kingdom" "at" ""
"Germany" "at" ""
"Montenegro" "at" ""
"Greece" "at" ""
"Italy" "at" ""
"Azerbaijan" "at" ""
"Malta" "at" ""
"San Marino" "at" ""
"Slovenia" "at" ""
"France" "at" ""
"Austria" "az" "1"
"Netherlands" "az" ""
"Sweden" "az" ""
"Armenia" "az" ""
"Hungary" "az" "8"
"Ukraine" "az" "10"
"Russia" "az" "12"
"Norway" "az" ""
"Denmark" "az" ""
"Spain" "az" ""
"Finland" "az" ""
"Romania" "az" "6"
"Switzerland" "az" ""
"Poland" "az" "2"
"Iceland" "az" ""
"Belarus" "az" "7"
"United Kingdom" "az" ""
"Germany" "az" ""
"Montenegro" "az" ""
"Greece" "az" "4"
"Italy" "az" ""
"Azerbaijan" "az" ""
"Malta" "az" "5"
"San Marino" "az" "3"
"Slovenia" "az" ""
"France" "az" ""
"Austria" "by" ""
"Netherlands" "by" "2"
"Sweden" "by" ""
"Armenia" "by" "10"
"Hungary" "by" "5"
"Ukraine" "by" "8"
"Russia" "by" "12"
"Norway" "by" "4"
"Denmark" "by" ""
"Spain" "by" ""
"Finland" "by" ""
"Romania" "by" "1"
"Switzerland" "by" ""
"Poland" "by" "7"
"Iceland" "by" ""
"Belarus" "by" ""
"United Kingdom" "by" ""
"Germany" "by" ""
"Montenegro" "by" ""
"Greece" "by" "6"
"Italy" "by" ""
"Azerbaijan" "by" "3"
"Malta" "by" ""
"San Marino" "by" ""
"Slovenia" "by" ""
"France" "by" ""
"Austria" "be" "12"
"Netherlands" "be" "8"
"Sweden" "be" "10"
"Armenia" "be" ""
"Hungary" "be" "7"
"Ukraine" "be" "4"
"Russia" "be" ""
"Norway" "be" ""
"Denmark" "be" "6"
"Spain" "be" "2"
"Finland" "be" "3"
"Romania" "be" "5"
"Switzerland" "be" ""
"Poland" "be" ""
"Iceland" "be" ""
"Belarus" "be" ""
"United Kingdom" "be" "1"
"Germany" "be" ""
"Montenegro" "be" ""
"Greece" "be" ""
"Italy" "be" ""
"Azerbaijan" "be" ""
"Malta" "be" ""
"San Marino" "be" ""
"Slovenia" "be" ""
"France" "be" ""
"Austria" "dk" "8"
"Netherlands" "dk" "10"
"Sweden" "dk" "12"
"Armenia" "dk" "2"
"Hungary" "dk" "3"
"Ukraine" "dk" "1"
"Russia" "dk" ""
"Norway" "dk" "6"
"Denmark" "dk" ""
"Spain" "dk" ""
"Finland" "dk" "4"
"Romania" "dk" ""
"Switzerland" "dk" ""
"Poland" "dk" ""
"Iceland" "dk" "5"
"Belarus" "dk" ""
"United Kingdom" "dk" "7"
"Germany" "dk" ""
"Montenegro" "dk" ""
"Greece" "dk" ""
"Italy" "dk" ""
"Azerbaijan" "dk" ""
"Malta" "dk" ""
"San Marino" "dk" ""
"Slovenia" "dk" ""
"France" "dk" ""
"Austria" "ee" "4"
"Netherlands" "ee" "12"
"Sweden" "ee" "10"
"Armenia" "ee" "5"
"Hungary" "ee" "7"
"Ukraine" "ee" "8"
"Russia" "ee" "1"
"Norway" "ee" "3"
"Denmark" "ee" ""
"Spain" "ee" "2"
"Finland" "ee" "6"
"Romania" "ee" ""
"Switzerland" "ee" ""
"Poland" "ee" ""
"Iceland" "ee" ""
"Belarus" "ee" ""
"United Kingdom" "ee" ""
"Germany" "ee" ""
"Montenegro" "ee" ""
"Greece" "ee" ""
"Italy" "ee" ""
"Azerbaijan" "ee" ""
"Malta" "ee" ""
"San Marino" "ee" ""
"Slovenia" "ee" ""
"France" "ee" ""
"Austria" "fi" "12"
"Netherlands" "fi" "8"
"Sweden" "fi" "10"
"Armenia" "fi" "4"
"Hungary" "fi" "5"
"Ukraine" "fi" "2"
"Russia" "fi" ""
"Norway" "fi" "7"
"Denmark" "fi" "6"
"Spain" "fi" ""
"Finland" "fi" ""
"Romania" "fi" ""
"Switzerland" "fi" ""
"Poland" "fi" ""
"Iceland" "fi" ""
"Belarus" "fi" ""
"United Kingdom" "fi" ""
