"Country" "Voter" "Points"
"Luxembourg" "at" "4"
"United Kingdom" "at" ""
"Switzerland" "at" "2"
"France" "at" ""
"Denmark" "at" ""
"Italy" "at" ""
"Norway" "at" ""
"Yugoslavia" "at" "3"
"Spain" "at" ""
"Monaco" "at" ""
"Finland" "at" ""
"Netherlands" "at" ""
"Germany" "at" "1"
"Sweden" "at" ""
"Austria" "at" ""
"Belgium" "at" ""
"Luxembourg" "be" ""
"United Kingdom" "be" "1"
"Switzerland" "be" ""
"France" "be" ""
"Denmark" "be" ""
"Italy" "be" "4"
"Norway" "be" "5"
"Yugoslavia" "be" ""
"Spain" "be" ""
"Monaco" "be" ""
"Finland" "be" ""
"Netherlands" "be" ""
"Germany" "be" ""
"Sweden" "be" ""
"Austria" "be" ""
"Belgium" "be" ""
"Luxembourg" "dk" "1"
"United Kingdom" "dk" "1"
"Switzerland" "dk" ""
"France" "dk" ""
"Denmark" "dk" ""
"Italy" "dk" "4"
"Norway" "dk" "1"
"Yugoslavia" "dk" "1"
"Spain" "dk" ""
"Monaco" "dk" ""
"Finland" "dk" "1"
"Netherlands" "dk" ""
"Germany" "dk" "1"
"Sweden" "dk" ""
"Austria" "dk" ""
"Belgium" "dk" ""
"Luxembourg" "fi" "3"
"United Kingdom" "fi" ""
"Switzerland" "fi" ""
"France" "fi" "1"
"Denmark" "fi" "1"
"Italy" "fi" ""
"Norway" "fi" "2"
"Yugoslavia" "fi" ""
"Spain" "fi" ""
"Monaco" "fi" "3"
"Finland" "fi" ""
"Netherlands" "fi" ""
"Germany" "fi" ""
"Sweden" "fi" ""
"Austria" "fi" ""
"Belgium" "fi" ""
"Luxembourg" "fr" "1"
"United Kingdom" "fr" ""
"Switzerland" "fr" ""
"France" "fr" ""
"Denmark" "fr" ""
"Italy" "fr" "1"
"Norway" "fr" ""
"Yugoslavia" "fr" "2"
"Spain" "fr" "2"
"Monaco" "fr" ""
"Finland" "fr" "1"
"Netherlands" "fr" "1"
"Germany" "fr" ""
"Sweden" "fr" "2"
"Austria" "fr" ""
"Belgium" "fr" ""
"Luxembourg" "de" "5"
"United Kingdom" "de" ""
"Switzerland" "de" ""
"France" "de" "4"
"Denmark" "de" ""
"Italy" "de" ""
"Norway" "de" ""
"Yugoslavia" "de" ""
"Spain" "de" ""
"Monaco" "de" ""
"Finland" "de" ""
"Netherlands" "de" "1"
"Germany" "de" ""
"Sweden" "de" ""
"Austria" "de" ""
"Belgium" "de" ""
"Luxembourg" "it" "3"
"United Kingdom" "it" "1"
"Switzerland" "it" "2"
"France" "it" ""
"Denmark" "it" ""
"Italy" "it" ""
"Norway" "it" ""
"Yugoslavia" "it" ""
"Spain" "it" ""
"Monaco" "it" ""
"Finland" "it" "2"
"Netherlands" "it" "2"
"Germany" "it" ""
"Sweden" "it" ""
"Austria" "it" ""
"Belgium" "it" ""
"Luxembourg" "lu" ""
"United Kingdom" "lu" "8"
"Switzerland" "lu" ""
"France" "lu" "1"
"Denmark" "lu" ""
"Italy" "lu" ""
"Norway" "lu" ""
"Yugoslavia" "lu" ""
"Spain" "lu" ""
"Monaco" "lu" ""
"Finland" "lu" ""
"Netherlands" "lu" ""
"Germany" "lu" ""
"Sweden" "lu" ""
"Austria" "lu" ""
"Belgium" "lu" "1"
"Luxembourg" "mc" "4"
"United Kingdom" "mc" ""
"Switzerland" "mc" "2"
"France" "mc" "2"
"Denmark" "mc" ""
"Italy" "mc" "1"
"Norway" "mc" ""
"Yugoslavia" "mc" ""
"Spain" "mc" "1"
"Monaco" "mc" ""
"Finland" "mc" ""
"Netherlands" "mc" ""
"Germany" "mc" ""
"Sweden" "mc" ""
"Austria" "mc" ""
"Belgium" "mc" ""
"Luxembourg" "nl" "1"
"United Kingdom" "nl" "3"
"Switzerland" "nl" "2"
"France" "nl" ""
"Denmark" "nl" "1"
"Italy" "nl" "1"
"Norway" "nl" ""
"Yugoslavia" "nl" "1"
"Spain" "nl" "1"
"Monaco" "nl" ""
"Finland" "nl" ""
"Netherlands" "nl" ""
"Germany" "nl" ""
"Sweden" "nl" ""
"Austria" "nl" ""
"Belgium" "nl" ""
"Luxembourg" "no" ""
"United Kingdom" "no" ""
"Switzerland" "no" ""
"France" "no" ""
"Denmark" "no" "8"
"Italy" "no" ""
"Norway" "no" ""
"Yugoslavia" "no" ""
"Spain" "no" "2"
"Monaco" "no" ""
"Finland" "no" ""
"Netherlands" "no" ""
"Germany" "no" ""
"Sweden" "no" ""
"Austria" "no" ""
"Belgium" "no" ""
"Luxembourg" "es" "2"
"United Kingdom" "es" "3"
"Switzerland" "es" "1"
"France" "es" "2"
"Denmark" "es" ""
"Italy" "es" ""
"Norway" "es" "1"
"Yugoslavia" "es" ""
"Spain" "es" ""
"Monaco" "es" "1"
"Finland" "es" ""
"Netherlands" "es" ""
"Germany" "es" ""
"Sweden" "es" ""
"Austria" "es" ""
"Belgium" "es" ""
"Luxembourg" "se" "1"
"United Kingdom" "se" ""
"Switzerland" "se" "4"
"France" "se" "1"
"Denmark" "se" "2"
"Italy" "se" ""
"Norway" "se" ""
"Yugoslavia" "se" ""
"Spain" "se" "1"
"Monaco" "se" ""
"Finland" "se" ""
"Netherlands" "se" ""
"Germany" "se" "1"
"Sweden" "se" ""
"Austria" "se" ""
"Belgium" "se" ""
"Luxembourg" "ch" "1"
"United Kingdom" "ch" "7"
"Switzerland" "ch" ""
"France" "ch" ""
"Denmark" "ch" ""
"Italy" "ch" ""
"Norway" "ch" ""
"Yugoslavia" "ch" "1"
"Spain" "ch" ""
"Monaco" "ch" "1"
"Finland" "ch" ""
"Netherlands" "ch" ""
"Germany" "ch" ""
"Sweden" "ch" ""
"Austria" "ch" ""
"Belgium" "ch" ""
"Luxembourg" "gb" ""
"United Kingdom" "gb" ""
"Switzerland" "gb" "2"
"France" "gb" "2"
"Denmark" "gb" ""
"Italy" "gb" ""
"Norway" "gb" ""
"Yugoslavia" "gb" "1"
"Spain" "gb" "1"
"Monaco" "gb" "1"
"Finland" "gb" "2"
"Netherlands" "gb" ""
"Germany" "gb" ""
"Sweden" "gb" ""
"Austria" "gb" "1"
"Belgium" "gb" ""
"Luxembourg" "yu" "5"
"United Kingdom" "yu" ""
"Switzerland" "yu" "1"
"France" "yu" ""
"Denmark" "yu" ""
"Italy" "yu" "1"
"Norway" "yu" "1"
"Yugoslavia" "yu" ""
"Spain" "yu" ""
"Monaco" "yu" ""
"Finland" "yu" ""
"Netherlands" "yu" "2"
"Germany" "yu" ""
"Sweden" "yu" ""
"Austria" "yu" ""
"Belgium" "yu" ""
